,,,,,,How important were each of the following factors in making it possible for you to acquire a PEV?,,,,,,,,,,,,
County,Lease/Purchase,Vehicle Category,Make,4) Which of these factors was the most important reason why you decided to acquire a PEV? If it is not listed please describe it.,Other (please explain):Which of these factors was the most important reason why you decided to acquire a PEV?,5a) Federal Tax Incentives,5b) State Rebate (CVRP),5c) The option to lease a PEV,5d) Access to workplace charging,5e) Other incentive program,6) Have you already or will you be applying for an HOV lane sticker?,Disadvantaged Community,Weight,,,,,
San Diego,Lease,PHEV,Chevrolet,2,,3,3,5,1,1,1,0,1.033841441,,,,,
Contra Costa,Lease,PHEV,Ford,2,,5,5,5,5,5,1,0,1.201547457,,,,,
San Diego,Purchase,PHEV,Chevrolet,2,,5,4,1,,,0,0,0.810659174,,,,,
Los Angeles,Purchase,PHEV,Toyota,2,,5,5,1,1,,1,0,1.30723249,,,,,
Los Angeles,Purchase,PHEV,Toyota,2,,5,5,1,3,4,1,0,1.30723249,,,,,
Sonoma,Purchase,BEV,Tesla,2,,4,4,2,2,1,,0,0.724800117,,,,,
Marin,Lease,BEV,Other,2,,4,4,5,3,3,0,0,0.757302856,,,,,
Contra Costa,Lease,BEV,Nissan,2,,3,3,5,3,3,1,0,1.186550083,,,,,
Alameda,Lease,BEV,FIAT,2,,5,5,4,5,2,1,0,1.135588805,,,,,
Sonoma,Purchase,BEV,Tesla,2,,3,3,1,1,2,1,0,0.770841986,,,,,
Sacramento,Purchase,PHEV,Chevrolet,2,,5,,,,,1,0,0.708338203,,,,,
Marin,Lease,BEV,FIAT,2,,2,3,4,3,4,1,0,1.004015195,,,,,
Los Angeles,Purchase,PHEV,Chevrolet,2,,4,3,1,1,1,1,0,0.984694837,,,,,
San Diego,Purchase,BEV,Tesla,2,,1,1,1,1,1,1,0,0.786183438,,,,,
Santa Clara,Lease,BEV,Nissan,2,,1,1,1,5,1,1,0,1.042087475,,,,,
Alameda,Lease,BEV,FIAT,2,,4,4,5,2,1,1,0,1.135588805,,,,,
Santa Clara,Purchase,PHEV,Ford,2,,2,2,1,1,2,1,0,0.972190857,,,,,
Riverside,Lease,BEV,Other,2,,4,4,5,3,3,1,0,0.743259752,,,,,
Santa Clara,Lease,BEV,BMW,2,,3,4,4,,,1,0,0.912559082,,,,,
Fresno,Lease,BEV,FIAT,2,,3,5,5,1,5,0,1,0.965836393,,,,,
Los Angeles,Purchase,PHEV,Chevrolet,2,,3,3,1,1,1,1,0,0.984694837,,,,,
Los Angeles,Purchase,BEV,Tesla,2,,4,4,4,3,4,1,0,0.954964549,,,,,
San Diego,Purchase,BEV,Other,2,,3,3,1,2,1,1,0,0.639840552,,,,,
Marin,Lease,BEV,Other,2,,3,3,3,1,3,1,0,0.757302856,,,,,
Sonoma,Purchase,BEV,Nissan,2,,4,4,2,3,1,1,0,0.762584417,,,,,
Los Angeles,Lease,PHEV,Ford,2,,3,3,5,5,,1,1,1.220057514,,,,,
Butte,Purchase,PHEV,Toyota,2,,3,4,1,1,1,1,0,0.91344169,,,,,
Yolo,Lease,BEV,FIAT,2,,5,5,4,3,4,1,0,0.842083743,,,,,
Los Angeles,Purchase,BEV,Nissan,2,,2,2,2,1,2,1,0,0.900561682,,,,,
Santa Clara,Lease,BEV,Nissan,2,,4,5,4,3,1,0,0,1.224368966,,,,,
Marin,Purchase,PHEV,Ford,2,,3,3,1,1,2,1,0,0.865456735,,,,,
San Diego,Lease,BEV,Nissan,2,,,,5,,,1,0,0.991886754,,,,,
Alameda,Purchase,BEV,Nissan,2,,1,1,1,1,1,1,0,0.966654605,,,,,
Santa Clara,Purchase,PHEV,Chevrolet,2,,4,4,1,4,3,1,0,1.000664573,,,,,
Los Angeles,Lease,PHEV,Chevrolet,2,,3,3,3,1,2,1,0,1.255790796,,,,,
Los Angeles,Lease,BEV,BMW,2,,3,3,4,3,1,1,0,0.897995433,,,,,
San Bernardino,Lease,PHEV,Ford,2,,5,5,5,5,5,1,1,0.990973182,,,,,
San Mateo,Purchase,BEV,Tesla,2,,3,3,1,1,1,1,0,0.956926686,,,,,
Contra Costa,Purchase,BEV,Tesla,2,,5,4,2,1,1,1,0,0.94047634,,,,,
Sacramento,Lease,BEV,BMW,2,,3,1,4,1,3,1,0,0.63280287,,,,,
Orange,Purchase,PHEV,Toyota,2,,4,4,1,4,1,1,0,1.33065415,,,,,
Santa Clara,Purchase,BEV,Tesla,2,,2,2,1,1,1,1,0,0.970452121,,,,,
Santa Clara,Purchase,BEV,Tesla,2,,5,5,1,4,1,1,0,0.970452121,,,,,
Los Angeles,Lease,BEV,Ford,2,,5,5,5,4,5,1,0,0.963824658,,,,,
San Diego,Lease,PHEV,Ford,2,,4,4,5,1,4,1,0,0.881601244,,,,,
Contra Costa,Lease,BEV,FIAT,2,,5,5,4,2,5,1,0,1.093000139,,,,,
Sacramento,Purchase,BEV,BMW,2,,4,4,1,4,1,1,0,0.506521049,,,,,
Santa Clara,Lease,PHEV,Ford,2,,4,4,5,5,3,1,0,1.239844351,,,,,
Solano,Lease,BEV,Chevrolet,2,,4,4,4,2,3,1,0,0.733161005,,,,,
Santa Barbara,Purchase,BEV,BMW,2,,5,5,3,3,5,1,0,0.522063443,,,,,
Placer,Purchase,PHEV,Chevrolet,2,,3,2,,,,1,0,0.762586495,,,,,
San Diego,Lease,PHEV,Ford,2,,4,4,3,3,3,1,0,1.004423684,,,,,
Marin,Purchase,BEV,Tesla,2,,3,3,3,3,3,1,0,0.863908889,,,,,
Orange,Lease,BEV,Other,2,,5,5,4,1,5,0,0,0.874535321,,,,,
San Francisco,Purchase,BEV,BMW,2,,3,2,1,5,1,1,0,0.688860636,,,,,
Los Angeles,Purchase,BEV,Tesla,2,,3,2,3,3,2,1,0,0.954964549,,,,,
Los Angeles,Purchase,PHEV,Toyota,2,,3,3,1,3,1,1,0,1.30723249,,,,,
San Joaquin,Lease,BEV,FIAT,2,,3,3,4,4,4,1,0,0.772217523,,,,,
Sacramento,Lease,BEV,FIAT,2,,5,3,5,1,3,1,0,0.798359683,,,,,
Los Angeles,Lease,BEV,Other,2,,5,5,5,3,5,1,1,1.068775263,,,,,
Sacramento,Purchase,BEV,Tesla,2,,3,3,1,1,1,1,0,0.686951782,,,,,
Los Angeles,Lease,PHEV,Ford,2,,4,4,4,1,2,1,0,1.070867044,,,,,
Marin,Purchase,BEV,Tesla,2,,2,2,1,1,1,1,0,0.863908889,,,,,
San Mateo,Lease,PHEV,Ford,2,,4,4,4,3,1,1,0,1.222564328,,,,,
Los Angeles,Lease,BEV,Nissan,2,,4,5,3,1,5,1,0,1.204829103,,,,,
Los Angeles,Lease,BEV,Tesla,2,,3,3,5,2,1,1,0,1.145132597,,,,,
Orange,Lease,BEV,Chevrolet,2,,5,4,5,3,5,1,0,0.89368461,,,,,
Los Angeles,Purchase,BEV,Tesla,2,,5,5,1,2,2,1,0,0.954964549,,,,,
Los Angeles,Lease,BEV,Other,2,,2,4,5,3,2,1,0,0.837122282,,,,,
Santa Clara,Purchase,BEV,Tesla,2,,3,3,1,2,3,1,0,0.970452121,,,,,
San Mateo,Lease,BEV,Nissan,2,,4,4,4,5,1,1,0,1.207304629,,,,,
Santa Clara,Lease,BEV,Other,2,,3,3,3,2,1,1,0,1.007250795,,,,,
Santa Clara,Lease,BEV,Tesla,2,,5,5,5,3,,1,0,1.163704305,,,,,
Santa Clara,Purchase,BEV,Chevrolet,2,,5,5,1,1,1,0,0,0.699589284,,,,,
San Mateo,Lease,BEV,Nissan,2,,5,5,5,1,1,1,0,1.02756364,,,,,
Santa Clara,Purchase,BEV,Other,2,,5,3,1,2,3,1,0,0.716068081,,,,,
Los Angeles,Purchase,PHEV,Toyota,2,,5,5,1,5,5,0,0,1.30723249,,,,,
Orange,Purchase,PHEV,Chevrolet,2,,3,3,1,1,1,1,0,1.002337596,,,,,
San Diego,Purchase,BEV,Nissan,2,,4,4,1,2,,1,0,0.741395772,,,,,
Los Angeles,Purchase,PHEV,Toyota,2,,2,2,1,1,,1,0,1.30723249,,,,,
Los Angeles,Lease,BEV,FIAT,2,,5,5,5,1,5,1,0,1.109838005,,,,,
Santa Clara,Purchase,PHEV,Toyota,2,,3,3,1,2,3,1,0,1.328433127,,,,,
Alameda,Lease,BEV,Nissan,2,,4,4,4,4,4,1,0,1.175142704,,,,,
San Diego,Purchase,BEV,Tesla,2,,1,1,1,1,1,1,0,0.786183438,,,,,
San Diego,Purchase,BEV,BMW,2,,5,4,1,1,2,1,0,0.579689099,,,,,
Los Angeles,Lease,BEV,Tesla,2,,5,5,5,5,,1,0,1.217875474,,,,,
Los Angeles,Purchase,PHEV,Toyota,2,,3,3,1,1,1,1,1,1.30723249,,,,,
San Francisco,Lease,BEV,Nissan,2,,3,3,4,4,3,1,0,1.12357476,,,,,
Los Angeles,Lease,BEV,BMW,2,,4,4,3,4,1,1,0,0.897995433,,,,,
Los Angeles,Purchase,PHEV,Toyota,2,,4,4,1,4,4,1,0,1.30723249,,,,,
Los Angeles,Lease,PHEV,Ford,2,,5,4,4,4,3,1,1,1.070867044,,,,,
San Diego,Purchase,BEV,BMW,2,,4,4,1,1,,1,0,0.567871982,,,,,
Los Angeles,Lease,BEV,BMW,2,,5,5,5,1,4,1,1,0.897995433,,,,,
Los Angeles,Lease,PHEV,Ford,2,,5,4,5,4,3,1,0,1.220057514,,,,,
Orange,Purchase,BEV,Tesla,2,,4,4,2,3,2,1,0,0.972074631,,,,,
Alameda,Purchase,BEV,Tesla,2,,3,5,1,5,5,1,0,0.977121928,,,,,
San Francisco,Lease,BEV,Other,2,,2,2,4,3,1,1,0,0.840500296,,,,,
Orange,Purchase,BEV,Tesla,2,,5,5,1,4,4,1,1,0.914013272,,,,,
Los Angeles,Purchase,BEV,Other,2,,5,5,3,3,3,1,0,0.656407095,,,,,
Alameda,Purchase,BEV,Nissan,2,,3,3,1,1,3,1,0,0.822741089,,,,,
Santa Clara,Lease,BEV,Nissan,2,,5,5,5,5,1,1,0,1.224368966,,,,,
Santa Clara,Purchase,BEV,Tesla,2,,3,3,1,1,,1,0,0.970452121,,,,,
Santa Clara,Purchase,PHEV,Chevrolet,2,,4,4,1,1,3,1,0,1.000664573,,,,,
Alameda,Lease,BEV,FIAT,2,,5,5,5,5,1,1,0,1.135588805,,,,,
Marin,Lease,BEV,Nissan,2,,3,4,5,5,3,1,0,1.089948913,,,,,
Riverside,Purchase,BEV,Other,2,,2,2,1,1,1,1,0,0.56786995,,,,,
Orange,Lease,BEV,Other,2,,4,5,4,5,4,1,0,0.874535321,,,,,
Fresno,Lease,BEV,FIAT,2,,4,4,4,4,4,1,1,0.965836393,,,,,
Santa Clara,Lease,BEV,Other,2,,5,5,5,1,1,1,0,0.873075616,,,,,
Santa Cruz,Purchase,BEV,Tesla,2,,2,2,1,1,1,1,0,0.786968927,,,,,
Kern,Purchase,PHEV,Chevrolet,2,,5,5,1,5,5,0,1,0.882897976,,,,,
Los Angeles,Lease,PHEV,Toyota,2,,3,4,4,2,4,1,0,1.667126168,,,,,
Santa Clara,Lease,BEV,Nissan,2,,2,2,4,3,1,1,0,1.224368966,,,,,
Los Angeles,Purchase,BEV,Other,2,,5,5,3,5,5,1,0,0.656407095,,,,,
San Luis Obispo,Purchase,PHEV,Toyota,2,,4,4,3,2,4,0,0,0.778454933,,,,,
San Francisco,Purchase,PHEV,Toyota,2,,3,2,1,3,2,1,0,1.278867966,,,,,
San Diego,Purchase,PHEV,Chevrolet,2,,5,5,1,2,3,1,0,0.810659174,,,,,
Santa Clara,Purchase,BEV,Tesla,2,,4,4,3,4,3,1,0,0.970452121,,,,,
Riverside,Purchase,BEV,Tesla,2,,5,5,2,3,3,1,0,0.826157539,,,,,
Santa Clara,Purchase,BEV,Tesla,2,,5,5,2,5,4,1,0,0.970452121,,,,,
Los Angeles,Lease,BEV,Tesla,2,,1,3,5,1,1,1,0,1.217875474,,,,,
Santa Clara,Purchase,PHEV,Other,2,,3,3,2,4,2,0,0,0.582319256,,,,,
Alameda,Lease,BEV,Nissan,2,,5,5,5,1,1,1,0,1.232783915,,,,,
Los Angeles,Lease,PHEV,Ford,2,,3,3,4,1,1,1,0,1.220057514,,,,,
Marin,Purchase,BEV,Tesla,2,,3,2,4,,,0,0,0.863908889,,,,,
San Bernardino,Purchase,BEV,Tesla,2,,3,3,1,3,3,1,0,0.883717791,,,,,
Monterey,Purchase,PHEV,Ford,2,,3,3,1,2,1,1,0,0.633580233,,,,,
Marin,Lease,BEV,Toyota,2,,1,3,5,1,2,1,0,0.821555416,,,,,
San Diego,Lease,BEV,Other,2,,4,4,5,5,2,1,0,0.689168697,,,,,
San Diego,Lease,BEV,Tesla,2,,3,3,3,1,1,1,0,1.0026273,,,,,
Orange,Lease,PHEV,Other,2,,1,4,5,4,3,1,0,1.12089662,,,,,
San Francisco,Lease,BEV,BMW,2,,2,2,2,2,1,1,0,0.860601921,,,,,
Contra Costa,Purchase,BEV,Ford,2,,5,5,2,1,5,1,0,0.744291437,,,,,
Orange,Lease,PHEV,Chevrolet,2,,4,4,4,4,4,,0,1.278290776,,,,,
San Diego,Lease,BEV,FIAT,2,,5,5,5,3,4,1,0,0.91368445,,,,,
Ventura,Purchase,BEV,Tesla,2,,2,2,1,1,1,1,0,0.777963697,,,,,
Los Angeles,Purchase,BEV,Other,2,,4,4,1,1,1,1,0,0.777204167,,,,,
Los Angeles,Lease,PHEV,Ford,2,,3,3,2,2,3,1,0,1.220057514,,,,,
Placer,Purchase,BEV,Tesla,2,,3,3,1,1,1,1,0,0.739562188,,,,,
Los Angeles,Lease,PHEV,Ford,2,,5,5,5,5,5,1,0,1.070867044,,,,,
Marin,Purchase,BEV,Tesla,2,,3,3,2,3,,1,0,0.863908889,,,,,
Santa Clara,Lease,BEV,Chevrolet,2,,3,3,5,1,1,1,0,0.892192942,,,,,
Alameda,Purchase,PHEV,Toyota,2,,5,5,1,4,5,1,0,1.337563297,,,,,
Santa Clara,Lease,BEV,Nissan,2,,,,,5,,1,0,1.224368966,,,,,
San Mateo,Lease,BEV,Other,2,,5,4,3,3,2,1,0,0.993212488,,,,,
Los Angeles,Lease,BEV,BMW,2,,1,1,2,1,1,1,0,0.897995433,,,,,
Santa Clara,Lease,BEV,Nissan,2,,5,5,5,5,5,1,0,1.224368966,,,,,
Ventura,Lease,BEV,Other,2,,1,3,4,4,3,0,0,0.699901746,,,,,
San Mateo,Lease,BEV,FIAT,2,,5,5,5,5,5,1,0,1.112118355,,,,,
Tulare,Purchase,BEV,Nissan,2,,5,5,2,1,5,0,1,0.554476622,,,,,
Alameda,Lease,BEV,BMW,2,,5,4,4,3,1,1,0,0.90010038,,,,,
Contra Costa,Purchase,PHEV,Ford,2,,3,2,2,2,,1,0,0.94216137,,,,,
Contra Costa,Purchase,BEV,BMW,2,,5,5,1,2,5,1,0,0.693456331,,,,,
Orange,Purchase,PHEV,Toyota,2,,1,1,1,1,1,1,0,1.33065415,,,,,
Santa Clara,Lease,BEV,Nissan,2,,1,1,1,1,1,1,0,1.167121213,,,,,
Contra Costa,Purchase,BEV,BMW,2,,3,3,1,1,2,1,0,0.679320038,,,,,
San Diego,Lease,BEV,Nissan,2,,4,2,4,1,1,0,0,0.844216728,,,,,
Los Angeles,Purchase,PHEV,Toyota,2,,5,4,3,5,4,0,1,1.30723249,,,,,
San Mateo,Lease,BEV,FIAT,2,,2,2,5,5,1,1,0,1.112118355,,,,,
Alameda,Purchase,PHEV,Toyota,2,,5,5,5,5,5,1,0,1.337563297,,,,,
Orange,Lease,BEV,BMW,2,,2,2,4,1,1,1,0,0.9140848,,,,,
Marin,Lease,BEV,Other,2,,,4,5,,,1,0,0.541305231,,,,,
San Diego,Lease,BEV,BMW,2,,5,5,3,5,1,1,0,0.7242126,,,,,
Los Angeles,Purchase,BEV,Nissan,2,,1,1,1,1,1,1,1,0.900561682,,,,,
Contra Costa,Purchase,PHEV,Ford,2,,5,5,,3,5,1,0,0.826952459,,,,,
Santa Clara,Lease,BEV,Nissan,2,,4,4,4,4,4,1,0,1.167121213,,,,,
Sonoma,Lease,BEV,Nissan,2,,5,5,3,1,5,1,0,0.827742824,,,,,
San Diego,Lease,BEV,FIAT,2,,4,3,3,1,1,1,0,0.91368445,,,,,
San Mateo,Purchase,BEV,BMW,2,,4,4,1,4,1,1,0,0.705585925,,,,,
San Mateo,Lease,BEV,Nissan,2,,4,4,5,4,3,1,0,1.207304629,,,,,
Orange,Lease,BEV,Other,2,,5,5,5,2,3,1,0,1.00893483,,,,,
Los Angeles,Lease,BEV,BMW,2,,5,5,5,1,1,1,0,0.897995433,,,,,
Los Angeles,Purchase,PHEV,Ford,2,,4,4,2,5,1,1,0,0.956675537,,,,,
San Diego,Purchase,BEV,Tesla,2,,3,3,3,3,3,1,0,0.786183438,,,,,
Santa Clara,Lease,BEV,Nissan,2,,4,4,5,4,4,1,0,1.224368966,,,,,
Alameda,Lease,PHEV,Ford,2,,4,4,4,1,1,1,0,1.24836566,,,,,
Alameda,Lease,BEV,Nissan,2,,4,4,5,5,3,1,0,1.232783915,,,,,
Humboldt,Purchase,PHEV,Toyota,2,,1,1,1,1,1,0,0,1.012534504,,,,,
Yolo,Lease,BEV,Nissan,2,,5,5,5,3,5,1,0,0.778059846,,,,,
Los Angeles,Lease,BEV,FIAT,2,,3,4,5,1,1,1,0,1.109838005,,,,,
Ventura,Lease,BEV,FIAT,2,,5,5,5,5,5,,0,0.904131654,,,,,
Los Angeles,Lease,BEV,Other,2,,5,4,5,4,5,1,1,1.068775263,,,,,
Santa Clara,Purchase,BEV,Tesla,2,,4,4,3,4,4,1,0,0.970452121,,,,,
Orange,Purchase,BEV,BMW,2,,3,3,1,3,1,1,0,0.702143953,,,,,
San Luis Obispo,Purchase,BEV,BMW,2,,5,5,1,3,1,0,0,0.410765956,,,,,
Sonoma,Purchase,BEV,Tesla,2,,5,5,2,3,4,1,0,0.770841986,,,,,
Sacramento,Purchase,PHEV,Chevrolet,2,,5,5,1,3,4,1,0,0.708338203,,,,,
Orange,Purchase,PHEV,Ford,2,,4,4,1,1,1,1,0,0.973816275,,,,,
Los Angeles,Lease,BEV,Tesla,2,,1,3,3,4,1,0,0,1.145132597,,,,,
Los Angeles,Purchase,BEV,Ford,2,,5,5,2,1,1,1,1,0.755757382,,,,,
Los Angeles,Lease,BEV,FIAT,2,,2,2,4,1,,1,0,1.109838005,,,,,
Humboldt,Lease,BEV,BMW,2,,4,4,4,1,1,0,0,0.681375375,,,,,
Los Angeles,Lease,BEV,Chevrolet,2,,5,5,4,4,5,1,1,0.877954319,,,,,
Los Angeles,Lease,BEV,BMW,2,,4,4,2,4,3,1,0,0.897995433,,,,,
San Mateo,Lease,BEV,Nissan,2,,3,2,5,4,3,1,0,1.207304629,,,,,
Los Angeles,Lease,BEV,Tesla,2,,5,5,5,2,1,1,0,1.217875474,,,,,
Napa,Purchase,BEV,Tesla,2,,5,5,,,,0,0,0.711018749,,,,,
Alameda,Purchase,BEV,BMW,2,,1,1,1,1,1,1,0,0.720476803,,,,,
Marin,Lease,BEV,BMW,2,,5,5,5,3,5,1,0,0.812371766,,,,,
Santa Clara,Purchase,BEV,Tesla,2,,5,5,3,4,3,1,0,0.970452121,,,,,
Alameda,Purchase,BEV,Other,2,,5,4,1,1,1,1,0,0.720989535,,,,,
San Mateo,Lease,BEV,FIAT,2,,2,3,3,5,2,1,0,1.112118355,,,,,
Sacramento,Purchase,PHEV,Chevrolet,2,,4,2,1,1,1,1,0,0.708338203,,,,,
Los Angeles,Lease,BEV,Other,2,,5,5,,5,,1,0,0.859142089,,,,,
Los Angeles,Lease,BEV,Other,2,,5,5,5,5,5,1,0,0.859142089,,,,,
Los Angeles,Lease,BEV,Other,2,,5,3,4,,4,1,0,0.859142089,,,,,
Los Angeles,Lease,BEV,FIAT,2,,3,1,4,1,1,1,0,1.109838005,,,,,
San Diego,Purchase,BEV,Tesla,2,,3,3,3,3,1,1,0,0.786183438,,,,,
Los Angeles,Lease,PHEV,Ford,2,,3,3,3,1,3,1,0,1.220057514,,,,,
San Mateo,Lease,BEV,BMW,2,,4,5,4,2,1,1,0,0.881497026,,,,,
Santa Clara,Lease,PHEV,Chevrolet,2,,1,3,4,1,1,1,0,1.276157154,,,,,
Alameda,Lease,BEV,Nissan,2,,5,5,5,3,3,1,0,1.232783915,,,,,
Alameda,Lease,BEV,Other,2,,5,4,4,2,3,1,0,0.856545448,,,,,
Orange,Purchase,PHEV,Chevrolet,2,,5,5,1,4,5,1,0,1.002337596,,,,,
Fresno,Lease,BEV,Tesla,2,,5,5,5,5,5,0,0,1.059855988,,,,,
Santa Clara,Purchase,BEV,Tesla,2,,2,2,1,1,1,1,0,0.970452121,,,,,
Santa Clara,Purchase,BEV,Other,2,,4,3,2,4,1,1,0,0.667052676,,,,,
San Mateo,Lease,BEV,Nissan,2,,2,2,3,1,1,1,0,1.150854751,,,,,
Santa Clara,Lease,BEV,Nissan,2,,3,5,5,1,1,1,0,1.224368966,,,,,
San Mateo,Lease,BEV,FIAT,2,,4,4,5,4,3,1,0,1.112118355,,,,,
Los Angeles,Lease,BEV,FIAT,2,,2,2,2,1,3,1,0,1.109838005,,,,,
El Dorado,Lease,BEV,Chevrolet,2,,4,4,5,5,4,1,0,0.613349297,,,,,
Los Angeles,Purchase,BEV,Tesla,2,,4,4,1,1,4,1,0,0.954964549,,,,,
Los Angeles,Lease,BEV,Chevrolet,2,,5,5,5,5,,0,0,0.877954319,,,,,
Contra Costa,Lease,PHEV,Ford,2,,4,4,4,1,3,1,0,1.054620424,,,,,
Los Angeles,Lease,BEV,Tesla,2,,1,3,5,5,1,1,1,1.217875474,,,,,
Los Angeles,Lease,PHEV,Ford,2,,5,5,5,,,1,1,1.220057514,,,,,
San Francisco,Purchase,BEV,Tesla,2,,1,1,3,1,1,1,0,0.87844185,,,,,
Los Angeles,Lease,PHEV,Chevrolet,2,,5,5,5,,4,1,0,1.255790796,,,,,
San Diego,Lease,BEV,Other,2,,5,4,3,5,1,1,0,0.81599481,,,,,
Los Angeles,Purchase,PHEV,Toyota,2,,4,3,1,3,3,1,0,1.30723249,,,,,
Contra Costa,Purchase,BEV,Tesla,2,,5,5,2,4,1,1,0,0.94047634,,,,,
San Diego,Purchase,BEV,Nissan,2,,4,4,1,1,4,1,0,0.741395772,,,,,
Humboldt,Purchase,BEV,Nissan,2,,5,5,,,,0,0,0.731756878,,,,,
Santa Clara,Lease,BEV,FIAT,2,,5,5,5,3,5,1,0,1.127837307,,,,,
Los Angeles,Purchase,BEV,Tesla,2,,2,2,1,1,1,1,0,0.954964549,,,,,
Santa Clara,Lease,BEV,Nissan,2,,5,5,5,5,4,1,0,1.042087475,,,,,
Marin,Lease,BEV,FIAT,2,,4,4,4,4,3,1,0,1.004015195,,,,,
San Diego,Purchase,BEV,Nissan,2,,1,2,1,1,1,1,0,0.777761526,,,,,
Santa Clara,Lease,BEV,FIAT,2,,5,5,5,5,5,1,0,1.127837307,,,,,
Orange,Purchase,PHEV,Other,2,,4,3,1,4,1,1,0,0.583292843,,,,,
Los Angeles,Lease,BEV,FIAT,2,,5,5,5,5,5,1,0,1.109838005,,,,,
Santa Clara,Lease,BEV,BMW,2,,5,5,5,2,1,1,0,0.912559082,,,,,
Santa Clara,Lease,BEV,Other,2,,3,3,3,1,1,1,0,1.086108611,,,,,
Contra Costa,Lease,BEV,FIAT,2,,4,4,4,2,1,1,0,1.093000139,,,,,
Los Angeles,Purchase,BEV,Tesla,2,,,4,,,,0,0,0.954964549,,,,,
Los Angeles,Lease,BEV,Chevrolet,2,,5,5,5,2,,1,0,0.877954319,,,,,
Contra Costa,Purchase,PHEV,Toyota,2,,5,5,1,1,5,1,0,1.287399861,,,,,
San Diego,Lease,BEV,Nissan,2,,4,4,3,2,1,1,0,0.991886754,,,,,
Los Angeles,Lease,PHEV,Ford,2,,1,1,1,1,1,1,1,1.070867044,,,,,
Los Angeles,Lease,BEV,FIAT,2,,1,1,1,1,1,1,0,1.109838005,,,,,
Alameda,Lease,BEV,Nissan,2,,3,3,1,1,1,1,0,1.049249624,,,,,
Sonoma,Lease,BEV,Nissan,2,,3,3,3,2,1,1,0,0.972531242,,,,,
Monterey,Purchase,PHEV,Ford,2,,2,3,1,1,1,0,0,0.633580233,,,,,
Los Angeles,Purchase,PHEV,Toyota,2,,5,5,1,2,2,1,0,1.30723249,,,,,
San Diego,Purchase,BEV,Tesla,2,,3,2,1,1,3,1,0,0.786183438,,,,,
Los Angeles,Lease,PHEV,Chevrolet,2,,3,3,4,1,3,1,0,1.255790796,,,,,
Santa Clara,Lease,BEV,FIAT,2,,5,5,5,3,1,1,0,1.127837307,,,,,
Santa Clara,Purchase,PHEV,Toyota,2,,5,5,1,3,1,1,0,1.328433127,,,,,
Santa Clara,Lease,BEV,Chevrolet,2,,,,,,,1,0,0.892192942,,,,,
San Francisco,Lease,BEV,BMW,2,,3,3,3,3,3,1,0,0.878510595,,,,,
Santa Clara,Lease,BEV,Nissan,2,,4,4,4,3,1,1,0,1.224368966,,,,,
Contra Costa,Lease,PHEV,Ford,2,,5,5,5,2,5,1,0,1.054620424,,,,,
Los Angeles,Purchase,PHEV,Other,2,,3,3,1,5,5,1,0,0.863450739,,,,,
San Diego,Purchase,BEV,Tesla,2,,3,3,1,1,1,1,0,0.786183438,,,,,
Los Angeles,Lease,PHEV,Chevrolet,2,,4,4,5,3,1,1,0,1.255790796,,,,,
Santa Clara,Purchase,BEV,Tesla,2,,5,5,1,4,2,1,0,0.970452121,,,,,
Orange,Lease,BEV,FIAT,2,,1,4,5,1,1,1,0,1.129722952,,,,,
Orange,Lease,BEV,Tesla,2,,4,4,4,3,4,1,0,1.165649916,,,,,
Orange,Lease,BEV,Other,2,,5,5,5,5,5,1,0,0.874535321,,,,,
Santa Clara,Purchase,BEV,Tesla,2,,2,2,1,1,1,1,0,0.970452121,,,,,
San Diego,Purchase,PHEV,Chevrolet,2,,3,2,1,1,1,1,0,0.810659174,,,,,
Stanislaus,Purchase,PHEV,Toyota,2,,4,4,,,,0,0,0.861027589,,,,,
Alameda,Purchase,BEV,Tesla,2,,5,5,3,5,,1,0,0.918759097,,,,,
Marin,Purchase,PHEV,Ford,2,,3,3,,,,1,0,0.759627382,,,,,
San Mateo,Purchase,BEV,Other,2,,3,3,1,4,,1,0,0.675057515,,,,,
San Mateo,Lease,BEV,Other,2,,5,5,4,4,2,1,0,0.838842291,,,,,
Los Angeles,Lease,BEV,FIAT,2,,5,5,5,1,5,1,0,1.109838005,,,,,
San Diego,Lease,BEV,BMW,2,,1,3,3,1,1,1,0,0.739283084,,,,,
San Francisco,Purchase,PHEV,Toyota,2,,4,4,1,1,1,1,0,1.278867966,,,,,
San Diego,Purchase,BEV,Nissan,2,,5,5,1,1,3,1,0,0.661970016,,,,,
Orange,Lease,BEV,FIAT,2,,5,5,5,1,,1,0,1.129722952,,,,,
Sacramento,Lease,BEV,Chevrolet,2,,5,5,5,1,1,1,0,0.631554631,,,,,
Los Angeles,Lease,BEV,Other,2,,5,3,5,2,1,1,0,0.859142089,,,,,
Santa Clara,Lease,BEV,Other,2,,4,3,3,3,1,1,0,0.850698693,,,,,
Contra Costa,Lease,BEV,Nissan,2,,4,4,5,5,4,1,0,1.186550083,,,,,
Monterey,Purchase,BEV,Tesla,2,,5,5,,,4,1,0,0.720558011,,,,,
Riverside,Purchase,BEV,Tesla,2,,5,5,,,5,1,0,0.826157539,,,,,
Yolo,Lease,BEV,Nissan,2,,5,5,4,4,4,1,0,0.778059846,,,,,
Los Angeles,Lease,PHEV,Chevrolet,2,,,3,4,,,0,0,1.255790796,,,,,
Contra Costa,Purchase,PHEV,Ford,2,,3,3,1,3,3,1,0,0.826952459,,,,,
