taz_key,mean_lat,mean_lon
2.0,37.79194939130435,-122.40115917391304
3.0,37.790803825,-122.406266125
4.0,37.78974415789473,-122.40378621052632
5.0,37.790210863414636,-122.4074108292683
6.0,37.789456305232555,-122.41239439534884
7.0,37.7868599079602,-122.41377878109454
8.0,37.78344786713287,-122.41238751748251
9.0,37.780883056962026,-122.41722992194093
10.0,37.77687656261682,-122.4155765271028
11.0,37.78153024081632,-122.40913696326531
12.0,37.786811552631576,-122.40115303508772
13.0,37.78987146153846,-122.39875576923076
14.0,37.79108666923077,-122.39588184615384
16.0,37.78790830533118,-122.39421714054927
17.0,37.78558955060034,-122.39088085248713
18.0,37.77931353169734,-122.39691013292433
19.0,37.77219101190476,-122.40638089285714
20.0,37.774351708333334,-122.41253902314814
21.0,37.781559306896554,-122.40172217413793
22.0,37.797367015151515,-122.39905362121212
23.0,37.79977893835617,-122.40146492465753
24.0,37.79513108695652,-122.40301786956522
25.0,37.79513155555556,-122.40733800000001
26.0,37.792945100000004,-122.4073008
27.0,37.79383782954546,-122.40906745454545
28.0,37.79306019548872,-122.41367560150377
29.0,37.79109081846154,-122.41071688923077
30.0,37.78600106402439,-122.4174296859756
31.0,37.78823556428571,-122.41809159642857
32.0,37.79155604158416,-122.41854218019802
33.0,37.79446763803681,-122.41968930674847
34.0,37.79848278205128,-122.41993732051282
35.0,37.79719662937063,-122.41496601748251
36.0,37.7988565,-122.41200254166665
37.0,37.80024412883436,-122.40838939263803
38.0,37.80268055913979,-122.40627620788531
39.0,37.801821756578946,-122.4150629868421
40.0,37.8027764353562,-122.42218407124011
41.0,37.805449986111114,-122.41093705555556
42.0,37.82243990909091,-122.36798945454545
43.0,37.803721257641925,-122.43811976855895
44.0,37.80098105339806,-122.4306406723301
45.0,37.797884268292684,-122.42983451626016
46.0,37.79378745418848,-122.4266225248691
47.0,37.79193355769231,-122.432347
48.0,37.789789180327865,-122.44200813114755
49.0,37.7941489044289,-122.43494417016316
50.0,37.79809404388715,-122.44123492789969
51.0,37.80317483333334,-122.44460992708333
52.0,37.791059477064216,-122.47444467889908
53.0,37.77052067961165,-122.47331086407767
54.0,37.77444272631579,-122.50523089473684
55.0,37.779502911392406,-122.50497010126583
56.0,37.780738,-122.508523
57.0,37.78682815625,-122.4855085
58.0,37.782870284615385,-122.48931422307692
59.0,37.77793680508474,-122.49141365254238
60.0,37.77466033802817,-122.48439187323945
61.0,37.778548896551726,-122.4829649862069
62.0,37.78309817156863,-122.47927115686275
63.0,37.776740976744186,-122.47661226744185
64.0,37.77824618181818,-122.46701128925619
65.0,37.78508381333334,-122.46968165333332
66.0,37.783948767123285,-122.46154978082191
67.0,37.77877075974026,-122.46168817532467
68.0,37.77747333898305,-122.45667727118644
69.0,37.778325093023255,-122.44758506395348
70.0,37.78486435051546,-122.45106313402061
71.0,37.78906003664922,-122.45101438219895
72.0,37.787267840336135,-122.43917763865547
73.0,37.788450306358385,-122.42944454913295
74.0,37.78535817772512,-122.43587486729858
75.0,37.787414827794564,-122.42477404531722
76.0,37.782753227848104,-122.42233368354431
77.0,37.78311786486486,-122.42953290540541
78.0,37.78145726153846,-122.42868246153846
79.0,37.77736425641026,-122.42274946153846
80.0,37.77647678448276,-122.43119747413793
81.0,37.77128385882353,-122.42631264117647
82.0,37.76817884,-122.43101368
83.0,37.76553202631579,-122.43937135526315
84.0,37.770965467391306,-122.43701310869565
85.0,37.7751179875,-122.438347175
86.0,37.77998860869565,-122.43809560869565
87.0,37.77424783739838,-122.44689659349594
88.0,37.770741232492995,-122.44494646218487
89.0,37.76552595652174,-122.44824558695652
90.0,37.76363066972477,-122.458789
91.0,37.75904067289719,-122.45700926168224
92.0,37.754654656250004,-122.45056740625
93.0,37.756477364383564,-122.44361684931506
94.0,37.75986398529412,-122.43713419117647
95.0,37.753159975609755,-122.43805164227642
96.0,37.749547516129034,-122.43933108064516
97.0,37.749688825,-122.4285984
98.0,37.75359332592593,-122.4314413037037
99.0,37.75125717857143,-122.4230484404762
100.0,37.75184801666667,-122.41892291666667
101.0,37.75934450515464,-122.4191040927835
102.0,37.76107793063584,-122.42470996531792
103.0,37.759305875,-122.43143113709678
104.0,37.76531142857143,-122.42953247619047
105.0,37.76791737931035,-122.42542571839081
106.0,37.76825688479263,-122.41937164976959
107.0,37.76734158139535,-122.41374358139535
108.0,37.768646454545454,-122.40179809090908
109.0,37.77531252443609,-122.39539616917293
110.0,37.774080647382924,-122.39108407988981
111.0,37.76104342686567,-122.3895904238806
112.0,37.76251696428571,-122.3966789563492
113.0,37.75547338059702,-122.39790058208955
114.0,37.76172031147541,-122.40186583606558
115.0,37.76024756818182,-122.40674829545455
116.0,37.76007013513513,-122.41268905405406
117.0,37.75569168292683,-122.41326573170731
118.0,37.751099792452834,-122.41509534591195
119.0,37.750925076923075,-122.41099746153847
120.0,37.751249265625,-122.407067796875
121.0,37.74627439534884,-122.40739788372093
122.0,37.744627386666664,-122.41447225333333
123.0,37.74343213157894,-122.42014081578947
124.0,37.737740234375,-122.42120904687499
125.0,37.73739252272727,-122.4130089090909
126.0,37.73478751724138,-122.42193374712643
127.0,37.7392115,-122.4284444
128.0,37.74509705511811,-122.42785009448819
129.0,37.74573389041096,-122.43799723744291
130.0,37.73897902702703,-122.43530297297298
131.0,37.7371278,-122.45247495454545
132.0,37.7284140625,-122.459670125
133.0,37.731528558490574,-122.44224312075472
134.0,37.72848110810811,-122.43565545945945
135.0,37.72304808333333,-122.43362041666667
136.0,37.72722955555555,-122.42685544444444
137.0,37.72921070370371,-122.42462948148149
138.0,37.728875566666666,-122.40892933333333
139.0,37.73537434615385,-122.4022016923077
140.0,37.73204775675676,-122.39721664864865
141.0,37.73620341176471,-122.39286423529411
142.0,37.75083922857144,-122.39296468571429
143.0,37.736524062499996,-122.38977025
144.0,37.733222,-122.38620978947368
145.0,37.7306832,-122.3778042
146.0,37.725932,-122.37839199999999
147.0,37.730051433734936,-122.3872108313253
148.0,37.723041925925926,-122.39268707407408
149.0,37.71210051764706,-122.39252715294117
150.0,37.723242937500004,-122.397628875
151.0,37.72026400000001,-122.40045540000001
152.0,37.72525304545455,-122.41195386363636
153.0,37.7161784,-122.4043832
154.0,37.71137609090909,-122.40748603030303
155.0,37.71265069565217,-122.41237730434781
156.0,37.709288176470594,-122.41652917647059
157.0,37.709613000000004,-122.41886208333334
158.0,37.7189745,-122.4097941875
159.0,37.710087242424244,-122.43129636363636
160.0,37.71866083333333,-122.42879145833334
161.0,37.719446,-122.4369005882353
162.0,37.714233517241375,-122.43868237931035
163.0,37.709809,-122.44456261538461
164.0,37.710726421052634,-122.45218934210527
165.0,37.71917609210526,-122.44179586842105
166.0,37.72204273809524,-122.45625926190476
167.0,37.71474230232558,-122.4576941744186
168.0,37.71620785620915,-122.46756922222222
169.0,37.72594663636364,-122.47122785167464
170.0,37.741053906666664,-122.47078916
171.0,37.74365925581395,-122.4596641395349
172.0,37.747117542372884,-122.4709109322034
173.0,37.75257243137255,-122.47306752941176
174.0,37.75729648837209,-122.4685207131783
175.0,37.76359543902439,-122.46797169512195
176.0,37.76405867857143,-122.47410710714286
177.0,37.759969175710594,-122.48262735400516
178.0,37.75956672857143,-122.49148338571429
179.0,37.75662961224489,-122.5002367755102
180.0,37.7610342,-122.50645492307693
181.0,37.753307904761904,-122.50646202380952
182.0,37.74116584507042,-122.50412390140846
183.0,37.74180032051282,-122.49875838461539
184.0,37.74709030769231,-122.48898719230769
185.0,37.74766348529412,-122.48172650735295
186.0,37.740525077777775,-122.4835744111111
187.0,37.73277798148148,-122.48357240740741
188.0,37.721153797235026,-122.47541433179723
189.0,37.71797032941176,-122.4769733882353
190.0,37.71452037777778,-122.49320598888889
191.0,37.706610096153845,-122.48579959615385
192.0,37.70220307692308,-122.47706961538462
193.0,37.691248979166666,-122.47783725
194.0,37.67984503164557,-122.4780559113924
195.0,37.69159761111111,-122.48980019444444
196.0,37.67978064705883,-122.49131547058823
197.0,37.67444921621622,-122.48472013513513
198.0,37.66783875806451,-122.47771387096775
199.0,37.667333846153845,-122.46535538461539
200.0,37.68652473076923,-122.46096084615385
201.0,37.68762138421053,-122.46322673157894
202.0,37.697939125,-122.46044030357143
203.0,37.697972410958904,-122.46380689041096
204.0,37.705495014925376,-122.46211141791045
205.0,37.70547317460318,-122.45147809523809
206.0,37.70327023529412,-122.42708211764706
207.0,37.70670669565217,-122.41585014492753
208.0,37.684510898734175,-122.41623562658228
209.0,37.66245151612903,-122.41938006451613
210.0,37.6614043,-122.408703
211.0,37.65717372674419,-122.42314046511628
212.0,37.649751,-122.42472577777778
213.0,37.651038419753085,-122.43522129012345
214.0,37.6548909375,-122.44660934375
215.0,37.656012305555556,-122.43196347222222
216.0,37.66331486666667,-122.4426126
217.0,37.66456080952381,-122.455561
218.0,37.65872686666667,-122.4643344888889
219.0,37.65755505263158,-122.47029215789473
220.0,37.649601171875,-122.47545309375
221.0,37.65898242222222,-122.48036497777777
222.0,37.65191408121827,-122.49138223350255
223.0,37.634776699186986,-122.48923532113822
224.0,37.617243592592594,-122.48324332098765
225.0,37.59286175,-122.50322275
226.0,37.59445435294118,-122.48663970588235
227.0,37.5920668,-122.4636101
229.0,37.6352022755102,-122.46196412244898
230.0,37.646725000000004,-122.45771986486487
231.0,37.64124973529412,-122.4539105882353
232.0,37.630741,-122.44495005
233.0,37.62301625991189,-122.42912548898678
234.0,37.6320538358209,-122.42536650746268
235.0,37.6229455,-122.42008783333334
236.0,37.613975295454544,-122.41612938636364
237.0,37.6175825,-122.4057689
238.0,37.627226578947365,-122.40682763157895
240.0,37.602599077777775,-122.39151224444446
241.0,37.60516766666667,-122.40366225
242.0,37.603804805555555,-122.41985855555556
243.0,37.592887777777776,-122.40728133333334
244.0,37.59946887323944,-122.39911294366198
245.0,37.58471837209302,-122.40076972093023
246.0,37.58591172,-122.39186842666666
247.0,37.58495709375,-122.37457953125
248.0,37.58641234042553,-122.36695731914894
249.0,37.585625234265734,-122.35355787412588
250.0,37.581719590163935,-122.3608682295082
251.0,37.578802662068966,-122.35091031724139
252.0,37.56612562130178,-122.36651072781065
253.0,37.5689843125,-122.3397456875
254.0,37.54833821052632,-122.34380831578947
255.0,37.55198491428571,-122.3269190857143
256.0,37.562056993464054,-122.32750026470589
257.0,37.56624873214285,-122.32173923214286
258.0,37.57181563636364,-122.333591
259.0,37.580488631578945,-122.33198035087719
260.0,37.572454443349756,-122.32189909852217
261.0,37.57424005769231,-122.31166011538463
262.0,37.57119833333333,-122.308674
263.0,37.56512466666667,-122.30060566666667
264.0,37.56257890909091,-122.29436036363636
265.0,37.56175325,-122.28603856034482
266.0,37.55627293939394,-122.26945651298702
267.0,37.567475445026176,-122.26581991099476
268.0,37.558659394736836,-122.26279617105263
269.0,37.55479729375,-122.2562959625
270.0,37.55216700571429,-122.25983732571429
271.0,37.5533880375,-122.2697035125
272.0,37.541502666666666,-122.27435766666667
273.0,37.535591236914605,-122.26871231955923
274.0,37.54556459717314,-122.28520406713781
275.0,37.52397911111111,-122.275856
276.0,37.532101410526316,-122.28672872631579
277.0,37.536748333333335,-122.29033027777778
278.0,37.543459033333335,-122.29630888666667
279.0,37.559432,-122.30853900000001
280.0,37.55477273333334,-122.3164962
281.0,37.54348433928571,-122.30930375
282.0,37.534485920529804,-122.3248855165563
283.0,37.5338106,-122.3120852
284.0,37.53415125555555,-122.29929635925926
285.0,37.5248633,-122.3054956
286.0,37.519700190625,-122.285069371875
287.0,37.516265257142855,-122.27587312857143
288.0,37.5097664264151,-122.30172997735849
289.0,37.51728921875,-122.30773775
290.0,37.530858748427676,-122.32566479245283
291.0,37.522907421052636,-122.33407078947369
292.0,37.520016,-122.3479066
293.0,37.533533142857145,-122.50662895918367
294.0,37.503846,-122.47011170370371
295.0,37.48487591666667,-122.42755575
296.0,37.449903642857144,-122.42263585714285
297.0,37.32773130769231,-122.31507661538461
298.0,37.3658547936508,-122.20386538095238
299.0,37.42072207017544,-122.28880396491229
300.0,37.4452075,-122.249978125
301.0,37.45911309375,-122.25652634375
302.0,37.46681985714286,-122.26659885714285
303.0,37.471777956521734,-122.25607708695652
304.0,37.48204166666667,-122.27469546666667
305.0,37.4893142,-122.2771926
306.0,37.49506197674419,-122.27885306976744
307.0,37.503283214285716,-122.2803102142857
308.0,37.49530519047619,-122.26453045238095
309.0,37.50413721,-122.26161431
310.0,37.500318,-122.2484235
311.0,37.53314618446602,-122.24744862135923
312.0,37.53785365648855,-122.24257464122137
313.0,37.497848045454546,-122.22210820454545
314.0,37.48630451578948,-122.21165612631579
315.0,37.489242088339225,-122.23177997173146
316.0,37.491974,-122.23657036363636
317.0,37.487857648044695,-122.2407215027933
318.0,37.493372666666666,-122.24966876190476
319.0,37.47964542857143,-122.24886771428571
320.0,37.46547143119266,-122.23046965137615
321.0,37.4534495,-122.23713749999999
322.0,37.459434325,-122.22425975
323.0,37.4683350411985,-122.21820425842697
324.0,37.46856694736842,-122.22595368421052
325.0,37.47729630645161,-122.23123759677419
326.0,37.48049939855072,-122.22782728985507
327.0,37.4716731875,-122.2116475625
328.0,37.474494285714286,-122.19923695238096
329.0,37.48066951162791,-122.20723853488373
330.0,37.484468578124996,-122.19629881249999
331.0,37.47666376190476,-122.16021095238095
332.0,37.4773154,-122.13666880000001
333.0,37.46672855263158,-122.13717048684211
334.0,37.46816925,-122.14402625
335.0,37.45882880952381,-122.14357559523809
336.0,37.46142952688172,-122.15972446236559
337.0,37.46307701612903,-122.16327829032258
338.0,37.475738769230766,-122.17571461538462
339.0,37.464366902439025,-122.19182512195123
340.0,37.45646331818182,-122.18301915454545
341.0,37.44868053773585,-122.18215854245284
342.0,37.4528837755102,-122.20492040816326
343.0,37.445951,-122.18373675000001
344.0,37.439303807692305,-122.18707442307694
345.0,37.43097571276596,-122.20125735106383
346.0,37.42464482828283,-122.20342882828282
347.0,37.35605587179487,-122.15597276923077
349.0,37.416987,-122.14161341666667
350.0,37.41794933333333,-122.15014666666667
351.0,37.42585455725191,-122.14711877862595
353.0,37.425996142857144,-122.15083214285714
355.0,37.43254258536585,-122.18506734146342
356.0,37.446622832589284,-122.15785295758928
357.0,37.4516516969697,-122.1433150909091
358.0,37.44468868367347,-122.13282801020408
359.0,37.43405372289157,-122.1452490120482
360.0,37.42812430078125,-122.12958215234374
361.0,37.43893796842105,-122.12138723684211
362.0,37.42344006818182,-122.1074439090909
363.0,37.42008327659575,-122.12030842553192
364.0,37.413396222222225,-122.10836983333333
365.0,37.4048991125,-122.11476363749999
366.0,37.418031813333336,-122.12840443111111
367.0,37.40963619178083,-122.12879956849315
368.0,37.382915391304344,-122.13345908695652
369.0,37.396895621621624,-122.11769094594594
370.0,37.376782750000004,-122.11169844230768
371.0,37.3927125,-122.10472043333334
372.0,37.39936176203966,-122.10330101699716
373.0,37.40466208411215,-122.09798133644861
374.0,37.41435710619469,-122.09122976991151
375.0,37.40439770895522,-122.09473304477612
376.0,37.404682695067265,-122.08010052466368
377.0,37.40300752808989,-122.07557277153558
378.0,37.39008372700297,-122.07905242136499
379.0,37.39555197087379,-122.09008143203883
380.0,37.39702950965251,-122.09597943629343
381.0,37.386171341269844,-122.08933574074074
382.0,37.37988813333333,-122.08296217333333
383.0,37.371304800000004,-122.08979959999999
384.0,37.37266304347826,-122.10412152173913
385.0,37.35495055,-122.10073084999999
386.0,37.3381935,-122.073144
387.0,37.34053120833333,-122.06810079166667
388.0,37.35645790588235,-122.08555954117648
389.0,37.377387372093025,-122.07261937209302
390.0,37.384801787037034,-122.07575524074075
391.0,37.37475866304348,-122.06169958695652
392.0,37.38003087878788,-122.05613852020203
393.0,37.380778883333335,-122.04838538333333
394.0,37.376300755102044,-122.03862502040816
395.0,37.38767888798371,-122.03787453564155
396.0,37.393619,-122.031326
397.0,37.39127973684211,-122.05977652631579
398.0,37.392421858695656,-122.06446348913043
400.0,37.402183521126766,-122.06413448591549
401.0,37.417264,-122.071901
402.0,37.41024542857143,-122.05598414285714
403.0,37.409703125,-122.008891375
404.0,37.425090210526314,-121.97097794736843
405.0,37.445732,-121.923223
406.0,37.417507816901406,-121.92483091549296
407.0,37.373671,-121.91773799999999
410.0,37.40137111753372,-121.92555647398844
412.0,37.40968533678757,-121.94228321955958
413.0,37.39698549315069,-121.95378542465754
414.0,37.38862220000001,-121.94848333333333
415.0,37.392688567741935,-121.96247882580646
416.0,37.40122023367697,-121.95660374570447
418.0,37.39563,-121.98718799999999
419.0,37.395551418604654,-121.99308104651162
420.0,37.3980868045977,-122.00059020689656
421.0,37.40457307784431,-122.00394984431138
422.0,37.401807606299215,-122.01655616535432
423.0,37.39010854347826,-122.00856471739131
424.0,37.390182518518515,-122.01758631481482
425.0,37.38564642708334,-122.02233683333333
426.0,37.37891681422018,-122.0232249885321
427.0,37.38547634586466,-122.00599790977444
428.0,37.38954375352114,-121.99211880281689
432.0,37.360292,-121.9493868
433.0,37.356704027108435,-121.95510397891566
434.0,37.348369,-121.92061899999999
435.0,37.36514469196429,-121.91237686160714
436.0,37.34541713953488,-121.96361548837208
437.0,37.3581420745098,-121.96543374509804
438.0,37.35927383333333,-121.97243733333333
439.0,37.346058,-121.97298766666667
440.0,37.34219544131455,-121.98311695305163
441.0,37.347989523006135,-121.98842120705521
442.0,37.356843,-121.98101879999999
443.0,37.36937975510204,-121.99324310204082
444.0,37.3603473375,-121.992503525
445.0,37.359434310030394,-121.99951466109422
446.0,37.370580684719535,-122.01351242166345
447.0,37.35493391588785,-122.00636579439254
448.0,37.362926243902436,-122.02071780975609
449.0,37.35879760792952,-122.02977633480177
450.0,37.37586036862745,-122.03090759215686
451.0,37.367932923529416,-122.03563920588235
452.0,37.354219241379305,-122.03841289655172
453.0,37.3633603425,-122.053832035
454.0,37.34059598717948,-122.06119223076922
455.0,37.34314878947368,-122.04369394736841
456.0,37.34447395392954,-122.03586937398373
457.0,37.34108920731707,-122.02931221951219
458.0,37.34667375,-122.0164936875
459.0,37.34315630081301,-122.00120823577235
460.0,37.32913959090909,-122.00737087190082
461.0,37.33746497222222,-121.98337846180554
462.0,37.3263565,-121.98527856666666
463.0,37.32556748917749,-121.97142722077923
464.0,37.33566954285715,-121.96018382142859
465.0,37.330373046874996,-121.96140629166666
466.0,37.33679961904762,-121.94625481547618
467.0,37.315310764705885,-121.94872976470589
468.0,37.30240640540541,-121.9464374054054
469.0,37.29813222535211,-121.95350742253521
470.0,37.309671933333334,-121.95280969666666
471.0,37.31891014028777,-121.96707985971223
472.0,37.313038388297876,-121.97503345744681
473.0,37.30600583673469,-121.97183957142857
474.0,37.29887273529412,-121.97023941176471
475.0,37.29233176811594,-121.98190811594203
476.0,37.29909105769231,-121.99146438461538
477.0,37.31514351764706,-121.9817632
478.0,37.320712660714285,-121.98059408035714
479.0,37.32117335690236,-122.0029614040404
480.0,37.30603018636364,-122.00044301818183
481.0,37.30425595652174,-122.00984708695651
482.0,37.302013699999996,-122.01822213333334
483.0,37.303786263005776,-122.02996312138728
484.0,37.320590270783846,-122.02733416152019
485.0,37.33341720849421,-122.02271978571429
486.0,37.329432174418606,-122.0420699622093
487.0,37.336653020408164,-122.05262840816326
488.0,37.32040105,-122.06926310714286
489.0,37.30477265625,-122.048188015625
490.0,37.31809997560977,-122.0460255195122
491.0,37.31099833962264,-122.03689698113207
492.0,37.299798607142854,-122.03505889285714
493.0,37.29111971428571,-122.01732462857143
494.0,37.271634666666664,-122.02393666666667
495.0,37.26543757142857,-122.04449277142857
496.0,37.24529893333333,-122.02308111111111
497.0,37.259622875,-122.00704963888889
498.0,37.28152351111111,-121.99932093333332
499.0,37.28410268333334,-121.98734502500001
500.0,37.269295267605635,-121.97509870422535
501.0,37.28241716666667,-121.97158075
502.0,37.29307452054795,-121.96934150684932
503.0,37.279151568480295,-121.95357172232646
504.0,37.281541352941176,-121.95001992647059
505.0,37.27090661607143,-121.9600075357143
506.0,37.263340827586205,-121.96796648275861
507.0,37.26003759649123,-121.9826446491228
508.0,37.25591985454545,-121.9629223
509.0,37.23222441549296,-121.97687559859155
510.0,37.238484142857146,-121.98793538095238
511.0,37.2276447028754,-121.9831311884984
512.0,37.157587694214875,-121.87019952066116
513.0,37.221113076923075,-121.97064853846153
514.0,37.232272025641024,-121.94038687179487
515.0,37.24096455,-121.91094688749999
516.0,37.241807217391305,-121.93982130434782
517.0,37.247581157894736,-121.93706313157895
518.0,37.24137212820513,-121.95748276923077
519.0,37.260109390243905,-121.9450088902439
520.0,37.25643357777778,-121.923439
521.0,37.27259236296296,-121.9360763037037
522.0,37.272896304347825,-121.92848386956521
523.0,37.269919785714286,-121.91078661904761
524.0,37.2766662,-121.9048618
525.0,37.28870733333333,-121.8869292
526.0,37.2952125,-121.8927697051282
527.0,37.30526392682927,-121.88975321951219
528.0,37.30348072826087,-121.9066919347826
529.0,37.29204933333333,-121.91440476190476
530.0,37.284029145,-121.93478358499999
531.0,37.30094274074074,-121.91847581481481
532.0,37.30442039739414,-121.92248613680782
533.0,37.30986738219895,-121.92378610471204
534.0,37.314368827102804,-121.93552548831775
535.0,37.32450535294117,-121.93071117647058
536.0,37.32078002272728,-121.91780220454545
537.0,37.31710152619048,-121.90973796666665
538.0,37.33015316814159,-121.90589734513274
539.0,37.338771125,-121.906106625
540.0,37.33336364367816,-121.91406568965517
541.0,37.32629858064516,-121.91847707258064
542.0,37.34050382608696,-121.9237992173913
543.0,37.34592991275168,-121.93232960402685
544.0,37.34349051724138,-121.94612422126437
545.0,37.350347075,-121.94648590000001
546.0,37.342646277777774,-121.90006789629629
547.0,37.3556087295082,-121.89202263934426
548.0,37.34807673556231,-121.88766286930091
549.0,37.34122772222222,-121.8891808111111
550.0,37.345242741935486,-121.87909648387097
551.0,37.34709848648649,-121.86772716216215
552.0,37.34144141935484,-121.85869093548386
553.0,37.338994885714285,-121.86401454285713
554.0,37.33779098039216,-121.87469823529412
555.0,37.32948335433071,-121.87568056692913
556.0,37.33234976923077,-121.87923813846153
557.0,37.335411963369964,-121.88661904761905
558.0,37.32955690153846,-121.89437510153846
559.0,37.314694333333335,-121.8997406
560.0,37.32673707594937,-121.88668546835443
561.0,37.32444369565218,-121.87138434782608
562.0,37.3168169,-121.87986635
563.0,37.304201767676766,-121.87770640404041
