home_loc,dest_loc,HomeTAZfactor,superD_dest,n,dest_lat,dest_lon,HomeTAZ,home_lat,home_lon,opt_time,pes_time,transit_time
37.5748712307692+-121.965510538462,37.3207019697235+-121.904550622856,781,11.0,47,37.32070196972349,-121.90455062285614,781,37.57487123076923,-121.96551053846154,1806.0,2654.0,4267.0
37.5748712307692+-121.965510538462,37.3787519414778+-121.994584766866,781,9.0,128,37.378751941477816,-121.99458476686637,781,37.57487123076923,-121.96551053846154,1738.0,3143.0,9446.0
37.5748712307692+-121.965510538462,37.3861960858995+-121.866317929335,781,12.0,42,37.38619608589951,-121.8663179293355,781,37.57487123076923,-121.96551053846154,1425.0,1821.0,5012.0
37.5748712307692+-121.965510538462,37.4088246971407+-122.110194527652,781,8.0,59,37.40882469714071,-122.11019452765237,781,37.57487123076923,-121.96551053846154,1938.0,3496.0,5592.0
37.5748712307692+-121.965510538462,37.4721443506494+-122.218101215133,781,7.0,39,37.47214435064935,-122.21810121513269,781,37.57487123076923,-121.96551053846154,1700.0,2952.0,8045.0
37.5748712307692+-121.965510538462,37.6808726288574+-122.101148642758,781,17.0,159,37.68087262885738,-122.10114864275785,781,37.57487123076923,-121.96551053846154,1534.0,2964.0,5248.0
37.5748712307692+-121.965510538462,37.6933092866537+-121.859787866293,781,15.0,85,37.69330928665368,-121.85978786629323,781,37.57487123076923,-121.96551053846154,1909.0,2601.0,6542.0
37.5748712307692+-121.965510538462,37.7952590535159+-122.234542343964,781,18.0,64,37.79525905351587,-122.23454234396391,781,37.57487123076923,-121.96551053846154,2553.0,3037.0,4334.0
37.5760898333333+-122.080282,37.3787519414778+-121.994584766866,794,9.0,60,37.378751941477816,-121.99458476686637,794,37.57608983333334,-122.08028200000001,1771.0,2796.0,10387.0
37.5760898333333+-122.080282,37.4088246971407+-122.110194527652,794,8.0,47,37.40882469714071,-122.11019452765237,794,37.57608983333334,-122.08028200000001,1443.0,2532.0,9592.0
37.5760898333333+-122.080282,37.4721443506494+-122.218101215133,794,7.0,54,37.47214435064935,-122.21810121513269,794,37.57608983333334,-122.08028200000001,1150.0,2029.0,11566.0
37.5760898333333+-122.080282,37.5488000637396+-122.303057092897,794,6.0,35,37.54880006373962,-122.3030570928971,794,37.57608983333334,-122.08028200000001,1590.0,2453.0,11268.0
37.5760898333333+-122.080282,37.7952590535159+-122.234542343964,794,18.0,61,37.79525905351587,-122.23454234396391,794,37.57608983333334,-122.08028200000001,2058.0,3205.0,6412.0
37.5774679647887+-122.04230706338,37.3207019697235+-121.904550622856,799,11.0,46,37.32070196972349,-121.90455062285614,799,37.57746796478874,-122.04230706338029,1903.0,3148.0,6166.0
37.5774679647887+-122.04230706338,37.3787519414778+-121.994584766866,799,9.0,122,37.378751941477816,-121.99458476686637,799,37.57746796478874,-122.04230706338029,1559.0,2735.0,7831.0
37.5774679647887+-122.04230706338,37.3861960858995+-121.866317929335,799,12.0,52,37.38619608589951,-121.8663179293355,799,37.57746796478874,-122.04230706338029,1530.0,2584.0,7070.0
37.5774679647887+-122.04230706338,37.4088246971407+-122.110194527652,799,8.0,100,37.40882469714071,-122.11019452765237,799,37.57746796478874,-122.04230706338029,1428.0,2697.0,6943.0
37.5774679647887+-122.04230706338,37.4721443506494+-122.218101215133,799,7.0,101,37.47214435064935,-122.21810121513269,799,37.57746796478874,-122.04230706338029,1206.0,2230.0,6486.0
37.5774679647887+-122.04230706338,37.5488000637396+-122.303057092897,799,6.0,53,37.54880006373962,-122.3030570928971,799,37.57746796478874,-122.04230706338029,1728.0,2683.0,10530.0
37.5774679647887+-122.04230706338,37.6933092866537+-121.859787866293,799,15.0,71,37.69330928665368,-121.85978786629323,799,37.57746796478874,-122.04230706338029,2448.0,3425.0,5581.0
37.5774679647887+-122.04230706338,37.7887176547182+-122.409000920536,799,1.0,53,37.788717654718205,-122.40900092053552,799,37.57746796478874,-122.04230706338029,2956.0,4704.0,6046.0
37.5774679647887+-122.04230706338,37.7952590535159+-122.234542343964,799,18.0,103,37.79525905351587,-122.23454234396391,799,37.57746796478874,-122.04230706338029,1969.0,3176.0,4183.0
37.577766+-121.986117862069,37.3010931597673+-121.989369051801,782,10.0,58,37.301093159767284,-121.98936905180129,782,37.577766,-121.98611786206897,2134.0,4035.0,7010.0
37.577766+-121.986117862069,37.3207019697235+-121.904550622856,782,11.0,65,37.32070196972349,-121.90455062285614,782,37.577766,-121.98611786206897,1881.0,3020.0,4055.0
37.577766+-121.986117862069,37.3787519414778+-121.994584766866,782,9.0,185,37.378751941477816,-121.99458476686637,782,37.577766,-121.98611786206897,1847.0,3429.0,6751.0
37.577766+-121.986117862069,37.3861960858995+-121.866317929335,782,12.0,84,37.38619608589951,-121.8663179293355,782,37.577766,-121.98611786206897,1448.0,2492.0,5285.0
37.577766+-121.986117862069,37.4088246971407+-122.110194527652,782,8.0,106,37.40882469714071,-122.11019452765237,782,37.577766,-121.98611786206897,1749.0,3429.0,6631.0
37.577766+-121.986117862069,37.4721443506494+-122.218101215133,782,7.0,85,37.47214435064935,-122.21810121513269,782,37.577766,-121.98611786206897,1524.0,2890.0,6174.0
37.577766+-121.986117862069,37.5488000637396+-122.303057092897,782,6.0,56,37.54880006373962,-122.3030570928971,782,37.577766,-121.98611786206897,2035.0,3158.0,8111.0
37.577766+-121.986117862069,37.6933092866537+-121.859787866293,782,15.0,138,37.69330928665368,-121.85978786629323,782,37.577766,-121.98611786206897,1909.0,2723.0,6463.0
37.577766+-121.986117862069,37.7887176547182+-122.409000920536,782,1.0,47,37.788717654718205,-122.40900092053552,782,37.577766,-121.98611786206897,3298.0,4918.0,5245.0
37.577766+-121.986117862069,37.7952590535159+-122.234542343964,782,18.0,107,37.79525905351587,-122.23454234396391,782,37.577766,-121.98611786206897,2212.0,3007.0,4803.0
37.578802662069+-122.350910317241,37.3787519414778+-121.994584766866,251,9.0,60,37.378751941477816,-121.99458476686637,251,37.578802662068966,-122.35091031724139,2285.0,3579.0,6466.0
37.578802662069+-122.350910317241,37.4088246971407+-122.110194527652,251,8.0,67,37.40882469714071,-122.11019452765237,251,37.578802662068966,-122.35091031724139,1734.0,2970.0,3486.0
37.578802662069+-122.350910317241,37.4721443506494+-122.218101215133,251,7.0,188,37.47214435064935,-122.21810121513269,251,37.578802662068966,-122.35091031724139,1134.0,2043.0,3701.0
37.578802662069+-122.350910317241,37.6808726288574+-122.101148642758,251,17.0,45,37.68087262885738,-122.10114864275785,251,37.578802662068966,-122.35091031724139,2663.0,4154.0,6974.0
37.578802662069+-122.350910317241,37.7507374388542+-122.420528142213,251,3.0,75,37.75073743885415,-122.42052814221317,251,37.578802662068966,-122.35091031724139,1528.0,3080.0,3067.0
37.578802662069+-122.350910317241,37.7849449188872+-122.445288274563,251,2.0,39,37.78494491888719,-122.44528827456274,251,37.578802662068966,-122.35091031724139,2490.0,4115.0,4250.0
37.578802662069+-122.350910317241,37.7887176547182+-122.409000920536,251,1.0,153,37.788717654718205,-122.40900092053552,251,37.578802662068966,-122.35091031724139,2205.0,4412.0,3821.0
37.578802662069+-122.350910317241,37.7952590535159+-122.234542343964,251,18.0,38,37.79525905351587,-122.23454234396391,251,37.578802662068966,-122.35091031724139,3596.0,4529.0,6049.0
37.5804886315789+-122.331980350877,37.3787519414778+-121.994584766866,259,9.0,56,37.378751941477816,-121.99458476686637,259,37.580488631578945,-122.33198035087719,2171.0,3524.0,6443.0
37.5804886315789+-122.331980350877,37.4088246971407+-122.110194527652,259,8.0,73,37.40882469714071,-122.11019452765237,259,37.580488631578945,-122.33198035087719,1547.0,2904.0,3812.0
37.5804886315789+-122.331980350877,37.4721443506494+-122.218101215133,259,7.0,173,37.47214435064935,-122.21810121513269,259,37.580488631578945,-122.33198035087719,993.0,2010.0,3686.0
37.5804886315789+-122.331980350877,37.7507374388542+-122.420528142213,259,3.0,39,37.75073743885415,-122.42052814221317,259,37.580488631578945,-122.33198035087719,1372.0,2700.0,3455.0
37.5804886315789+-122.331980350877,37.7887176547182+-122.409000920536,259,1.0,102,37.788717654718205,-122.40900092053552,259,37.580488631578945,-122.33198035087719,1950.0,3788.0,4370.0
37.5817195901639+-122.360868229508,37.3787519414778+-121.994584766866,250,9.0,37,37.378751941477816,-121.99458476686637,250,37.581719590163935,-122.3608682295082,2490.0,3410.0,6197.0
37.5817195901639+-122.360868229508,37.4088246971407+-122.110194527652,250,8.0,55,37.40882469714071,-122.11019452765237,250,37.581719590163935,-122.3608682295082,1776.0,2868.0,3954.0
37.5817195901639+-122.360868229508,37.4721443506494+-122.218101215133,250,7.0,123,37.47214435064935,-122.21810121513269,250,37.581719590163935,-122.3608682295082,1086.0,2019.0,3648.0
37.5817195901639+-122.360868229508,37.6808726288574+-122.101148642758,250,17.0,41,37.68087262885738,-122.10114864275785,250,37.581719590163935,-122.3608682295082,2664.0,4085.0,7613.0
37.5817195901639+-122.360868229508,37.7507374388542+-122.420528142213,250,3.0,73,37.75073743885415,-122.42052814221317,250,37.581719590163935,-122.3608682295082,1423.0,2891.0,2885.0
37.5817195901639+-122.360868229508,37.7887176547182+-122.409000920536,250,1.0,110,37.788717654718205,-122.40900092053552,250,37.581719590163935,-122.3608682295082,2085.0,4074.0,3860.0
37.5817195901639+-122.360868229508,37.7952590535159+-122.234542343964,250,18.0,36,37.79525905351587,-122.23454234396391,250,37.581719590163935,-122.3608682295082,3418.0,4410.0,5867.0
37.584718372093+-122.40076972093,37.4721443506494+-122.218101215133,245,7.0,35,37.47214435064935,-122.21810121513269,245,37.58471837209302,-122.40076972093023,1357.0,1720.0,5558.0
37.584718372093+-122.40076972093,37.5488000637396+-122.303057092897,245,6.0,159,37.54880006373962,-122.3030570928971,245,37.58471837209302,-122.40076972093023,942.0,2328.0,4021.0
37.584718372093+-122.40076972093,37.7507374388542+-122.420528142213,245,3.0,53,37.75073743885415,-122.42052814221317,245,37.58471837209302,-122.40076972093023,1177.0,2159.0,4405.0
37.584718372093+-122.40076972093,37.7887176547182+-122.409000920536,245,1.0,92,37.788717654718205,-122.40900092053552,245,37.58471837209302,-122.40076972093023,2081.0,3634.0,4670.0
37.58495709375+-122.37457953125,37.4088246971407+-122.110194527652,247,8.0,37,37.40882469714071,-122.11019452765237,247,37.58495709375,-122.37457953125,2086.0,2784.0,4388.0
37.58495709375+-122.37457953125,37.4721443506494+-122.218101215133,247,7.0,84,37.47214435064935,-122.21810121513269,247,37.58495709375,-122.37457953125,1159.0,2167.0,4082.0
37.58495709375+-122.37457953125,37.7507374388542+-122.420528142213,247,3.0,42,37.75073743885415,-122.42052814221317,247,37.58495709375,-122.37457953125,1462.0,2615.0,2908.0
37.58495709375+-122.37457953125,37.7849449188872+-122.445288274563,247,2.0,36,37.78494491888719,-122.44528827456274,247,37.58495709375,-122.37457953125,2243.0,3721.0,4759.0
37.58495709375+-122.37457953125,37.7887176547182+-122.409000920536,247,1.0,92,37.788717654718205,-122.40900092053552,247,37.58495709375,-122.37457953125,2112.0,3888.0,3823.0
37.5853273076923+-122.070217461538,37.3787519414778+-121.994584766866,791,9.0,89,37.378751941477816,-121.99458476686637,791,37.58532730769231,-122.07021746153846,1633.0,2764.0,8049.0
37.5853273076923+-122.070217461538,37.4088246971407+-122.110194527652,791,8.0,83,37.40882469714071,-122.11019452765237,791,37.58532730769231,-122.07021746153846,1510.0,2893.0,8538.0
37.5853273076923+-122.070217461538,37.4721443506494+-122.218101215133,791,7.0,77,37.47214435064935,-122.21810121513269,791,37.58532730769231,-122.07021746153846,1273.0,2322.0,11364.0
37.5853273076923+-122.070217461538,37.5488000637396+-122.303057092897,791,6.0,39,37.54880006373962,-122.3030570928971,791,37.58532730769231,-122.07021746153846,1622.0,2380.0,10919.0
37.5853273076923+-122.070217461538,37.6933092866537+-121.859787866293,791,15.0,44,37.69330928665368,-121.85978786629323,791,37.58532730769231,-122.07021746153846,2724.0,3457.0,7377.0
37.5853273076923+-122.070217461538,37.7887176547182+-122.409000920536,791,1.0,41,37.788717654718205,-122.40900092053552,791,37.58532730769231,-122.07021746153846,3035.0,4484.0,6495.0
37.5853273076923+-122.070217461538,37.7952590535159+-122.234542343964,791,18.0,55,37.79525905351587,-122.23454234396391,791,37.58532730769231,-122.07021746153846,1965.0,3011.0,6212.0
37.5856252342657+-122.353557874126,37.3787519414778+-121.994584766866,249,9.0,70,37.378751941477816,-121.99458476686637,249,37.585625234265734,-122.35355787412588,2242.0,3796.0,6860.0
37.5856252342657+-122.353557874126,37.4088246971407+-122.110194527652,249,8.0,90,37.40882469714071,-122.11019452765237,249,37.585625234265734,-122.35355787412588,1569.0,3178.0,3661.0
37.5856252342657+-122.353557874126,37.6808726288574+-122.101148642758,249,17.0,47,37.68087262885738,-122.10114864275785,249,37.585625234265734,-122.35355787412588,2367.0,3727.0,7368.0
37.5856252342657+-122.353557874126,37.7507374388542+-122.420528142213,249,3.0,67,37.75073743885415,-122.42052814221317,249,37.585625234265734,-122.35355787412588,1461.0,2756.0,3441.0
37.5856252342657+-122.353557874126,37.7849449188872+-122.445288274563,249,2.0,38,37.78494491888719,-122.44528827456274,249,37.585625234265734,-122.35355787412588,2262.0,3896.0,4644.0
37.5856252342657+-122.353557874126,37.7887176547182+-122.409000920536,249,1.0,137,37.788717654718205,-122.40900092053552,249,37.585625234265734,-122.35355787412588,2104.0,3955.0,4006.0
37.5856252342657+-122.353557874126,37.7952590535159+-122.234542343964,249,18.0,37,37.79525905351587,-122.23454234396391,249,37.585625234265734,-122.35355787412588,3482.0,4423.0,5983.0
37.58591172+-122.391868426667,37.3787519414778+-121.994584766866,246,9.0,56,37.378751941477816,-121.99458476686637,246,37.58591172,-122.39186842666666,2645.0,3356.0,6459.0
37.58591172+-122.391868426667,37.4088246971407+-122.110194527652,246,8.0,64,37.40882469714071,-122.11019452765237,246,37.58591172,-122.39186842666666,1827.0,2776.0,3828.0
37.58591172+-122.391868426667,37.4721443506494+-122.218101215133,246,7.0,163,37.47214435064935,-122.21810121513269,246,37.58591172,-122.39186842666666,1375.0,1841.0,4838.0
37.58591172+-122.391868426667,37.6808726288574+-122.101148642758,246,17.0,41,37.68087262885738,-122.10114864275785,246,37.58591172,-122.39186842666666,2748.0,4157.0,7936.0
37.58591172+-122.391868426667,37.742438374444+-122.480870567732,246,4.0,54,37.742438374444,-122.4808705677315,246,37.58591172,-122.39186842666666,1319.0,2582.0,4397.0
37.58591172+-122.391868426667,37.7507374388542+-122.420528142213,246,3.0,116,37.75073743885415,-122.42052814221317,246,37.58591172,-122.39186842666666,1144.0,2377.0,3208.0
37.58591172+-122.391868426667,37.7849449188872+-122.445288274563,246,2.0,50,37.78494491888719,-122.44528827456274,246,37.58591172,-122.39186842666666,1899.0,3848.0,5059.0
37.58591172+-122.391868426667,37.7887176547182+-122.409000920536,246,1.0,190,37.788717654718205,-122.40900092053552,246,37.58591172,-122.39186842666666,2005.0,3814.0,3773.0
37.58591172+-122.391868426667,37.7952590535159+-122.234542343964,246,18.0,68,37.79525905351587,-122.23454234396391,246,37.58591172,-122.39186842666666,3323.0,4597.0,6190.0
37.5863562149533+-122.019054733645,37.3010931597673+-121.989369051801,801,10.0,54,37.301093159767284,-121.98936905180129,801,37.58635621495327,-122.01905473364485,2056.0,3750.0,7601.0
37.5863562149533+-122.019054733645,37.3207019697235+-121.904550622856,801,11.0,74,37.32070196972349,-121.90455062285614,801,37.58635621495327,-122.01905473364485,2003.0,3612.0,4648.0
37.5863562149533+-122.019054733645,37.3861960858995+-121.866317929335,801,12.0,115,37.38619608589951,-121.8663179293355,801,37.58635621495327,-122.01905473364485,1560.0,2857.0,5084.0
37.5863562149533+-122.019054733645,37.4088246971407+-122.110194527652,801,8.0,186,37.40882469714071,-122.11019452765237,801,37.58635621495327,-122.01905473364485,1555.0,3138.0,4165.0
37.5863562149533+-122.019054733645,37.4721443506494+-122.218101215133,801,7.0,153,37.47214435064935,-122.21810121513269,801,37.58635621495327,-122.01905473364485,1363.0,2596.0,5393.0
37.5863562149533+-122.019054733645,37.5488000637396+-122.303057092897,801,6.0,69,37.54880006373962,-122.3030570928971,801,37.58635621495327,-122.01905473364485,1819.0,2938.0,5791.0
37.5863562149533+-122.019054733645,37.6933092866537+-121.859787866293,801,15.0,125,37.69330928665368,-121.85978786629323,801,37.58635621495327,-122.01905473364485,2033.0,2947.0,5886.0
37.5863562149533+-122.019054733645,37.7761376621901+-121.942461907541,801,23.0,37,37.77613766219008,-121.94246190754131,801,37.58635621495327,-122.01905473364485,2399.0,3050.0,9928.0
37.5863562149533+-122.019054733645,37.7887176547182+-122.409000920536,801,1.0,74,37.788717654718205,-122.40900092053552,801,37.58635621495327,-122.01905473364485,2944.0,5139.0,4269.0
37.5863562149533+-122.019054733645,37.7952590535159+-122.234542343964,801,18.0,180,37.79525905351587,-122.23454234396391,801,37.58635621495327,-122.01905473364485,2061.0,3480.0,3654.0
37.5863562149533+-122.019054733645,37.8631465458844+-122.274157222942,801,19.0,52,37.86314654588441,-122.27415722294221,801,37.58635621495327,-122.01905473364485,2428.0,3906.0,4853.0
37.5864123404255+-122.366957319149,37.4088246971407+-122.110194527652,248,8.0,46,37.40882469714071,-122.11019452765237,248,37.58641234042553,-122.36695731914894,1862.0,2799.0,3315.0
37.5864123404255+-122.366957319149,37.4721443506494+-122.218101215133,248,7.0,96,37.47214435064935,-122.21810121513269,248,37.58641234042553,-122.36695731914894,1079.0,2160.0,4030.0
37.5864123404255+-122.366957319149,37.7507374388542+-122.420528142213,248,3.0,50,37.75073743885415,-122.42052814221317,248,37.58641234042553,-122.36695731914894,1477.0,2761.0,2856.0
37.5864123404255+-122.366957319149,37.7887176547182+-122.409000920536,248,1.0,89,37.788717654718205,-122.40900092053552,248,37.58641234042553,-122.36695731914894,1939.0,3817.0,3660.0
37.5882273461539+-122.075253038462,37.3787519414778+-121.994584766866,793,9.0,108,37.378751941477816,-121.99458476686637,793,37.58822734615385,-122.07525303846154,1728.0,2915.0,10617.0
37.5882273461539+-122.075253038462,37.3861960858995+-121.866317929335,793,12.0,37,37.38619608589951,-121.8663179293355,793,37.58822734615385,-122.07525303846154,1713.0,2728.0,7607.0
37.5882273461539+-122.075253038462,37.4088246971407+-122.110194527652,793,8.0,87,37.40882469714071,-122.11019452765237,793,37.58822734615385,-122.07525303846154,1525.0,2862.0,8757.0
37.5882273461539+-122.075253038462,37.4721443506494+-122.218101215133,793,7.0,79,37.47214435064935,-122.21810121513269,793,37.58822734615385,-122.07525303846154,1303.0,2310.0,11227.0
37.5882273461539+-122.075253038462,37.5488000637396+-122.303057092897,793,6.0,46,37.54880006373962,-122.3030570928971,793,37.58822734615385,-122.07525303846154,1499.0,2534.0,10842.0
37.5882273461539+-122.075253038462,37.6933092866537+-121.859787866293,793,15.0,50,37.69330928665368,-121.85978786629323,793,37.58822734615385,-122.07525303846154,2743.0,3574.0,7255.0
37.5882273461539+-122.075253038462,37.7887176547182+-122.409000920536,793,1.0,39,37.788717654718205,-122.40900092053552,793,37.58822734615385,-122.07525303846154,3083.0,4493.0,6358.0
37.5882273461539+-122.075253038462,37.7952590535159+-122.234542343964,793,18.0,70,37.79525905351587,-122.23454234396391,793,37.58822734615385,-122.07525303846154,2017.0,3157.0,6075.0
37.5883015+-122.0567,37.3010931597673+-121.989369051801,789,10.0,40,37.301093159767284,-121.98936905180129,789,37.5883015,-122.0567,2051.0,3265.0,8287.0
37.5883015+-122.0567,37.3207019697235+-121.904550622856,789,11.0,45,37.32070196972349,-121.90455062285614,789,37.5883015,-122.0567,2016.0,3291.0,6143.0
37.5883015+-122.0567,37.3787519414778+-121.994584766866,789,9.0,117,37.378751941477816,-121.99458476686637,789,37.5883015,-122.0567,1681.0,2898.0,8321.0
37.5883015+-122.0567,37.3861960858995+-121.866317929335,789,12.0,42,37.38619608589951,-121.8663179293355,789,37.5883015,-122.0567,1735.0,2657.0,7600.0
37.5883015+-122.0567,37.4088246971407+-122.110194527652,789,8.0,94,37.40882469714071,-122.11019452765237,789,37.5883015,-122.0567,1546.0,2953.0,8750.0
37.5883015+-122.0567,37.4721443506494+-122.218101215133,789,7.0,79,37.47214435064935,-122.21810121513269,789,37.5883015,-122.0567,1323.0,2377.0,11930.0
37.5883015+-122.0567,37.5488000637396+-122.303057092897,789,6.0,48,37.54880006373962,-122.3030570928971,789,37.5883015,-122.0567,1740.0,2755.0,11061.0
37.5883015+-122.0567,37.6933092866537+-121.859787866293,789,15.0,51,37.69330928665368,-121.85978786629323,789,37.5883015,-122.0567,2758.0,3811.0,7982.0
37.5883015+-122.0567,37.7887176547182+-122.409000920536,789,1.0,40,37.788717654718205,-122.40900092053552,789,37.5883015,-122.0567,3166.0,4596.0,6845.0
37.5883015+-122.0567,37.7952590535159+-122.234542343964,789,18.0,114,37.79525905351587,-122.23454234396391,789,37.5883015,-122.0567,2075.0,3465.0,6778.0
37.5896479791667+-122.049687,37.3787519414778+-121.994584766866,798,9.0,93,37.378751941477816,-121.99458476686637,798,37.58964797916667,-122.049687,1758.0,2921.0,10009.0
37.5896479791667+-122.049687,37.4088246971407+-122.110194527652,798,8.0,85,37.40882469714071,-122.11019452765237,798,37.58964797916667,-122.049687,1620.0,2948.0,10097.0
37.5896479791667+-122.049687,37.4721443506494+-122.218101215133,798,7.0,46,37.47214435064935,-122.21810121513269,798,37.58964797916667,-122.049687,1410.0,2353.0,10679.0
37.5896479791667+-122.049687,37.6933092866537+-121.859787866293,798,15.0,61,37.69330928665368,-121.85978786629323,798,37.58964797916667,-122.049687,2445.0,3379.0,8283.0
37.5896479791667+-122.049687,37.7952590535159+-122.234542343964,798,18.0,74,37.79525905351587,-122.23454234396391,798,37.58964797916667,-122.049687,1915.0,2820.0,5048.0
37.5897698877551+-122.021188280612,37.3207019697235+-121.904550622856,800,11.0,40,37.32070196972349,-121.90455062285614,800,37.589769887755104,-122.02118828061225,2069.0,3499.0,4815.0
37.5897698877551+-122.021188280612,37.3787519414778+-121.994584766866,800,9.0,163,37.378751941477816,-121.99458476686637,800,37.589769887755104,-122.02118828061225,1711.0,3170.0,7378.0
37.5897698877551+-122.021188280612,37.3861960858995+-121.866317929335,800,12.0,65,37.38619608589951,-121.8663179293355,800,37.589769887755104,-122.02118828061225,1751.0,3020.0,5733.0
37.5897698877551+-122.021188280612,37.4088246971407+-122.110194527652,800,8.0,80,37.40882469714071,-122.11019452765237,800,37.589769887755104,-122.02118828061225,1557.0,3098.0,4352.0
37.5897698877551+-122.021188280612,37.4721443506494+-122.218101215133,800,7.0,103,37.47214435064935,-122.21810121513269,800,37.589769887755104,-122.02118828061225,1334.0,2648.0,5340.0
37.5897698877551+-122.021188280612,37.5488000637396+-122.303057092897,800,6.0,52,37.54880006373962,-122.3030570928971,800,37.589769887755104,-122.02118828061225,1765.0,2728.0,5678.0
37.5897698877551+-122.021188280612,37.6933092866537+-121.859787866293,800,15.0,70,37.69330928665368,-121.85978786629323,800,37.589769887755104,-122.02118828061225,2244.0,3057.0,5822.0
37.5897698877551+-122.021188280612,37.7887176547182+-122.409000920536,800,1.0,38,37.788717654718205,-122.40900092053552,800,37.589769887755104,-122.02118828061225,3105.0,4470.0,4205.0
37.5897698877551+-122.021188280612,37.7952590535159+-122.234542343964,800,18.0,86,37.79525905351587,-122.23454234396391,800,37.589769887755104,-122.02118828061225,2072.0,3164.0,3623.0
37.591763+-122.080174,37.3787519414778+-121.994584766866,795,9.0,70,37.378751941477816,-121.99458476686637,795,37.591763,-122.080174,1762.0,2967.0,10250.0
37.591763+-122.080174,37.4088246971407+-122.110194527652,795,8.0,49,37.40882469714071,-122.11019452765237,795,37.591763,-122.080174,1568.0,2721.0,8406.0
37.591763+-122.080174,37.4721443506494+-122.218101215133,795,7.0,57,37.47214435064935,-122.21810121513269,795,37.591763,-122.080174,1277.0,2221.0,10860.0
37.591763+-122.080174,37.7952590535159+-122.234542343964,795,18.0,42,37.79525905351587,-122.23454234396391,795,37.591763,-122.080174,1989.0,3188.0,5708.0
37.5920668+-122.4636101,37.4088246971407+-122.110194527652,227,8.0,41,37.40882469714071,-122.11019452765237,227,37.5920668,-122.4636101,2809.0,3712.0,8756.0
37.5920668+-122.4636101,37.4721443506494+-122.218101215133,227,7.0,72,37.47214435064935,-122.21810121513269,227,37.5920668,-122.4636101,2357.0,2952.0,8750.0
37.5920668+-122.4636101,37.5488000637396+-122.303057092897,227,6.0,164,37.54880006373962,-122.3030570928971,227,37.5920668,-122.4636101,1940.0,2860.0,8704.0
37.5920668+-122.4636101,37.742438374444+-122.480870567732,227,4.0,78,37.742438374444,-122.4808705677315,227,37.5920668,-122.4636101,1421.0,2176.0,6802.0
37.5920668+-122.4636101,37.7507374388542+-122.420528142213,227,3.0,162,37.75073743885415,-122.42052814221317,227,37.5920668,-122.4636101,1370.0,2168.0,5596.0
37.5920668+-122.4636101,37.7849449188872+-122.445288274563,227,2.0,104,37.78494491888719,-122.44528827456274,227,37.5920668,-122.4636101,2117.0,3728.0,7596.0
37.5920668+-122.4636101,37.7952590535159+-122.234542343964,227,18.0,57,37.79525905351587,-122.23454234396391,227,37.5920668,-122.4636101,3232.0,4597.0,8878.0
37.59286175+-122.50322275,37.4721443506494+-122.218101215133,225,7.0,42,37.47214435064935,-122.21810121513269,225,37.59286175,-122.50322275,2076.0,2834.0,9559.0
37.59286175+-122.50322275,37.5488000637396+-122.303057092897,225,6.0,139,37.54880006373962,-122.3030570928971,225,37.59286175,-122.50322275,1739.0,2758.0,8142.0
37.59286175+-122.50322275,37.742438374444+-122.480870567732,225,4.0,48,37.742438374444,-122.4808705677315,225,37.59286175,-122.50322275,1232.0,2069.0,4294.0
37.59286175+-122.50322275,37.7507374388542+-122.420528142213,225,3.0,109,37.75073743885415,-122.42052814221317,225,37.59286175,-122.50322275,1157.0,2031.0,3525.0
37.59286175+-122.50322275,37.7849449188872+-122.445288274563,225,2.0,48,37.78494491888719,-122.44528827456274,225,37.59286175,-122.50322275,2022.0,3592.0,5417.0
37.59286175+-122.50322275,37.7887176547182+-122.409000920536,225,1.0,185,37.788717654718205,-122.40900092053552,225,37.59286175,-122.50322275,2e3,3410.0,4090.0
37.59286175+-122.50322275,37.7952590535159+-122.234542343964,225,18.0,38,37.79525905351587,-122.23454234396391,225,37.59286175,-122.50322275,3273.0,3975.0,6448.0
37.5928877777778+-122.407281333333,37.4721443506494+-122.218101215133,243,7.0,51,37.47214435064935,-122.21810121513269,243,37.592887777777776,-122.40728133333334,1336.0,1755.0,5449.0
37.5928877777778+-122.407281333333,37.5488000637396+-122.303057092897,243,6.0,135,37.54880006373962,-122.3030570928971,243,37.592887777777776,-122.40728133333334,889.0,1599.0,3912.0
37.5928877777778+-122.407281333333,37.7507374388542+-122.420528142213,243,3.0,55,37.75073743885415,-122.42052814221317,243,37.592887777777776,-122.40728133333334,1123.0,2146.0,3450.0
37.5928877777778+-122.407281333333,37.7887176547182+-122.409000920536,243,1.0,67,37.788717654718205,-122.40900092053552,243,37.592887777777776,-122.40728133333334,2016.0,3558.0,4015.0
37.5944543529412+-122.486639705882,37.3787519414778+-121.994584766866,226,9.0,37,37.378751941477816,-121.99458476686637,226,37.59445435294118,-122.48663970588235,3540.0,4144.0,12209.0
37.5944543529412+-122.486639705882,37.4088246971407+-122.110194527652,226,8.0,56,37.40882469714071,-122.11019452765237,226,37.59445435294118,-122.48663970588235,2671.0,3674.0,9698.0
37.5944543529412+-122.486639705882,37.4721443506494+-122.218101215133,226,7.0,91,37.47214435064935,-122.21810121513269,226,37.59445435294118,-122.48663970588235,2170.0,2898.0,9272.0
37.5944543529412+-122.486639705882,37.742438374444+-122.480870567732,226,4.0,99,37.742438374444,-122.4808705677315,226,37.59445435294118,-122.48663970588235,1324.0,2109.0,5147.0
