home_loc,dest_loc,HomeTAZfactor,superD_dest,n,dest_lat,dest_lon,HomeTAZ,home_lat,home_lon,opt_time,pes_time,transit_time
37.2716609569892+-121.836100177419,37.4721443506494+-122.218101215133,671,7.0,41,37.47214435064935,-122.21810121513269,671,37.271660956989244,-121.83610017741937,2267.0,2976.0,9298.0
37.2716609569892+-121.836100177419,37.5524569479901+-121.993311722545,671,16.0,55,37.55245694799005,-121.99331172254455,671,37.271660956989244,-121.83610017741937,1835.0,3708.0,7020.0
37.272592362963+-121.936076303704,37.2504822831612+-121.839468711676,521,13.0,172,37.25048228316124,-121.83946871167593,521,37.27259236296296,-121.9360763037037,706.0,1877.0,3352.0
37.272592362963+-121.936076303704,37.3861960858995+-121.866317929335,521,12.0,107,37.38619608589951,-121.8663179293355,521,37.27259236296296,-121.9360763037037,1132.0,2315.0,3889.0
37.272592362963+-121.936076303704,37.4088246971407+-122.110194527652,521,8.0,66,37.40882469714071,-122.11019452765237,521,37.27259236296296,-121.9360763037037,1293.0,2139.0,5951.0
37.2728963043478+-121.928483869565,37.3861960858995+-121.866317929335,522,12.0,137,37.38619608589951,-121.8663179293355,522,37.272896304347825,-121.92848386956521,1154.0,2230.0,3990.0
37.2728963043478+-121.928483869565,37.4088246971407+-122.110194527652,522,8.0,85,37.40882469714071,-122.11019452765237,522,37.272896304347825,-121.92848386956521,1405.0,2480.0,4343.0
37.2728963043478+-121.928483869565,37.4721443506494+-122.218101215133,522,7.0,37,37.47214435064935,-122.21810121513269,522,37.272896304347825,-121.92848386956521,2096.0,2647.0,6436.0
37.2728963043478+-121.928483869565,37.5524569479901+-121.993311722545,522,16.0,42,37.55245694799005,-121.99331172254455,522,37.272896304347825,-121.92848386956521,2127.0,3854.0,6012.0
37.2766662+-121.9048618,37.3861960858995+-121.866317929335,524,12.0,109,37.38619608589951,-121.8663179293355,524,37.2766662,-121.9048618,1064.0,1744.0,5756.0
37.2766662+-121.9048618,37.4088246971407+-122.110194527652,524,8.0,72,37.40882469714071,-122.11019452765237,524,37.2766662,-121.9048618,1569.0,2494.0,3747.0
37.2766662+-121.9048618,37.5524569479901+-121.993311722545,524,16.0,45,37.55245694799005,-121.99331172254455,524,37.2766662,-121.9048618,2227.0,3954.0,7396.0
37.2767675789474+-121.852739245614,37.0576792159091+-121.60403909517,565,14.0,43,37.05767921590909,-121.60403909517045,565,37.276767578947364,-121.85273924561403,1977.0,2159.0,5906.0
37.2767675789474+-121.852739245614,37.3861960858995+-121.866317929335,565,12.0,150,37.38619608589951,-121.8663179293355,565,37.276767578947364,-121.85273924561403,822.0,1421.0,4452.0
37.2767675789474+-121.852739245614,37.4088246971407+-122.110194527652,565,8.0,87,37.40882469714071,-122.11019452765237,565,37.276767578947364,-121.85273924561403,1357.0,2293.0,6758.0
37.2767675789474+-121.852739245614,37.5524569479901+-121.993311722545,565,16.0,53,37.55245694799005,-121.99331172254455,565,37.276767578947364,-121.85273924561403,1905.0,3623.0,6418.0
37.2784684+-121.8174004,37.3010931597673+-121.989369051801,571,10.0,122,37.301093159767284,-121.98936905180129,571,37.2784684,-121.8174004,1114.0,1937.0,5849.0
37.2784684+-121.8174004,37.3787519414778+-121.994584766866,571,9.0,144,37.378751941477816,-121.99458476686637,571,37.2784684,-121.8174004,1078.0,1665.0,7998.0
37.2784684+-121.8174004,37.3861960858995+-121.866317929335,571,12.0,185,37.38619608589951,-121.8663179293355,571,37.2784684,-121.8174004,741.0,945.0,4355.0
37.2784684+-121.8174004,37.4088246971407+-122.110194527652,571,8.0,47,37.40882469714071,-122.11019452765237,571,37.2784684,-121.8174004,1500.0,2163.0,5239.0
37.2790729454545+-121.8814272,37.3010931597673+-121.989369051801,681,10.0,190,37.301093159767284,-121.98936905180129,681,37.279072945454544,-121.8814272,874.0,1774.0,4110.0
37.2790729454545+-121.8814272,37.3787519414778+-121.994584766866,681,9.0,173,37.378751941477816,-121.99458476686637,681,37.279072945454544,-121.8814272,921.0,1666.0,5951.0
37.2790729454545+-121.8814272,37.3861960858995+-121.866317929335,681,12.0,92,37.38619608589951,-121.8663179293355,681,37.279072945454544,-121.8814272,836.0,1484.0,5536.0
37.2790729454545+-121.8814272,37.4088246971407+-122.110194527652,681,8.0,48,37.40882469714071,-122.11019452765237,681,37.279072945454544,-121.8814272,1340.0,2107.0,4760.0
37.2791515684803+-121.953571722326,37.2504822831612+-121.839468711676,503,13.0,120,37.25048228316124,-121.83946871167593,503,37.279151568480295,-121.95357172232646,916.0,2087.0,4059.0
37.2791515684803+-121.953571722326,37.3861960858995+-121.866317929335,503,12.0,115,37.38619608589951,-121.8663179293355,503,37.279151568480295,-121.95357172232646,1273.0,2905.0,5132.0
37.2791515684803+-121.953571722326,37.4088246971407+-122.110194527652,503,8.0,77,37.40882469714071,-122.11019452765237,503,37.279151568480295,-121.95357172232646,1364.0,2357.0,3900.0
37.2791515684803+-121.953571722326,37.4721443506494+-122.218101215133,503,7.0,37,37.47214435064935,-122.21810121513269,503,37.279151568480295,-121.95357172232646,2060.0,2491.0,5933.0
37.2791515684803+-121.953571722326,37.5524569479901+-121.993311722545,503,16.0,42,37.55245694799005,-121.99331172254455,503,37.279151568480295,-121.95357172232646,2165.0,3943.0,6055.0
37.28078+-121.832414,37.3010931597673+-121.989369051801,570,10.0,146,37.301093159767284,-121.98936905180129,570,37.28078,-121.83241399999999,1055.0,2e3,5081.0
37.28078+-121.832414,37.3787519414778+-121.994584766866,570,9.0,191,37.378751941477816,-121.99458476686637,570,37.28078,-121.83241399999999,1072.0,1911.0,7246.0
37.28078+-121.832414,37.3861960858995+-121.866317929335,570,12.0,174,37.38619608589951,-121.8663179293355,570,37.28078,-121.83241399999999,738.0,1194.0,4229.0
37.28078+-121.832414,37.4088246971407+-122.110194527652,570,8.0,51,37.40882469714071,-122.11019452765237,570,37.28078,-121.83241399999999,1502.0,2390.0,6786.0
37.2815235111111+-121.999320933333,37.2504822831612+-121.839468711676,498,13.0,55,37.25048228316124,-121.83946871167593,498,37.28152351111111,-121.99932093333332,921.0,2131.0,5740.0
37.2815235111111+-121.999320933333,37.3207019697235+-121.904550622856,498,11.0,176,37.32070196972349,-121.90455062285614,498,37.28152351111111,-121.99932093333332,1069.0,2639.0,3326.0
37.2815235111111+-121.999320933333,37.3861960858995+-121.866317929335,498,12.0,73,37.38619608589951,-121.8663179293355,498,37.28152351111111,-121.99932093333332,1568.0,3273.0,6656.0
37.2815235111111+-121.999320933333,37.4088246971407+-122.110194527652,498,8.0,88,37.40882469714071,-122.11019452765237,498,37.28152351111111,-121.99932093333332,1030.0,1855.0,5399.0
37.2815413529412+-121.950019926471,37.2504822831612+-121.839468711676,504,13.0,89,37.25048228316124,-121.83946871167593,504,37.281541352941176,-121.95001992647059,857.0,2197.0,3778.0
37.2815413529412+-121.950019926471,37.3861960858995+-121.866317929335,504,12.0,109,37.38619608589951,-121.8663179293355,504,37.281541352941176,-121.95001992647059,1198.0,2550.0,4851.0
37.2815413529412+-121.950019926471,37.4088246971407+-122.110194527652,504,8.0,90,37.40882469714071,-122.11019452765237,504,37.281541352941176,-121.95001992647059,1301.0,2244.0,3619.0
37.2815413529412+-121.950019926471,37.4721443506494+-122.218101215133,504,7.0,38,37.47214435064935,-122.21810121513269,504,37.281541352941176,-121.95001992647059,1972.0,2506.0,5473.0
37.2815413529412+-121.950019926471,37.5524569479901+-121.993311722545,504,16.0,48,37.55245694799005,-121.99331172254455,504,37.281541352941176,-121.95001992647059,2018.0,4157.0,5774.0
37.2824171666667+-121.97158075,37.2504822831612+-121.839468711676,501,13.0,68,37.25048228316124,-121.83946871167593,501,37.28241716666667,-121.97158075,994.0,1973.0,3483.0
37.2824171666667+-121.97158075,37.3861960858995+-121.866317929335,501,12.0,100,37.38619608589951,-121.8663179293355,501,37.28241716666667,-121.97158075,1339.0,2838.0,4837.0
37.2824171666667+-121.97158075,37.4088246971407+-122.110194527652,501,8.0,84,37.40882469714071,-122.11019452765237,501,37.28241716666667,-121.97158075,1363.0,2410.0,5279.0
37.2838698055556+-121.827180833333,37.0576792159091+-121.60403909517,569,14.0,39,37.05767921590909,-121.60403909517045,569,37.283869805555554,-121.82718083333333,1820.0,1758.0,5716.0
37.2838698055556+-121.827180833333,37.3010931597673+-121.989369051801,569,10.0,134,37.301093159767284,-121.98936905180129,569,37.283869805555554,-121.82718083333333,1150.0,1999.0,5404.0
37.2838698055556+-121.827180833333,37.4088246971407+-122.110194527652,569,8.0,55,37.40882469714071,-122.11019452765237,569,37.283869805555554,-121.82718083333333,1539.0,2276.0,4974.0
37.284029145+-121.934783585,37.2504822831612+-121.839468711676,530,13.0,144,37.25048228316124,-121.83946871167593,530,37.284029145,-121.93478358499999,851.0,1811.0,4122.0
37.284029145+-121.934783585,37.3861960858995+-121.866317929335,530,12.0,180,37.38619608589951,-121.8663179293355,530,37.284029145,-121.93478358499999,1135.0,2222.0,3978.0
37.284029145+-121.934783585,37.4088246971407+-122.110194527652,530,8.0,106,37.40882469714071,-122.11019452765237,530,37.284029145,-121.93478358499999,1474.0,2419.0,4139.0
37.284029145+-121.934783585,37.4721443506494+-122.218101215133,530,7.0,48,37.47214435064935,-122.21810121513269,530,37.284029145,-121.93478358499999,1935.0,2655.0,5993.0
37.284029145+-121.934783585,37.5524569479901+-121.993311722545,530,16.0,53,37.55245694799005,-121.99331172254455,530,37.284029145,-121.93478358499999,1979.0,4069.0,6420.0
37.2841026833333+-121.987345025,37.2504822831612+-121.839468711676,499,13.0,118,37.25048228316124,-121.83946871167593,499,37.28410268333334,-121.98734502500001,1082.0,2370.0,3671.0
37.2841026833333+-121.987345025,37.3861960858995+-121.866317929335,499,12.0,133,37.38619608589951,-121.8663179293355,499,37.28410268333334,-121.98734502500001,1502.0,3200.0,5025.0
37.2841026833333+-121.987345025,37.4088246971407+-122.110194527652,499,8.0,161,37.40882469714071,-122.11019452765237,499,37.28410268333334,-121.98734502500001,1210.0,2102.0,4922.0
37.2841026833333+-121.987345025,37.4721443506494+-122.218101215133,499,7.0,54,37.47214435064935,-122.21810121513269,499,37.28410268333334,-121.98734502500001,1766.0,2500.0,6505.0
37.2841026833333+-121.987345025,37.5524569479901+-121.993311722545,499,16.0,58,37.55245694799005,-121.99331172254455,499,37.28410268333334,-121.98734502500001,2246.0,4762.0,6867.0
37.2856629947368+-121.876420236842,37.4088246971407+-122.110194527652,564,8.0,94,37.40882469714071,-122.11019452765237,564,37.28566299473684,-121.87642023684211,1344.0,2284.0,6877.0
37.2856629947368+-121.876420236842,37.5524569479901+-121.993311722545,564,16.0,62,37.55245694799005,-121.99331172254455,564,37.28566299473684,-121.87642023684211,1885.0,3634.0,6537.0
37.2866708245614+-121.861285350877,37.3010931597673+-121.989369051801,566,10.0,134,37.301093159767284,-121.98936905180129,566,37.286670824561405,-121.8612853508772,953.0,1800.0,4859.0
37.2866708245614+-121.861285350877,37.3861960858995+-121.866317929335,566,12.0,160,37.38619608589951,-121.8663179293355,566,37.286670824561405,-121.8612853508772,899.0,1522.0,6104.0
37.2866708245614+-121.861285350877,37.4088246971407+-122.110194527652,566,8.0,48,37.40882469714071,-122.11019452765237,566,37.286670824561405,-121.8612853508772,1419.0,2135.0,5722.0
37.2866708245614+-121.861285350877,37.5524569479901+-121.993311722545,566,16.0,36,37.55245694799005,-121.99331172254455,566,37.286670824561405,-121.8612853508772,2072.0,3412.0,6677.0
37.2887073333333+-121.8869292,37.2504822831612+-121.839468711676,525,13.0,170,37.25048228316124,-121.83946871167593,525,37.28870733333333,-121.8869292,470.0,1056.0,2818.0
37.2887073333333+-121.8869292,37.3861960858995+-121.866317929335,525,12.0,130,37.38619608589951,-121.8663179293355,525,37.28870733333333,-121.8869292,833.0,1560.0,4995.0
37.2887073333333+-121.8869292,37.4088246971407+-122.110194527652,525,8.0,45,37.40882469714071,-122.11019452765237,525,37.28870733333333,-121.8869292,1360.0,2143.0,4423.0
37.2890510434783+-121.840655173913,37.0576792159091+-121.60403909517,568,14.0,64,37.05767921590909,-121.60403909517045,568,37.28905104347826,-121.84065517391304,1902.0,2219.0,4541.0
37.2890510434783+-121.840655173913,37.4088246971407+-122.110194527652,568,8.0,90,37.40882469714071,-122.11019452765237,568,37.28905104347826,-121.84065517391304,1580.0,2628.0,6459.0
37.2890510434783+-121.840655173913,37.4721443506494+-122.218101215133,568,7.0,36,37.47214435064935,-122.21810121513269,568,37.28905104347826,-121.84065517391304,2239.0,3157.0,6297.0
37.2890510434783+-121.840655173913,37.5524569479901+-121.993311722545,568,16.0,50,37.55245694799005,-121.99331172254455,568,37.28905104347826,-121.84065517391304,1865.0,3584.0,6239.0
37.2911197142857+-122.017324628571,37.2504822831612+-121.839468711676,493,13.0,56,37.25048228316124,-121.83946871167593,493,37.29111971428571,-122.01732462857143,1102.0,2312.0,5345.0
37.2911197142857+-122.017324628571,37.3861960858995+-121.866317929335,493,12.0,89,37.38619608589951,-121.8663179293355,493,37.29111971428571,-122.01732462857143,1583.0,3447.0,5439.0
37.2911197142857+-122.017324628571,37.4088246971407+-122.110194527652,493,8.0,159,37.40882469714071,-122.11019452765237,493,37.29111971428571,-122.01732462857143,1102.0,1958.0,4556.0
37.2911197142857+-122.017324628571,37.4721443506494+-122.218101215133,493,7.0,50,37.47214435064935,-122.21810121513269,493,37.29111971428571,-122.01732462857143,1664.0,2337.0,6079.0
37.2916845+-121.816465,37.0576792159091+-121.60403909517,573,14.0,35,37.05767921590909,-121.60403909517045,573,37.2916845,-121.816465,1722.0,1683.0,5671.0
37.2916845+-121.816465,37.2504822831612+-121.839468711676,573,13.0,130,37.25048228316124,-121.83946871167593,573,37.2916845,-121.816465,589.0,1047.0,2900.0
37.2916845+-121.816465,37.3010931597673+-121.989369051801,573,10.0,116,37.301093159767284,-121.98936905180129,573,37.2916845,-121.816465,1038.0,1904.0,5878.0
37.2916845+-121.816465,37.4088246971407+-122.110194527652,573,8.0,54,37.40882469714071,-122.11019452765237,573,37.2916845,-121.816465,1420.0,2189.0,6168.0
37.2916845+-121.816465,37.5524569479901+-121.993311722545,573,16.0,45,37.55245694799005,-121.99331172254455,573,37.2916845,-121.816465,1717.0,3269.0,7063.0
37.292036+-121.829821666667,37.2504822831612+-121.839468711676,572,13.0,142,37.25048228316124,-121.83946871167593,572,37.292036,-121.82982166666666,667.0,1368.0,2039.0
37.292036+-121.829821666667,37.3010931597673+-121.989369051801,572,10.0,127,37.301093159767284,-121.98936905180129,572,37.292036,-121.82982166666666,1117.0,2103.0,5557.0
37.292036+-121.829821666667,37.4088246971407+-122.110194527652,572,8.0,47,37.40882469714071,-122.11019452765237,572,37.292036,-121.82982166666666,1494.0,2303.0,5487.0
37.2920493333333+-121.914404761905,37.2504822831612+-121.839468711676,529,13.0,81,37.25048228316124,-121.83946871167593,529,37.29204933333333,-121.91440476190476,745.0,1800.0,2605.0
37.2920493333333+-121.914404761905,37.3010931597673+-121.989369051801,529,10.0,148,37.301093159767284,-121.98936905180129,529,37.29204933333333,-121.91440476190476,778.0,1413.0,2571.0
37.2920493333333+-121.914404761905,37.3787519414778+-121.994584766866,529,9.0,115,37.378751941477816,-121.99458476686637,529,37.29204933333333,-121.91440476190476,1017.0,1871.0,4280.0
37.2920493333333+-121.914404761905,37.3861960858995+-121.866317929335,529,12.0,60,37.38619608589951,-121.8663179293355,529,37.29204933333333,-121.91440476190476,1009.0,1898.0,4810.0
37.2923317681159+-121.981908115942,37.2504822831612+-121.839468711676,475,13.0,61,37.25048228316124,-121.83946871167593,475,37.29233176811594,-121.98190811594203,1151.0,2190.0,3796.0
37.2923317681159+-121.981908115942,37.3861960858995+-121.866317929335,475,12.0,92,37.38619608589951,-121.8663179293355,475,37.29233176811594,-121.98190811594203,1413.0,3131.0,5152.0
37.2923317681159+-121.981908115942,37.4088246971407+-122.110194527652,475,8.0,102,37.40882469714071,-122.11019452765237,475,37.29233176811594,-121.98190811594203,1293.0,2318.0,5373.0
37.2923317681159+-121.981908115942,37.4721443506494+-122.218101215133,475,7.0,41,37.47214435064935,-122.21810121513269,475,37.29233176811594,-121.98190811594203,2012.0,2663.0,6392.0
37.2923317681159+-121.981908115942,37.5524569479901+-121.993311722545,475,16.0,40,37.55245694799005,-121.99331172254455,475,37.29233176811594,-121.98190811594203,2269.0,3963.0,6992.0
37.2925522682927+-121.778265487805,37.0576792159091+-121.60403909517,655,14.0,108,37.05767921590909,-121.60403909517045,655,37.29255226829268,-121.77826548780487,1680.0,2151.0,9738.0
37.2925522682927+-121.778265487805,37.4088246971407+-122.110194527652,655,8.0,120,37.40882469714071,-122.11019452765237,655,37.29255226829268,-121.77826548780487,1523.0,2447.0,8406.0
37.2925522682927+-121.778265487805,37.4721443506494+-122.218101215133,655,7.0,67,37.47214435064935,-122.21810121513269,655,37.29255226829268,-121.77826548780487,2105.0,3150.0,10768.0
37.2925522682927+-121.778265487805,37.5524569479901+-121.993311722545,655,16.0,134,37.55245694799005,-121.99331172254455,655,37.29255226829268,-121.77826548780487,1770.0,3559.0,9090.0
37.2925522682927+-121.778265487805,37.6808726288574+-122.101148642758,655,17.0,41,37.68087262885738,-122.10114864275785,655,37.29255226829268,-121.77826548780487,3330.0,4760.0,10121.0
37.2925522682927+-121.778265487805,37.6933092866537+-121.859787866293,655,15.0,60,37.69330928665368,-121.85978786629323,655,37.29255226829268,-121.77826548780487,3367.0,4747.0,13886.0
37.2930745205479+-121.969341506849,37.2504822831612+-121.839468711676,502,13.0,73,37.25048228316124,-121.83946871167593,502,37.29307452054795,-121.96934150684932,1006.0,2154.0,3549.0
37.2930745205479+-121.969341506849,37.3861960858995+-121.866317929335,502,12.0,96,37.38619608589951,-121.8663179293355,502,37.29307452054795,-121.96934150684932,1309.0,2971.0,6223.0
37.2930745205479+-121.969341506849,37.4088246971407+-122.110194527652,502,8.0,104,37.40882469714071,-122.11019452765237,502,37.29307452054795,-121.96934150684932,1379.0,2343.0,5705.0
37.2930745205479+-121.969341506849,37.4721443506494+-122.218101215133,502,7.0,41,37.47214435064935,-122.21810121513269,502,37.29307452054795,-121.96934150684932,2006.0,2627.0,7223.0
37.2930745205479+-121.969341506849,37.5524569479901+-121.993311722545,502,16.0,36,37.55245694799005,-121.99331172254455,502,37.29307452054795,-121.96934150684932,2230.0,3856.0,6745.0
37.2952125+-121.892769705128,37.4088246971407+-122.110194527652,526,8.0,98,37.40882469714071,-122.11019452765237,526,37.2952125,-121.8927697051282,1379.0,2403.0,4637.0
37.2952125+-121.892769705128,37.4721443506494+-122.218101215133,526,7.0,37,37.47214435064935,-122.21810121513269,526,37.2952125,-121.8927697051282,2188.0,2665.0,6370.0
37.2952125+-121.892769705128,37.5524569479901+-121.993311722545,526,16.0,62,37.55245694799005,-121.99331172254455,526,37.2952125,-121.8927697051282,1932.0,3691.0,6012.0
37.296811625+-121.755924825,37.0576792159091+-121.60403909517,654,14.0,76,37.05767921590909,-121.60403909517045,654,37.296811625000004,-121.75592482500001,2095.0,2348.0,10436.0
37.296811625+-121.755924825,37.2504822831612+-121.839468711676,654,13.0,190,37.25048228316124,-121.83946871167593,654,37.296811625000004,-121.75592482500001,1033.0,1545.0,5666.0
37.296811625+-121.755924825,37.4088246971407+-122.110194527652,654,8.0,122,37.40882469714071,-122.11019452765237,654,37.296811625000004,-121.75592482500001,1821.0,2781.0,7633.0
37.296811625+-121.755924825,37.4721443506494+-122.218101215133,654,7.0,42,37.47214435064935,-122.21810121513269,654,37.296811625000004,-121.75592482500001,2473.0,3332.0,10787.0
37.296811625+-121.755924825,37.5524569479901+-121.993311722545,654,16.0,92,37.55245694799005,-121.99331172254455,654,37.296811625000004,-121.75592482500001,2084.0,3879.0,9788.0
37.2981322253521+-121.953507422535,37.2504822831612+-121.839468711676,469,13.0,167,37.25048228316124,-121.83946871167593,469,37.29813222535211,-121.95350742253521,1041.0,2393.0,3747.0
37.2981322253521+-121.953507422535,37.3861960858995+-121.866317929335,469,12.0,155,37.38619608589951,-121.8663179293355,469,37.29813222535211,-121.95350742253521,1170.0,2702.0,6130.0
37.2981322253521+-121.953507422535,37.4088246971407+-122.110194527652,469,8.0,120,37.40882469714071,-122.11019452765237,469,37.29813222535211,-121.95350742253521,1295.0,2267.0,5037.0
37.2981322253521+-121.953507422535,37.4721443506494+-122.218101215133,469,7.0,44,37.47214435064935,-122.21810121513269,469,37.29813222535211,-121.95350742253521,1853.0,2508.0,6770.0
37.2981322253521+-121.953507422535,37.5524569479901+-121.993311722545,469,16.0,48,37.55245694799005,-121.99331172254455,469,37.29813222535211,-121.95350742253521,2017.0,4262.0,6943.0
37.2988727352941+-121.970239411765,37.2504822831612+-121.839468711676,474,13.0,61,37.25048228316124,-121.83946871167593,474,37.29887273529412,-121.97023941176471,1007.0,2018.0,3939.0
37.2988727352941+-121.970239411765,37.3861960858995+-121.866317929335,474,12.0,98,37.38619608589951,-121.8663179293355,474,37.29887273529412,-121.97023941176471,1291.0,3063.0,6308.0
37.2988727352941+-121.970239411765,37.4088246971407+-122.110194527652,474,8.0,89,37.40882469714071,-122.11019452765237,474,37.29887273529412,-121.97023941176471,1359.0,2220.0,5767.0
37.2988727352941+-121.970239411765,37.4721443506494+-122.218101215133,474,7.0,36,37.47214435064935,-122.21810121513269,474,37.29887273529412,-121.97023941176471,1928.0,2488.0,7613.0
37.2990910576923+-121.991464384615,37.2504822831612+-121.839468711676,476,13.0,76,37.25048228316124,-121.83946871167593,476,37.29909105769231,-121.99146438461538,1227.0,2353.0,4419.0
37.2990910576923+-121.991464384615,37.3861960858995+-121.866317929335,476,12.0,136,37.38619608589951,-121.8663179293355,476,37.29909105769231,-121.99146438461538,1309.0,3267.0,5653.0
37.2990910576923+-121.991464384615,37.4088246971407+-122.110194527652,476,8.0,151,37.40882469714071,-122.11019452765237,476,37.29909105769231,-121.99146438461538,1152.0,2096.0,5597.0
37.2990910576923+-121.991464384615,37.4721443506494+-122.218101215133,476,7.0,64,37.47214435064935,-122.21810121513269,476,37.29909105769231,-121.99146438461538,1629.0,2493.0,6809.0
37.2990910576923+-121.991464384615,37.5524569479901+-121.993311722545,476,16.0,50,37.55245694799005,-121.99331172254455,476,37.29909105769231,-121.99146438461538,2160.0,4364.0,7482.0
37.2997986071429+-122.035058892857,37.2504822831612+-121.839468711676,492,13.0,56,37.25048228316124,-121.83946871167593,492,37.299798607142854,-122.03505889285714,1020.0,2524.0,6473.0
37.2997986071429+-122.035058892857,37.3207019697235+-121.904550622856,492,11.0,166,37.32070196972349,-121.90455062285614,492,37.299798607142854,-122.03505889285714,1189.0,2929.0,4168.0
37.2997986071429+-122.035058892857,37.3861960858995+-121.866317929335,492,12.0,68,37.38619608589951,-121.8663179293355,492,37.299798607142854,-122.03505889285714,1642.0,3318.0,8566.0
37.2997986071429+-122.035058892857,37.4721443506494+-122.218101215133,492,7.0,74,37.47214435064935,-122.21810121513269,492,37.299798607142854,-122.03505889285714,1401.0,2254.0,6632.0
37.2997986071429+-122.035058892857,37.5524569479901+-121.993311722545,492,16.0,44,37.55245694799005,-121.99331172254455,492,37.299798607142854,-122.03505889285714,2487.0,4770.0,9283.0
37.2999275+-121.8378071875,37.2504822831612+-121.839468711676,574,13.0,142,37.25048228316124,-121.83946871167593,574,37.299927499999995,-121.8378071875,658.0,1482.0,2703.0
37.2999275+-121.8378071875,37.3010931597673+-121.989369051801,574,10.0,134,37.301093159767284,-121.98936905180129,574,37.299927499999995,-121.8378071875,1121.0,2193.0,5496.0
37.2999275+-121.8378071875,37.4088246971407+-122.110194527652,574,8.0,36,37.40882469714071,-122.11019452765237,574,37.299927499999995,-121.8378071875,1548.0,2383.0,4969.0
37.3009427407407+-121.918475814815,37.2504822831612+-121.839468711676,531,13.0,65,37.25048228316124,-121.83946871167593,531,37.30094274074074,-121.91847581481481,875.0,1564.0,3558.0
37.3009427407407+-121.918475814815,37.3787519414778+-121.994584766866,531,9.0,190,37.378751941477816,-121.99458476686637,531,37.30094274074074,-121.91847581481481,931.0,1762.0,6228.0
37.3009427407407+-121.918475814815,37.3861960858995+-121.866317929335,531,12.0,88,37.38619608589951,-121.8663179293355,531,37.30094274074074,-121.91847581481481,847.0,1688.0,4246.0
37.3020137+-122.018222133333,37.3207019697235+-121.904550622856,482,11.0,162,37.32070196972349,-121.90455062285614,482,37.302013699999996,-122.01822213333334,1043.0,2630.0,3071.0
37.3020137+-122.018222133333,37.3861960858995+-121.866317929335,482,12.0,70,37.38619608589951,-121.8663179293355,482,37.302013699999996,-122.01822213333334,1556.0,3238.0,5519.0
37.3020137+-122.018222133333,37.4088246971407+-122.110194527652,482,8.0,139,37.40882469714071,-122.11019452765237,482,37.302013699999996,-122.01822213333334,1029.0,1803.0,4396.0
37.3020137+-122.018222133333,37.4721443506494+-122.218101215133,482,7.0,35,37.47214435064935,-122.21810121513269,482,37.302013699999996,-122.01822213333334,1704.0,2068.0,5919.0
37.3020137+-122.018222133333,37.5524569479901+-121.993311722545,482,16.0,37,37.55245694799005,-121.99331172254455,482,37.302013699999996,-122.01822213333334,2420.0,3996.0,7601.0
37.3024064054054+-121.946437405405,37.2504822831612+-121.839468711676,468,13.0,66,37.25048228316124,-121.83946871167593,468,37.30240640540541,-121.9464374054054,1146.0,1977.0,3898.0
37.3024064054054+-121.946437405405,37.3861960858995+-121.866317929335,468,12.0,124,37.38619608589951,-121.8663179293355,468,37.30240640540541,-121.9464374054054,1210.0,2545.0,4235.0
37.3024064054054+-121.946437405405,37.4088246971407+-122.110194527652,468,8.0,99,37.40882469714071,-122.11019452765237,468,37.30240640540541,-121.9464374054054,1243.0,2131.0,4856.0
37.3024064054054+-121.946437405405,37.4721443506494+-122.218101215133,468,7.0,36,37.47214435064935,-122.21810121513269,468,37.30240640540541,-121.9464374054054,1909.0,2375.0,6746.0
37.3024064054054+-121.946437405405,37.5524569479901+-121.993311722545,468,16.0,36,37.55245694799005,-121.99331172254455,468,37.30240640540541,-121.9464374054054,2132.0,3637.0,6257.0
37.3034807282609+-121.906691934783,37.2504822831612+-121.839468711676,528,13.0,180,37.25048228316124,-121.83946871167593,528,37.30348072826087,-121.9066919347826,768.0,1523.0,2943.0
37.3034807282609+-121.906691934783,37.4088246971407+-122.110194527652,528,8.0,91,37.40882469714071,-122.11019452765237,528,37.30348072826087,-121.9066919347826,1297.0,2171.0,3626.0
37.3034807282609+-121.906691934783,37.4721443506494+-122.218101215133,528,7.0,36,37.47214435064935,-122.21810121513269,528,37.30348072826087,-121.9066919347826,1965.0,2447.0,5480.0
37.3034807282609+-121.906691934783,37.5524569479901+-121.993311722545,528,16.0,69,37.55245694799005,-121.99331172254455,528,37.30348072826087,-121.9066919347826,1917.0,3893.0,6379.0
37.3037862630058+-122.029963121387,37.2504822831612+-121.839468711676,483,13.0,52,37.25048228316124,-121.83946871167593,483,37.303786263005776,-122.02996312138728,1096.0,2563.0,5609.0
37.3037862630058+-122.029963121387,37.3861960858995+-121.866317929335,483,12.0,102,37.38619608589951,-121.8663179293355,483,37.303786263005776,-122.02996312138728,1590.0,3462.0,6501.0
37.3037862630058+-122.029963121387,37.4721443506494+-122.218101215133,483,7.0,65,37.47214435064935,-122.21810121513269,483,37.303786263005776,-122.02996312138728,1416.0,2195.0,6124.0
37.3037862630058+-122.029963121387,37.5524569479901+-121.993311722545,483,16.0,35,37.55245694799005,-121.99331172254455,483,37.303786263005776,-122.02996312138728,2515.0,4055.0,8776.0
37.3042017676768+-121.87770640404,37.0576792159091+-121.60403909517,563,14.0,41,37.05767921590909,-121.60403909517045,563,37.304201767676766,-121.87770640404041,2167.0,2298.0,6901.0
37.3042017676768+-121.87770640404,37.4088246971407+-122.110194527652,563,8.0,102,37.40882469714071,-122.11019452765237,563,37.304201767676766,-121.87770640404041,1445.0,2423.0,6713.0
