HomeTAZfactor,superD_dest,taz_driving,taz_transit,commuter_count,home_lat,home_lon,dest_lat,dest_lon
176,2.0,14.0,34.0,247,37.76405868,-122.4741071,37.78494491888719,-122.44528827456274
176,3.0,17.0,41.0,264,37.76405868,-122.4741071,37.75073743885415,-122.42052814221317
176,4.0,9.0,20.0,295,37.76405868,-122.4741071,37.742438374444,-122.4808705677315
176,5.0,25.0,66.0,97,37.76405867857143,-122.47410710714286,37.65355542190556,-122.44983365772562
176,6.0,37.0,111.0,30,37.76405867857143,-122.47410710714286,37.54880006373962,-122.3030570928971
176,18.0,57.0,61.0,42,37.76405867857143,-122.47410710714286,37.79525905351587,-122.23454234396391
177,1.0,28.0,41.0,784,37.75996918,-122.4826274,37.788717654718205,-122.40900092053552
177,2.0,16.0,42.0,517,37.75996918,-122.4826274,37.78494491888719,-122.44528827456274
177,3.0,19.0,45.0,568,37.75996918,-122.4826274,37.75073743885415,-122.42052814221317
177,4.0,5.0,23.0,740,37.75996918,-122.4826274,37.742438374444,-122.4808705677315
177,5.0,22.0,65.0,220,37.75996918,-122.4826274,37.65355542190556,-122.44983365772562
177,6.0,40.0,81.0,50,37.759969175710594,-122.48262735400516,37.54880006373962,-122.3030570928971
177,7.0,48.0,106.0,39,37.759969175710594,-122.48262735400516,37.47214435064935,-122.21810121513269
177,17.0,61.0,96.0,24,37.759969175710594,-122.48262735400516,37.68087262885738,-122.10114864275785
177,18.0,60.0,80.0,103,37.759969175710594,-122.48262735400516,37.79525905351587,-122.23454234396391
177,19.0,59.0,72.0,39,37.759969175710594,-122.48262735400516,37.86314654588441,-122.27415722294221
177,20.0,63.0,155.0,22,37.759969175710594,-122.48262735400516,37.95530967448472,-122.30572557462686
177,33.0,35.0,114.0,29,37.759969175710594,-122.48262735400516,37.995146799604484,-122.55327316018457
177,34.0,27.0,53.0,44,37.759969175710594,-122.48262735400516,37.90157963846768,-122.51226771308859
178,1.0,28.0,47.0,621,37.75956673,-122.4914834,37.788717654718205,-122.40900092053552
178,2.0,18.0,46.0,347,37.75956673,-122.4914834,37.78494491888719,-122.44528827456274
178,3.0,21.0,47.0,395,37.75956673,-122.4914834,37.75073743885415,-122.42052814221317
178,4.0,7.0,21.0,627,37.75956673,-122.4914834,37.742438374444,-122.4808705677315
178,5.0,25.0,70.0,175,37.75956672857143,-122.49148338571429,37.65355542190556,-122.44983365772562
178,6.0,42.0,78.0,53,37.75956672857143,-122.49148338571429,37.54880006373962,-122.3030570928971
178,7.0,44.0,135.0,26,37.75956672857143,-122.49148338571429,37.47214435064935,-122.21810121513269
178,18.0,62.0,80.0,68,37.75956672857143,-122.49148338571429,37.79525905351587,-122.23454234396391
178,19.0,62.0,75.0,35,37.75956672857143,-122.49148338571429,37.86314654588441,-122.27415722294221
178,34.0,28.0,70.0,36,37.75956672857143,-122.49148338571429,37.90157963846768,-122.51226771308859
179,1.0,30.0,63.0,681,37.75662961,-122.5002368,37.788717654718205,-122.40900092053552
179,2.0,19.0,37.0,403,37.75662961,-122.5002368,37.78494491888719,-122.44528827456274
179,3.0,23.0,54.0,385,37.75662961,-122.5002368,37.75073743885415,-122.42052814221317
179,4.0,7.0,22.0,890,37.75662961,-122.5002368,37.742438374444,-122.4808705677315
179,5.0,22.0,94.0,231,37.75662961,-122.5002368,37.65355542190556,-122.44983365772562
179,6.0,42.0,90.0,63,37.75662961224489,-122.5002367755102,37.54880006373962,-122.3030570928971
179,7.0,48.0,128.0,38,37.75662961224489,-122.5002367755102,37.47214435064935,-122.21810121513269
179,18.0,63.0,86.0,69,37.75662961224489,-122.5002367755102,37.79525905351587,-122.23454234396391
179,19.0,61.0,81.0,38,37.75662961224489,-122.5002367755102,37.86314654588441,-122.27415722294221
179,33.0,39.0,136.0,24,37.75662961224489,-122.5002367755102,37.995146799604484,-122.55327316018457
179,34.0,29.0,77.0,35,37.75662961224489,-122.5002367755102,37.90157963846768,-122.51226771308859
180,1.0,29.0,50.0,400,37.7610342,-122.5064549,37.788717654718205,-122.40900092053552
180,2.0,19.0,43.0,240,37.7610342,-122.5064549,37.78494491888719,-122.44528827456274
180,3.0,24.0,50.0,240,37.7610342,-122.5064549,37.75073743885415,-122.42052814221317
180,4.0,11.0,22.0,484,37.7610342,-122.5064549,37.742438374444,-122.4808705677315
180,5.0,25.0,83.0,138,37.7610342,-122.50645492307693,37.65355542190556,-122.44983365772562
180,6.0,36.0,103.0,30,37.7610342,-122.50645492307693,37.54880006373962,-122.3030570928971
180,18.0,64.0,82.0,43,37.7610342,-122.50645492307693,37.79525905351587,-122.23454234396391
180,19.0,54.0,79.0,22,37.7610342,-122.50645492307693,37.86314654588441,-122.27415722294221
181,1.0,32.0,61.0,432,37.7533079,-122.506462,37.788717654718205,-122.40900092053552
181,2.0,21.0,47.0,292,37.7533079,-122.506462,37.78494491888719,-122.44528827456274
181,3.0,25.0,58.0,233,37.7533079,-122.506462,37.75073743885415,-122.42052814221317
181,4.0,9.0,20.0,592,37.7533079,-122.506462,37.742438374444,-122.4808705677315
181,5.0,23.0,73.0,178,37.753307904761904,-122.50646202380952,37.65355542190556,-122.44983365772562
181,6.0,39.0,85.0,51,37.753307904761904,-122.50646202380952,37.54880006373962,-122.3030570928971
181,7.0,43.0,107.0,25,37.753307904761904,-122.50646202380952,37.47214435064935,-122.21810121513269
181,18.0,66.0,95.0,56,37.753307904761904,-122.50646202380952,37.79525905351587,-122.23454234396391
181,19.0,54.0,93.0,22,37.753307904761904,-122.50646202380952,37.86314654588441,-122.27415722294221
182,1.0,34.0,40.0,470,37.74116585,-122.5041239,37.788717654718205,-122.40900092053552
182,2.0,24.0,48.0,202,37.74116585,-122.5041239,37.78494491888719,-122.44528827456274
182,3.0,21.0,43.0,303,37.74116585,-122.5041239,37.75073743885415,-122.42052814221317
182,4.0,6.0,9.0,800,37.74116585,-122.5041239,37.742438374444,-122.4808705677315
182,5.0,19.0,67.0,246,37.74116585,-122.5041239,37.65355542190556,-122.44983365772562
182,6.0,38.0,80.0,63,37.74116584507042,-122.50412390140846,37.54880006373962,-122.3030570928971
182,7.0,44.0,105.0,38,37.74116584507042,-122.50412390140846,37.47214435064935,-122.21810121513269
182,8.0,48.0,114.0,28,37.74116584507042,-122.50412390140846,37.40882469714071,-122.11019452765237
182,9.0,56.0,156.0,24,37.74116584507042,-122.50412390140846,37.378751941477816,-121.99458476686637
182,18.0,62.0,77.0,69,37.74116584507042,-122.50412390140846,37.79525905351587,-122.23454234396391
182,19.0,60.0,74.0,35,37.74116584507042,-122.50412390140846,37.86314654588441,-122.27415722294221
182,33.0,45.0,147.0,20,37.74116584507042,-122.50412390140846,37.995146799604484,-122.55327316018457
182,34.0,31.0,97.0,26,37.74116584507042,-122.50412390140846,37.90157963846768,-122.51226771308859
183,1.0,33.0,37.0,535,37.74180032,-122.4987584,37.788717654718205,-122.40900092053552
183,2.0,22.0,50.0,236,37.74180032,-122.4987584,37.78494491888719,-122.44528827456274
183,3.0,21.0,41.0,334,37.74180032,-122.4987584,37.75073743885415,-122.42052814221317
183,4.0,5.0,6.0,766,37.74180032,-122.4987584,37.742438374444,-122.4808705677315
183,5.0,18.0,64.0,258,37.74180032,-122.4987584,37.65355542190556,-122.44983365772562
183,6.0,38.0,83.0,61,37.74180032051282,-122.49875838461539,37.54880006373962,-122.3030570928971
183,7.0,40.0,110.0,30,37.74180032051282,-122.49875838461539,37.47214435064935,-122.21810121513269
183,8.0,47.0,121.0,23,37.74180032051282,-122.49875838461539,37.40882469714071,-122.11019452765237
183,18.0,63.0,76.0,74,37.74180032051282,-122.49875838461539,37.79525905351587,-122.23454234396391
183,19.0,50.0,85.0,33,37.74180032051282,-122.49875838461539,37.86314654588441,-122.27415722294221
183,34.0,31.0,103.0,22,37.74180032051282,-122.49875838461539,37.90157963846768,-122.51226771308859
184,1.0,31.0,40.0,593,37.74709031,-122.4889872,37.788717654718205,-122.40900092053552
184,2.0,21.0,40.0,325,37.74709031,-122.4889872,37.78494491888719,-122.44528827456274
184,3.0,19.0,43.0,393,37.74709031,-122.4889872,37.75073743885415,-122.42052814221317
184,4.0,3.0,9.0,1057,37.74709031,-122.4889872,37.742438374444,-122.4808705677315
184,5.0,20.0,68.0,268,37.74709031,-122.4889872,37.65355542190556,-122.44983365772562
184,6.0,39.0,86.0,71,37.74709030769231,-122.48898719230769,37.54880006373962,-122.3030570928971
184,7.0,46.0,110.0,48,37.74709030769231,-122.48898719230769,37.47214435064935,-122.21810121513269
184,8.0,49.0,124.0,20,37.74709030769231,-122.48898719230769,37.40882469714071,-122.11019452765237
184,17.0,67.0,95.0,20,37.74709030769231,-122.48898719230769,37.68087262885738,-122.10114864275785
184,18.0,64.0,85.0,72,37.74709030769231,-122.48898719230769,37.79525905351587,-122.23454234396391
184,19.0,64.0,74.0,47,37.74709030769231,-122.48898719230769,37.86314654588441,-122.27415722294221
184,33.0,42.0,145.0,20,37.74709030769231,-122.48898719230769,37.995146799604484,-122.55327316018457
184,34.0,30.0,86.0,35,37.74709030769231,-122.48898719230769,37.90157963846768,-122.51226771308859
185,1.0,30.0,37.0,604,37.74766349,-122.4817265,37.788717654718205,-122.40900092053552
185,2.0,19.0,47.0,302,37.74766349,-122.4817265,37.78494491888719,-122.44528827456274
185,3.0,18.0,43.0,436,37.74766349,-122.4817265,37.75073743885415,-122.42052814221317
185,4.0,2.0,7.0,831,37.74766349,-122.4817265,37.742438374444,-122.4808705677315
185,5.0,18.0,60.0,236,37.74766349,-122.4817265,37.65355542190556,-122.44983365772562
185,6.0,39.0,77.0,75,37.74766348529412,-122.48172650735295,37.54880006373962,-122.3030570928971
185,7.0,44.0,101.0,39,37.74766348529412,-122.48172650735295,37.47214435064935,-122.21810121513269
185,18.0,64.0,75.0,83,37.74766348529412,-122.48172650735295,37.79525905351587,-122.23454234396391
185,19.0,63.0,72.0,50,37.74766348529412,-122.48172650735295,37.86314654588441,-122.27415722294221
185,33.0,40.0,128.0,21,37.74766348529412,-122.48172650735295,37.995146799604484,-122.55327316018457
185,34.0,30.0,91.0,37,37.74766348529412,-122.48172650735295,37.90157963846768,-122.51226771308859
186,1.0,32.0,37.0,591,37.74052508,-122.4835744,37.788717654718205,-122.40900092053552
186,2.0,21.0,46.0,283,37.74052508,-122.4835744,37.78494491888719,-122.44528827456274
186,3.0,17.0,39.0,437,37.74052508,-122.4835744,37.75073743885415,-122.42052814221317
186,4.0,1.0,4.0,873,37.74052508,-122.4835744,37.742438374444,-122.4808705677315
186,5.0,17.0,59.0,216,37.74052508,-122.4835744,37.65355542190556,-122.44983365772562
186,6.0,38.0,77.0,63,37.740525077777775,-122.4835744111111,37.54880006373962,-122.3030570928971
186,7.0,40.0,140.0,28,37.740525077777775,-122.4835744111111,37.47214435064935,-122.21810121513269
186,18.0,66.0,74.0,67,37.740525077777775,-122.4835744111111,37.79525905351587,-122.23454234396391
186,19.0,65.0,69.0,40,37.740525077777775,-122.4835744111111,37.86314654588441,-122.27415722294221
186,34.0,29.0,84.0,26,37.740525077777775,-122.4835744111111,37.90157963846768,-122.51226771308859
187,1.0,32.0,38.0,230,37.73277798,-122.4835724,37.788717654718205,-122.40900092053552
187,2.0,24.0,46.0,104,37.73277798148148,-122.48357240740741,37.78494491888719,-122.44528827456274
187,3.0,17.0,29.0,204,37.73277798,-122.4835724,37.75073743885415,-122.42052814221317
187,4.0,6.0,8.0,487,37.73277798,-122.4835724,37.742438374444,-122.4808705677315
187,5.0,19.0,59.0,168,37.73277798148148,-122.48357240740741,37.65355542190556,-122.44983365772562
187,6.0,29.0,103.0,30,37.73277798148148,-122.48357240740741,37.54880006373962,-122.3030570928971
187,18.0,58.0,85.0,49,37.73277798148148,-122.48357240740741,37.79525905351587,-122.23454234396391
188,1.0,26.0,37.0,217,37.7211538,-122.4754143,37.788717654718205,-122.40900092053552
188,2.0,28.0,50.0,76,37.721153797235026,-122.47541433179723,37.78494491888719,-122.44528827456274
188,3.0,18.0,21.0,163,37.721153797235026,-122.47541433179723,37.75073743885415,-122.42052814221317
188,4.0,10.0,17.0,510,37.7211538,-122.4754143,37.742438374444,-122.4808705677315
188,5.0,10.0,42.0,119,37.721153797235026,-122.47541433179723,37.65355542190556,-122.44983365772562
188,6.0,24.0,105.0,23,37.721153797235026,-122.47541433179723,37.54880006373962,-122.3030570928971
189,1.0,27.0,36.0,457,37.71797033,-122.4769734,37.788717654718205,-122.40900092053552
189,2.0,27.0,49.0,203,37.71797033,-122.4769734,37.78494491888719,-122.44528827456274
189,3.0,15.0,27.0,387,37.71797033,-122.4769734,37.75073743885415,-122.42052814221317
189,4.0,10.0,20.0,961,37.71797033,-122.4769734,37.742438374444,-122.4808705677315
189,5.0,11.0,48.0,423,37.71797033,-122.4769734,37.65355542190556,-122.44983365772562
189,6.0,32.0,90.0,103,37.71797032941176,-122.4769733882353,37.54880006373962,-122.3030570928971
189,7.0,36.0,92.0,58,37.71797032941176,-122.4769733882353,37.47214435064935,-122.21810121513269
189,8.0,41.0,100.0,32,37.71797032941176,-122.4769733882353,37.40882469714071,-122.11019452765237
189,18.0,56.0,76.0,54,37.71797032941176,-122.4769733882353,37.79525905351587,-122.23454234396391
189,19.0,52.0,73.0,35,37.71797032941176,-122.4769733882353,37.86314654588441,-122.27415722294221
190,1.0,42.0,43.0,137,37.71452037777778,-122.49320598888889,37.788717654718205,-122.40900092053552
190,2.0,30.0,64.0,57,37.71452037777778,-122.49320598888889,37.78494491888719,-122.44528827456274
190,3.0,21.0,31.0,113,37.71452037777778,-122.49320598888889,37.75073743885415,-122.42052814221317
190,4.0,11.0,37.0,128,37.71452037777778,-122.49320598888889,37.742438374444,-122.4808705677315
190,5.0,15.0,50.0,117,37.71452037777778,-122.49320598888889,37.65355542190556,-122.44983365772562
190,6.0,27.0,86.0,26,37.71452037777778,-122.49320598888889,37.54880006373962,-122.3030570928971
191,1.0,27.0,36.0,212,37.7066101,-122.48579960000001,37.788717654718205,-122.40900092053552
191,2.0,32.0,59.0,82,37.706610096153845,-122.48579959615385,37.78494491888719,-122.44528827456274
191,3.0,15.0,27.0,197,37.7066101,-122.48579960000001,37.75073743885415,-122.42052814221317
191,4.0,13.0,43.0,156,37.706610096153845,-122.48579959615385,37.742438374444,-122.4808705677315
191,5.0,11.0,59.0,463,37.7066101,-122.48579960000001,37.65355542190556,-122.44983365772562
191,6.0,29.0,70.0,40,37.706610096153845,-122.48579959615385,37.54880006373962,-122.3030570928971
191,18.0,55.0,77.0,45,37.706610096153845,-122.48579959615385,37.79525905351587,-122.23454234396391
192,1.0,26.0,36.0,359,37.70220308,-122.4770696,37.788717654718205,-122.40900092053552
192,2.0,35.0,56.0,125,37.70220307692308,-122.47706961538462,37.78494491888719,-122.44528827456274
192,3.0,14.0,30.0,278,37.70220308,-122.4770696,37.75073743885415,-122.42052814221317
192,4.0,16.0,37.0,371,37.70220308,-122.4770696,37.742438374444,-122.4808705677315
192,5.0,10.0,44.0,1050,37.70220308,-122.4770696,37.65355542190556,-122.44983365772562
192,6.0,31.0,69.0,118,37.70220307692308,-122.47706961538462,37.54880006373962,-122.3030570928971
192,7.0,36.0,109.0,78,37.70220307692308,-122.47706961538462,37.47214435064935,-122.21810121513269
192,8.0,40.0,99.0,28,37.70220307692308,-122.47706961538462,37.40882469714071,-122.11019452765237
192,18.0,52.0,73.0,58,37.70220307692308,-122.47706961538462,37.79525905351587,-122.23454234396391
192,19.0,41.0,72.0,25,37.70220307692308,-122.47706961538462,37.86314654588441,-122.27415722294221
192,34.0,41.0,104.0,20,37.70220307692308,-122.47706961538462,37.90157963846768,-122.51226771308859
193,1.0,26.0,48.0,332,37.69124898,-122.4778373,37.788717654718205,-122.40900092053552
193,2.0,36.0,66.0,127,37.691248979166666,-122.47783725,37.78494491888719,-122.44528827456274
193,3.0,14.0,39.0,272,37.69124898,-122.4778373,37.75073743885415,-122.42052814221317
193,4.0,14.0,41.0,237,37.69124898,-122.4778373,37.742438374444,-122.4808705677315
193,5.0,10.0,49.0,1085,37.69124898,-122.4778373,37.65355542190556,-122.44983365772562
193,6.0,31.0,94.0,112,37.691248979166666,-122.47783725,37.54880006373962,-122.3030570928971
193,7.0,35.0,88.0,67,37.691248979166666,-122.47783725,37.47214435064935,-122.21810121513269
193,8.0,40.0,99.0,31,37.691248979166666,-122.47783725,37.40882469714071,-122.11019452765237
193,9.0,47.0,141.0,29,37.691248979166666,-122.47783725,37.378751941477816,-121.99458476686637
193,18.0,57.0,76.0,53,37.691248979166666,-122.47783725,37.79525905351587,-122.23454234396391
193,19.0,42.0,76.0,22,37.691248979166666,-122.47783725,37.86314654588441,-122.27415722294221
194,1.0,27.0,43.0,328,37.67984503,-122.4780559,37.788717654718205,-122.40900092053552
194,2.0,37.0,70.0,137,37.67984503164557,-122.4780559113924,37.78494491888719,-122.44528827456274
194,3.0,15.0,33.0,276,37.67984503,-122.4780559,37.75073743885415,-122.42052814221317
194,4.0,16.0,51.0,193,37.67984503,-122.4780559,37.742438374444,-122.4808705677315
194,5.0,9.0,40.0,1134,37.67984503,-122.4780559,37.65355542190556,-122.44983365772562
194,6.0,29.0,94.0,89,37.67984503164557,-122.4780559113924,37.54880006373962,-122.3030570928971
194,7.0,34.0,86.0,52,37.67984503164557,-122.4780559113924,37.47214435064935,-122.21810121513269
194,8.0,39.0,99.0,26,37.67984503164557,-122.4780559113924,37.40882469714071,-122.11019452765237
194,9.0,46.0,141.0,27,37.67984503164557,-122.4780559113924,37.378751941477816,-121.99458476686637
194,18.0,57.0,84.0,80,37.67984503164557,-122.4780559113924,37.79525905351587,-122.23454234396391
194,19.0,53.0,79.0,35,37.67984503164557,-122.4780559113924,37.86314654588441,-122.27415722294221
194,34.0,41.0,125.0,31,37.67984503164557,-122.4780559113924,37.90157963846768,-122.51226771308859
195,1.0,29.0,44.0,367,37.69159761,-122.4898002,37.788717654718205,-122.40900092053552
195,2.0,33.0,70.0,127,37.69159761111111,-122.48980019444444,37.78494491888719,-122.44528827456274
195,3.0,17.0,35.0,233,37.69159761,-122.4898002,37.75073743885415,-122.42052814221317
195,4.0,12.0,46.0,238,37.69159761,-122.4898002,37.742438374444,-122.4808705677315
195,5.0,12.0,55.0,840,37.69159761,-122.4898002,37.65355542190556,-122.44983365772562
195,6.0,31.0,97.0,88,37.69159761111111,-122.48980019444444,37.54880006373962,-122.3030570928971
195,7.0,36.0,100.0,60,37.69159761111111,-122.48980019444444,37.47214435064935,-122.21810121513269
195,8.0,41.0,104.0,29,37.69159761111111,-122.48980019444444,37.40882469714071,-122.11019452765237
195,17.0,48.0,106.0,23,37.69159761111111,-122.48980019444444,37.68087262885738,-122.10114864275785
195,18.0,57.0,83.0,56,37.69159761111111,-122.48980019444444,37.79525905351587,-122.23454234396391
195,19.0,45.0,78.0,29,37.69159761111111,-122.48980019444444,37.86314654588441,-122.27415722294221
196,1.0,28.0,54.0,409,37.67978065,-122.4913155,37.788717654718205,-122.40900092053552
196,2.0,36.0,80.0,147,37.67978064705883,-122.49131547058823,37.78494491888719,-122.44528827456274
196,3.0,16.0,46.0,337,37.67978065,-122.4913155,37.75073743885415,-122.42052814221317
196,4.0,14.0,60.0,249,37.67978065,-122.4913155,37.742438374444,-122.4808705677315
196,5.0,11.0,50.0,1317,37.67978065,-122.4913155,37.65355542190556,-122.44983365772562
196,6.0,30.0,104.0,116,37.67978064705883,-122.49131547058823,37.54880006373962,-122.3030570928971
196,7.0,35.0,109.0,78,37.67978064705883,-122.49131547058823,37.47214435064935,-122.21810121513269
196,8.0,46.0,107.0,37,37.67978064705883,-122.49131547058823,37.40882469714071,-122.11019452765237
196,17.0,46.0,104.0,27,37.67978064705883,-122.49131547058823,37.68087262885738,-122.10114864275785
196,18.0,55.0,94.0,82,37.67978064705883,-122.49131547058823,37.79525905351587,-122.23454234396391
196,19.0,60.0,93.0,62,37.67978064705883,-122.49131547058823,37.86314654588441,-122.27415722294221
196,34.0,41.0,115.0,26,37.67978064705883,-122.49131547058823,37.90157963846768,-122.51226771308859
197,1.0,28.0,51.0,317,37.67444922,-122.4847201,37.788717654718205,-122.40900092053552
197,2.0,37.0,78.0,115,37.67444921621622,-122.48472013513513,37.78494491888719,-122.44528827456274
197,3.0,15.0,43.0,214,37.67444922,-122.4847201,37.75073743885415,-122.42052814221317
197,4.0,18.0,62.0,161,37.67444921621622,-122.48472013513513,37.742438374444,-122.4808705677315
197,5.0,10.0,50.0,894,37.67444922,-122.4847201,37.65355542190556,-122.44983365772562
197,6.0,30.0,95.0,86,37.67444921621622,-122.48472013513513,37.54880006373962,-122.3030570928971
197,7.0,34.0,100.0,57,37.67444921621622,-122.48472013513513,37.47214435064935,-122.21810121513269
197,8.0,39.0,109.0,25,37.67444921621622,-122.48472013513513,37.40882469714071,-122.11019452765237
197,18.0,61.0,91.0,60,37.67444921621622,-122.48472013513513,37.79525905351587,-122.23454234396391
197,19.0,48.0,91.0,32,37.67444921621622,-122.48472013513513,37.86314654588441,-122.27415722294221
198,1.0,27.0,52.0,205,37.66783876,-122.4777139,37.788717654718205,-122.40900092053552
198,2.0,39.0,76.0,91,37.66783875806451,-122.47771387096775,37.78494491888719,-122.44528827456274
198,3.0,18.0,42.0,189,37.66783875806451,-122.47771387096775,37.75073743885415,-122.42052814221317
198,4.0,22.0,60.0,126,37.66783875806451,-122.47771387096775,37.742438374444,-122.4808705677315
198,5.0,10.0,39.0,1000,37.66783876,-122.4777139,37.65355542190556,-122.44983365772562
198,6.0,30.0,94.0,96,37.66783875806451,-122.47771387096775,37.54880006373962,-122.3030570928971
198,7.0,34.0,99.0,50,37.66783875806451,-122.47771387096775,37.47214435064935,-122.21810121513269
198,8.0,45.0,97.0,40,37.66783875806451,-122.47771387096775,37.40882469714071,-122.11019452765237
198,9.0,49.0,159.0,20,37.66783875806451,-122.47771387096775,37.378751941477816,-121.99458476686637
198,18.0,47.0,106.0,32,37.66783875806451,-122.47771387096775,37.79525905351587,-122.23454234396391
198,19.0,43.0,92.0,22,37.66783875806451,-122.47771387096775,37.86314654588441,-122.27415722294221
199,1.0,36.0,50.0,138,37.667333846153845,-122.46535538461539,37.788717654718205,-122.40900092053552
199,2.0,37.0,76.0,55,37.667333846153845,-122.46535538461539,37.78494491888719,-122.44528827456274
199,3.0,16.0,50.0,91,37.667333846153845,-122.46535538461539,37.75073743885415,-122.42052814221317
199,4.0,20.0,70.0,64,37.667333846153845,-122.46535538461539,37.742438374444,-122.4808705677315
199,5.0,9.0,33.0,480,37.66733385,-122.46535540000001,37.65355542190556,-122.44983365772562
199,6.0,30.0,96.0,78,37.667333846153845,-122.46535538461539,37.54880006373962,-122.3030570928971
199,7.0,36.0,102.0,44,37.667333846153845,-122.46535538461539,37.47214435064935,-122.21810121513269
199,8.0,40.0,110.0,20,37.667333846153845,-122.46535538461539,37.40882469714071,-122.11019452765237
199,18.0,46.0,100.0,20,37.667333846153845,-122.46535538461539,37.79525905351587,-122.23454234396391
200,1.0,38.0,34.0,130,37.68652473076923,-122.46096084615385,37.788717654718205,-122.40900092053552
200,2.0,38.0,58.0,44,37.68652473076923,-122.46096084615385,37.78494491888719,-122.44528827456274
200,3.0,18.0,25.0,128,37.68652473076923,-122.46096084615385,37.75073743885415,-122.42052814221317
200,4.0,23.0,46.0,83,37.68652473076923,-122.46096084615385,37.742438374444,-122.4808705677315
200,5.0,10.0,34.0,542,37.68652473,-122.4609608,37.65355542190556,-122.44983365772562
200,6.0,32.0,87.0,48,37.68652473076923,-122.46096084615385,37.54880006373962,-122.3030570928971
200,7.0,33.0,96.0,25,37.68652473076923,-122.46096084615385,37.47214435064935,-122.21810121513269
201,1.0,26.0,34.0,320,37.68762138,-122.4632267,37.788717654718205,-122.40900092053552
201,2.0,36.0,55.0,138,37.68762138421053,-122.46322673157894,37.78494491888719,-122.44528827456274
201,3.0,14.0,24.0,379,37.68762138,-122.4632267,37.75073743885415,-122.42052814221317
201,4.0,17.0,44.0,262,37.68762138,-122.4632267,37.742438374444,-122.4808705677315
201,5.0,10.0,33.0,1331,37.68762138,-122.4632267,37.65355542190556,-122.44983365772562
201,6.0,31.0,57.0,110,37.68762138421053,-122.46322673157894,37.54880006373962,-122.3030570928971
201,7.0,37.0,61.0,70,37.68762138421053,-122.46322673157894,37.47214435064935,-122.21810121513269
201,8.0,48.0,72.0,36,37.68762138421053,-122.46322673157894,37.40882469714071,-122.11019452765237
201,17.0,59.0,95.0,21,37.68762138421053,-122.46322673157894,37.68087262885738,-122.10114864275785
201,18.0,55.0,69.0,59,37.68762138421053,-122.46322673157894,37.79525905351587,-122.23454234396391
201,19.0,47.0,67.0,32,37.68762138421053,-122.46322673157894,37.86314654588441,-122.27415722294221
201,34.0,42.0,107.0,20,37.68762138421053,-122.46322673157894,37.90157963846768,-122.51226771308859
202,1.0,26.0,40.0,461,37.69793913,-122.4604403,37.788717654718205,-122.40900092053552
202,2.0,39.0,61.0,154,37.697939125,-122.46044030357143,37.78494491888719,-122.44528827456274
202,3.0,14.0,30.0,418,37.69793913,-122.4604403,37.75073743885415,-122.42052814221317
202,4.0,18.0,43.0,321,37.69793913,-122.4604403,37.742438374444,-122.4808705677315
202,5.0,13.0,41.0,921,37.69793913,-122.4604403,37.65355542190556,-122.44983365772562
202,6.0,35.0,94.0,121,37.697939125,-122.46044030357143,37.54880006373962,-122.3030570928971
202,7.0,39.0,120.0,61,37.697939125,-122.46044030357143,37.47214435064935,-122.21810121513269
202,8.0,43.0,102.0,24,37.697939125,-122.46044030357143,37.40882469714071,-122.11019452765237
202,9.0,52.0,144.0,24,37.697939125,-122.46044030357143,37.378751941477816,-121.99458476686637
202,17.0,53.0,101.0,27,37.697939125,-122.46044030357143,37.68087262885738,-122.10114864275785
202,18.0,56.0,81.0,74,37.697939125,-122.46044030357143,37.79525905351587,-122.23454234396391
202,19.0,55.0,74.0,39,37.697939125,-122.46044030357143,37.86314654588441,-122.27415722294221
202,20.0,60.0,128.0,20,37.697939125,-122.46044030357143,37.95530967448472,-122.30572557462686
203,1.0,27.0,41.0,282,37.69797241,-122.4638069,37.788717654718205,-122.40900092053552
203,2.0,39.0,63.0,105,37.697972410958904,-122.46380689041096,37.78494491888719,-122.44528827456274
203,3.0,15.0,31.0,276,37.69797241,-122.4638069,37.75073743885415,-122.42052814221317
203,4.0,22.0,45.0,180,37.697972410958904,-122.46380689041096,37.742438374444,-122.4808705677315
203,5.0,14.0,36.0,851,37.69797241,-122.4638069,37.65355542190556,-122.44983365772562
203,6.0,35.0,68.0,102,37.697972410958904,-122.46380689041096,37.54880006373962,-122.3030570928971
203,7.0,39.0,115.0,53,37.697972410958904,-122.46380689041096,37.47214435064935,-122.21810121513269
203,8.0,43.0,98.0,29,37.697972410958904,-122.46380689041096,37.40882469714071,-122.11019452765237
203,18.0,54.0,79.0,50,37.697972410958904,-122.46380689041096,37.79525905351587,-122.23454234396391
203,19.0,45.0,73.0,32,37.697972410958904,-122.46380689041096,37.86314654588441,-122.27415722294221
204,1.0,25.0,30.0,510,37.70549501,-122.4621114,37.788717654718205,-122.40900092053552
204,2.0,36.0,52.0,166,37.705495014925376,-122.46211141791045,37.78494491888719,-122.44528827456274
204,3.0,13.0,21.0,529,37.70549501,-122.4621114,37.75073743885415,-122.42052814221317
204,4.0,15.0,30.0,362,37.70549501,-122.4621114,37.742438374444,-122.4808705677315
204,5.0,12.0,39.0,898,37.70549501,-122.4621114,37.65355542190556,-122.44983365772562
204,6.0,33.0,61.0,97,37.705495014925376,-122.46211141791045,37.54880006373962,-122.3030570928971
204,7.0,37.0,118.0,56,37.705495014925376,-122.46211141791045,37.47214435064935,-122.21810121513269
204,8.0,41.0,91.0,25,37.705495014925376,-122.46211141791045,37.40882469714071,-122.11019452765237
