taz_key,median_rent,no_of_rentals,taz_driving,taz_transit,commuter_count,home_superD,commute_cost_min,commute_cost_median,all_costs,all_index,com_index,rent_index
148.0,2200.0,27,19.0,50.0,1380,3.0,178.0,530.0,2730.0,30.0,30.0,26.0
149.0,3700.0,85,19.0,60.0,1684,3.0,195.0,580.0,4280.0,47.0,33.0,44.0
150.0,3e3,16,17.0,39.0,1137,3.0,150.0,446.0,3446.0,38.0,25.0,35.0
151.0,3350.0,5,20.0,40.0,658,3.0,167.0,496.0,3846.0,42.0,28.0,39.0
152.0,2100.0,22,20.0,45.0,1486,3.0,175.0,520.0,2620.0,29.0,30.0,25.0
153.0,2495.0,27,22.0,55.0,1692,3.0,202.0,600.0,3095.0,34.0,34.0,29.0
154.0,2150.0,32,21.0,46.0,2345,3.0,182.0,540.0,2690.0,29.0,31.0,25.0
155.0,2995.0,23,21.0,42.0,1321,3.0,175.0,520.0,3515.0,38.0,30.0,35.0
156.0,1850.0,17,24.0,37.0,910,3.0,182.0,540.0,2390.0,26.0,31.0,22.0
157.0,1375.0,2,22.0,30.0,884,3.0,160.0,476.0,1851.0,20.0,27.0,16.0
158.0,3e3,61,21.0,41.0,207,3.0,173.0,515.0,3515.0,38.0,29.0,35.0
159.0,2525.0,33,23.0,39.0,1649,3.0,180.0,535.0,3060.0,33.0,31.0,30.0
160.0,1487.5,24,20.0,40.0,1849,3.0,167.0,496.0,1983.5,22.0,28.0,18.0
161.0,2800.0,17,18.0,35.0,1428,3.0,148.0,441.0,3241.0,35.0,25.0,33.0
162.0,2500.0,29,19.0,35.0,1715,3.0,153.0,456.0,2956.0,32.0,26.0,29.0
163.0,3150.0,39,21.0,42.0,1506,3.0,175.0,520.0,3670.0,40.0,30.0,37.0
164.0,2800.0,76,19.0,45.0,2754,3.0,170.0,505.0,3305.0,36.0,29.0,33.0
165.0,2600.0,149,17.0,33.0,2284,3.0,140.0,416.0,3016.0,33.0,24.0,31.0
166.0,2225.0,82,19.0,34.0,3242,3.0,152.0,451.0,2676.0,29.0,26.0,26.0
167.0,2500.0,85,19.0,39.0,2220,3.0,160.0,476.0,2976.0,32.0,27.0,29.0
168.0,2500.0,153,18.0,43.0,3512,4.0,162.0,481.0,2981.0,33.0,27.0,29.0
169.0,3450.0,202,20.0,37.0,2514,4.0,162.0,481.0,3931.0,43.0,27.0,41.0
170.0,2950.0,75,19.0,28.0,1892,4.0,142.0,421.0,3371.0,37.0,24.0,35.0
171.0,5e3,18,19.0,30.0,782,4.0,145.0,431.0,5431.0,59.0,25.0,59.0
172.0,3300.0,59,19.0,33.0,1753,4.0,150.0,446.0,3746.0,41.0,25.0,39.0
173.0,2850.0,50,18.0,37.0,1106,4.0,152.0,451.0,3301.0,36.0,26.0,34.0
174.0,3875.0,128,20.0,35.0,2121,4.0,158.0,471.0,4346.0,47.0,27.0,46.0
175.0,2747.5,82,20.0,36.0,1704,4.0,160.0,476.0,3223.5,35.0,27.0,32.0
176.0,2950.0,56,19.0,39.0,1332,4.0,160.0,476.0,3426.0,37.0,27.0,35.0
177.0,2700.0,383,21.0,44.0,3179,4.0,178.0,530.0,3230.0,35.0,30.0,32.0
178.0,2200.0,70,22.0,45.0,2383,4.0,185.0,550.0,2750.0,30.0,31.0,26.0
179.0,2400.0,49,22.0,51.0,2857,4.0,195.0,580.0,2980.0,33.0,33.0,28.0
180.0,2500.0,57,22.0,45.0,1597,4.0,185.0,550.0,3050.0,33.0,31.0,29.0
181.0,2695.0,42,23.0,49.0,1881,4.0,197.0,585.0,3280.0,36.0,33.0,32.0
182.0,2100.0,70,22.0,41.0,2324,4.0,178.0,530.0,2630.0,29.0,30.0,25.0
183.0,2550.0,76,21.0,37.0,2372,4.0,167.0,496.0,3046.0,33.0,28.0,30.0
184.0,2200.0,176,20.0,38.0,2969,4.0,163.0,486.0,2686.0,29.0,28.0,26.0
185.0,2895.0,135,19.0,37.0,2714,4.0,157.0,466.0,3361.0,37.0,27.0,34.0
186.0,2995.0,90,18.0,33.0,2624,4.0,145.0,431.0,3426.0,37.0,25.0,35.0
187.0,4522.5,54,18.0,32.0,1272,4.0,143.0,426.0,4948.5,54.0,24.0,53.0
188.0,2699.5,208,16.0,29.0,1108,4.0,128.0,382.0,3081.5,34.0,22.0,32.0
189.0,2318.0,84,18.0,37.0,2713,4.0,152.0,451.0,2769.0,30.0,26.0,27.0
190.0,2044.0,90,23.0,45.0,578,4.0,190.0,565.0,2609.0,28.0,32.0,24.0
191.0,1995.0,52,19.0,49.0,1195,5.0,177.0,525.0,2520.0,27.0,30.0,23.0
192.0,1797.5,26,18.0,46.0,2510,5.0,167.0,496.0,2293.5,25.0,28.0,21.0
193.0,2087.5,48,18.0,53.0,2367,5.0,178.0,530.0,2617.5,29.0,30.0,25.0
194.0,1995.0,155,19.0,50.0,2408,5.0,178.0,530.0,2525.0,28.0,30.0,23.0
195.0,1550.0,35,21.0,56.0,2090,5.0,198.0,590.0,2140.0,23.0,34.0,18.0
196.0,2600.0,51,20.0,60.0,2887,5.0,200.0,595.0,3195.0,35.0,34.0,31.0
197.0,2490.0,34,20.0,58.0,1961,5.0,197.0,585.0,3075.0,34.0,33.0,29.0
198.0,1942.0,124,19.0,52.0,1871,5.0,182.0,540.0,2482.0,27.0,31.0,23.0
199.0,2372.5,26,20.0,53.0,990,5.0,188.0,560.0,2932.5,32.0,32.0,28.0
200.0,2487.5,26,19.0,39.0,1000,5.0,160.0,476.0,2963.5,32.0,27.0,29.0
201.0,2822.5,190,18.0,38.0,2778,5.0,153.0,456.0,3278.5,36.0,26.0,33.0
202.0,2800.0,55,23.0,49.0,2665,5.0,197.0,585.0,3385.0,37.0,33.0,33.0
203.0,2950.0,73,22.0,44.0,1960,5.0,183.0,545.0,3495.0,38.0,31.0,35.0
204.0,2375.0,134,20.0,39.0,2827,5.0,165.0,491.0,2866.0,31.0,28.0,28.0
205.0,2e3,63,21.0,47.0,2971,5.0,183.0,545.0,2545.0,28.0,31.0,24.0
206.0,3e3,17,26.0,60.0,1562,5.0,230.0,684.0,3684.0,40.0,39.0,35.0
207.0,2800.0,69,24.0,52.0,1768,5.0,207.0,614.0,3414.0,37.0,35.0,33.0
208.0,2400.0,156,24.0,75.0,1779,5.0,245.0,728.0,3128.0,34.0,42.0,28.0
209.0,2875.0,30,21.0,49.0,2718,5.0,187.0,555.0,3430.0,37.0,32.0,34.0
210.0,1987.5,10,21.0,42.0,1568,5.0,175.0,520.0,2507.5,27.0,30.0,23.0
211.0,2495.0,169,16.0,41.0,3112,5.0,148.0,441.0,2936.0,32.0,25.0,29.0
212.0,3400.0,9,17.0,46.0,1260,5.0,162.0,481.0,3881.0,42.0,27.0,40.0
213.0,2014.0,153,19.0,41.0,2322,5.0,163.0,486.0,2500.0,27.0,28.0,24.0
214.0,3200.0,31,14.0,32.0,2231,5.0,123.0,367.0,3567.0,39.0,21.0,38.0
215.0,2191.0,36,18.0,39.0,2551,5.0,155.0,461.0,2652.0,29.0,26.0,26.0
216.0,2900.0,15,18.0,26.0,1129,5.0,133.0,396.0,3296.0,36.0,23.0,34.0
217.0,2500.0,21,17.0,41.0,1530,5.0,153.0,456.0,2956.0,32.0,26.0,29.0
218.0,3e3,43,18.0,53.0,2310,5.0,178.0,530.0,3530.0,38.0,30.0,35.0
219.0,2800.0,38,18.0,51.0,2432,5.0,175.0,520.0,3320.0,36.0,30.0,33.0
220.0,2400.0,64,18.0,58.0,2237,5.0,187.0,555.0,2955.0,32.0,32.0,28.0
221.0,2639.0,45,23.0,59.0,1708,5.0,213.0,634.0,3273.0,36.0,36.0,31.0
222.0,2539.0,197,22.0,61.0,1414,5.0,212.0,629.0,3168.0,35.0,36.0,30.0
223.0,2195.0,246,22.0,76.0,1574,5.0,237.0,704.0,2899.0,32.0,40.0,26.0
224.0,2220.0,79,23.0,81.0,1136,5.0,250.0,743.0,2963.0,32.0,42.0,26.0
225.0,2700.0,8,28.0,87.0,1373,5.0,285.0,847.0,3547.0,39.0,48.0,32.0
226.0,3950.0,17,29.0,101.0,2327,5.0,313.0,932.0,4882.0,53.0,53.0,46.0
227.0,2450.0,10,31.0,125.0,2131,5.0,363.0,1080.0,3530.0,38.0,62.0,29.0
229.0,2193.0,98,19.0,57.0,2165,5.0,190.0,565.0,2758.0,30.0,32.0,26.0
230.0,2900.0,37,16.0,49.0,2947,5.0,162.0,481.0,3381.0,37.0,27.0,34.0
231.0,2700.0,34,17.0,47.0,1703,5.0,163.0,486.0,3186.0,35.0,28.0,32.0
232.0,1525.0,20,19.0,61.0,2019,5.0,197.0,585.0,2110.0,23.0,33.0,18.0
233.0,2500.0,221,18.0,60.0,2676,5.0,190.0,565.0,3065.0,33.0,32.0,29.0
234.0,2095.0,50,17.0,50.0,795,5.0,168.0,501.0,2596.0,28.0,29.0,25.0
235.0,3300.0,6,19.0,52.0,1102,5.0,182.0,540.0,3840.0,42.0,31.0,39.0
236.0,2775.0,44,18.0,59.0,2054,5.0,188.0,560.0,3335.0,36.0,32.0,33.0
237.0,1787.5,20,19.0,55.0,3026,5.0,187.0,555.0,2342.5,26.0,32.0,21.0
238.0,2e3,19,18.0,45.0,1766,5.0,165.0,491.0,2491.0,27.0,28.0,24.0
240.0,2540.0,90,22.0,46.0,1970,5.0,187.0,555.0,3095.0,34.0,32.0,30.0
241.0,2400.0,9,21.0,60.0,1142,5.0,205.0,610.0,3010.0,33.0,35.0,28.0
242.0,4850.0,36,20.0,78.0,789,5.0,230.0,684.0,5534.0,60.0,39.0,57.0
243.0,4750.0,18,18.0,65.0,808,5.0,198.0,590.0,5340.0,58.0,34.0,56.0
244.0,2950.0,71,20.0,63.0,1636,5.0,205.0,610.0,3560.0,39.0,35.0,35.0
245.0,2950.0,43,21.0,82.0,906,5.0,242.0,719.0,3669.0,40.0,41.0,35.0
246.0,2690.0,75,23.0,71.0,2286,5.0,233.0,694.0,3384.0,37.0,40.0,32.0
247.0,2435.0,32,22.0,62.0,1235,5.0,213.0,634.0,3069.0,33.0,36.0,29.0
248.0,2025.0,47,22.0,57.0,1106,5.0,205.0,610.0,2635.0,29.0,35.0,24.0
249.0,2385.0,285,21.0,56.0,2495,6.0,198.0,590.0,2975.0,32.0,34.0,28.0
250.0,3275.0,61,23.0,55.0,1736,6.0,207.0,614.0,3889.0,42.0,35.0,39.0
251.0,2398.0,145,26.0,54.0,1938,6.0,220.0,654.0,3052.0,33.0,37.0,28.0
252.0,2295.0,105,27.0,82.0,1702,6.0,272.0,808.0,3103.0,34.0,46.0,27.0
253.0,2750.0,16,24.0,56.0,897,6.0,213.0,634.0,3384.0,37.0,36.0,32.0
254.0,8190.0,14,21.0,69.0,1826,6.0,220.0,654.0,8844.0,96.0,37.0,96.0
255.0,4999.0,70,17.0,50.0,1110,6.0,168.0,501.0,5500.0,60.0,29.0,59.0
256.0,2825.0,305,20.0,46.0,1427,6.0,177.0,525.0,3350.0,37.0,30.0,33.0
257.0,2350.0,52,18.0,33.0,1347,6.0,145.0,431.0,2781.0,30.0,25.0,28.0
258.0,2395.0,77,20.0,48.0,1782,6.0,180.0,535.0,2930.0,32.0,31.0,28.0
259.0,2399.0,113,19.0,45.0,1780,6.0,170.0,505.0,2904.0,32.0,29.0,28.0
260.0,2495.0,203,16.0,41.0,2932,6.0,148.0,441.0,2936.0,32.0,25.0,29.0
261.0,2207.5,104,17.0,48.0,1591,6.0,165.0,491.0,2698.5,29.0,28.0,26.0
262.0,2822.5,6,18.0,52.0,1428,6.0,177.0,525.0,3347.5,37.0,30.0,33.0
263.0,3100.0,3,18.0,53.0,912,6.0,178.0,530.0,3630.0,40.0,30.0,36.0
264.0,1950.0,11,17.0,58.0,1036,6.0,182.0,540.0,2490.0,27.0,31.0,23.0
265.0,3055.5,116,22.0,71.0,1158,6.0,228.0,679.0,3734.5,41.0,39.0,36.0
266.0,2700.0,461,24.0,78.0,2282,6.0,250.0,743.0,3443.0,38.0,42.0,32.0
267.0,2933.0,191,24.0,79.0,1150,6.0,252.0,748.0,3681.0,40.0,43.0,35.0
268.0,2199.0,76,23.0,69.0,1211,6.0,230.0,684.0,2883.0,31.0,39.0,26.0
269.0,2321.0,160,24.0,76.0,1249,6.0,247.0,733.0,3054.0,33.0,42.0,27.0
270.0,2718.0,175,22.0,72.0,1147,6.0,230.0,684.0,3402.0,37.0,39.0,32.0
271.0,2900.0,157,23.0,83.0,1200,6.0,253.0,753.0,3653.0,40.0,43.0,34.0
272.0,4100.0,6,20.0,73.0,777,6.0,222.0,659.0,4759.0,52.0,38.0,48.0
273.0,3015.0,362,24.0,77.0,1524,6.0,248.0,738.0,3753.0,41.0,42.0,35.0
274.0,2537.5,566,17.0,54.0,2036,6.0,175.0,520.0,3057.5,33.0,30.0,30.0
275.0,1899.0,63,19.0,47.0,1518,6.0,173.0,515.0,2414.0,26.0,29.0,22.0
276.0,2025.0,95,19.0,46.0,875,6.0,172.0,510.0,2535.0,28.0,29.0,24.0
277.0,1950.0,18,18.0,42.0,1640,6.0,160.0,476.0,2426.0,26.0,27.0,23.0
278.0,2855.0,299,14.0,35.0,1187,6.0,128.0,382.0,3237.0,35.0,22.0,34.0
279.0,3400.0,9,17.0,37.0,1305,6.0,147.0,436.0,3836.0,42.0,25.0,40.0
280.0,2795.0,15,16.0,40.0,1498,6.0,147.0,436.0,3231.0,35.0,25.0,33.0
281.0,2371.5,56,18.0,40.0,1470,6.0,157.0,466.0,2837.5,31.0,27.0,28.0
282.0,2175.0,150,17.0,65.0,735,6.0,193.0,575.0,2750.0,30.0,33.0,26.0
283.0,2569.5,4,19.0,49.0,1142,6.0,177.0,525.0,3094.5,34.0,30.0,30.0
284.0,2406.0,269,17.0,38.0,1615,6.0,148.0,441.0,2847.0,31.0,25.0,28.0
285.0,4200.0,10,22.0,54.0,958,6.0,200.0,595.0,4795.0,52.0,34.0,49.0
286.0,2133.0,320,24.0,58.0,2342,6.0,217.0,644.0,2777.0,30.0,37.0,25.0
287.0,2233.0,70,19.0,45.0,754,6.0,170.0,505.0,2738.0,30.0,29.0,26.0
288.0,2336.0,262,25.0,76.0,2381,6.0,252.0,748.0,3084.0,34.0,43.0,27.0
289.0,3975.0,32,25.0,76.0,2120,6.0,252.0,748.0,4723.0,52.0,43.0,47.0
290.0,2275.0,159,20.0,78.0,1039,6.0,230.0,684.0,2959.0,32.0,39.0,27.0
291.0,3500.0,19,20.0,87.0,1030,6.0,245.0,728.0,4228.0,46.0,42.0,41.0
292.0,4300.0,5,21.0,100.0,755,6.0,272.0,808.0,5108.0,56.0,46.0,51.0
293.0,3e3,33,42.0,125.0,2246,6.0,418.0,1244.0,4244.0,46.0,71.0,35.0
294.0,2500.0,27,37.0,104.0,2290,6.0,358.0,1065.0,3565.0,39.0,61.0,29.0
295.0,3600.0,12,36.0,102.0,1448,6.0,350.0,1041.0,4641.0,51.0,59.0,42.0
296.0,3400.0,28,33.0,84.0,2619,6.0,305.0,907.0,4307.0,47.0,52.0,40.0
297.0,2700.0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.0
298.0,4750.0,44,28.0,107.0,2037,7.0,318.0,947.0,5697.0,62.0,54.0,56.0
299.0,3200.0,49,30.0,156.0,989,7.0,410.0,1219.0,4419.0,48.0,69.0,38.0
300.0,1747.5,4,23.0,83.0,761,7.0,253.0,753.0,2500.5,27.0,43.0,21.0
301.0,2800.0,29,21.0,63.0,1972,7.0,210.0,624.0,3424.0,37.0,36.0,33.0
302.0,3200.0,7,25.0,83.0,1743,7.0,263.0,783.0,3983.0,43.0,45.0,38.0
303.0,5500.0,23,22.0,60.0,1513,7.0,210.0,624.0,6124.0,67.0,36.0,65.0
304.0,4211.0,15,26.0,89.0,1797,7.0,278.0,828.0,5039.0,55.0,47.0,50.0
305.0,4450.0,20,21.0,76.0,619,7.0,232.0,689.0,5139.0,56.0,39.0,52.0
306.0,2095.0,43,25.0,75.0,947,7.0,250.0,743.0,2838.0,31.0,42.0,25.0
307.0,4388.0,25,28.0,72.0,1764,7.0,260.0,773.0,5161.0,56.0,44.0,52.0
308.0,3700.0,41,22.0,55.0,1096,7.0,202.0,600.0,4300.0,47.0,34.0,44.0
309.0,2800.0,100,23.0,47.0,2567,7.0,193.0,575.0,3375.0,37.0,33.0,33.0
310.0,4612.5,2,21.0,40.0,775,7.0,172.0,510.0,5122.5,56.0,29.0,54.0
311.0,2995.0,205,25.0,76.0,1537,7.0,252.0,748.0,3743.0,41.0,43.0,35.0
312.0,2870.0,131,26.0,81.0,2552,7.0,265.0,788.0,3658.0,40.0,45.0,34.0
313.0,3630.0,132,20.0,57.0,717,7.0,195.0,580.0,4210.0,46.0,33.0,43.0
314.0,1895.0,95,16.0,48.0,2344,7.0,160.0,476.0,2371.0,26.0,27.0,22.0
315.0,3100.0,283,16.0,33.0,769,7.0,135.0,401.0,3501.0,38.0,23.0,36.0
316.0,2311.0,11,19.0,36.0,953,7.0,155.0,461.0,2772.0,30.0,26.0,27.0
317.0,2195.0,179,19.0,41.0,1603,7.0,163.0,486.0,2681.0,29.0,28.0,26.0
318.0,2600.0,21,21.0,41.0,1076,7.0,173.0,515.0,3115.0,34.0,29.0,31.0
319.0,1995.0,7,22.0,53.0,912,7.0,198.0,590.0,2585.0,28.0,34.0,23.0
320.0,2200.0,108,18.0,53.0,2068,7.0,178.0,530.0,2730.0,30.0,30.0,26.0
321.0,1367.5,2,20.0,52.0,875,7.0,187.0,555.0,1922.5,21.0,32.0,16.0
322.0,3250.0,80,20.0,53.0,1615,7.0,188.0,560.0,3810.0,42.0,32.0,38.0
323.0,2198.0,266,15.0,36.0,1997,7.0,135.0,401.0,2599.0,28.0,23.0,26.0
324.0,1950.0,95,14.0,35.0,1614,7.0,128.0,382.0,2332.0,25.0,22.0,23.0
325.0,2150.0,62,18.0,38.0,2622,7.0,153.0,456.0,2606.0,28.0,26.0,25.0
326.0,2775.0,137,13.0,27.0,1177,7.0,110.0,327.0,3102.0,34.0,19.0,33.0
327.0,1600.0,16,17.0,38.0,2174,7.0,148.0,441.0,2041.0,22.0,25.0,19.0
328.0,2800.0,21,19.0,49.0,1670,7.0,177.0,525.0,3325.0,36.0,30.0,33.0
329.0,2725.0,43,18.0,50.0,2485,7.0,173.0,515.0,3240.0,35.0,29.0,32.0
330.0,2077.5,64,18.0,62.0,2143,7.0,193.0,575.0,2652.5,29.0,33.0,24.0
331.0,3e3,21,21.0,74.0,2276,7.0,228.0,679.0,3679.0,40.0,39.0,35.0
332.0,2550.0,5,23.0,81.0,1704,7.0,250.0,743.0,3293.0,36.0,42.0,30.0
333.0,3300.0,76,20.0,72.0,3643,7.0,220.0,654.0,3954.0,43.0,37.0,39.0
334.0,2600.0,16,20.0,69.0,2653,7.0,215.0,639.0,3239.0,35.0,36.0,31.0
335.0,2500.0,39,17.0,56.0,2885,7.0,178.0,530.0,3030.0,33.0,30.0,29.0
336.0,2225.0,93,21.0,62.0,1543,7.0,208.0,619.0,2844.0,31.0,35.0,26.0
337.0,2500.0,59,19.0,62.0,420,7.0,198.0,590.0,3090.0,34.0,34.0,29.0
338.0,4500.0,13,17.0,62.0,812,7.0,188.0,560.0,5060.0,55.0,32.0,53.0
339.0,6500.0,36,19.0,48.0,788,7.0,175.0,520.0,7020.0,77.0,30.0,76.0
340.0,2650.0,110,25.0,38.0,1562,7.0,188.0,560.0,3210.0,35.0,32.0,31.0
341.0,2975.0,212,24.0,44.0,1501,7.0,193.0,575.0,3550.0,39.0,33.0,35.0
342.0,5200.0,22,20.0,66.0,1441,7.0,210.0,624.0,5824.0,64.0,36.0,61.0
343.0,3825.0,4,21.0,52.0,537,7.0,192.0,570.0,4395.0,48.0,32.0,45.0
344.0,5790.0,69,22.0,67.0,1203,7.0,222.0,659.0,6449.0,70.0,38.0,68.0
345.0,4300.0,92,23.0,87.0,1474,7.0,260.0,773.0,5073.0,55.0,44.0,51.0
346.0,3840.0,189,24.0,96.0,912,7.0,280.0,833.0,4673.0,51.0,47.0,45.0
347.0,3975.0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.0
349.0,4300.0,22,16.0,34.0,220,8.0,137.0,406.0,4706.0,51.0,23.0,51.0
350.0,3050.0,3,22.0,46.0,863,8.0,187.0,555.0,3605.0,39.0,32.0,36.0
351.0,3295.0,131,21.0,44.0,1661,8.0,178.0,530.0,3825.0,42.0,30.0,39.0
353.0,2295.0,7,17.0,39.0,1333,8.0,150.0,446.0,2741.0,30.0,25.0,27.0
355.0,4850.0,40,22.0,62.0,2703,8.0,213.0,634.0,5484.0,60.0,36.0,57.0
356.0,3807.0,440,20.0,40.0,2957,8.0,167.0,496.0,4303.0,47.0,28.0,45.0
357.0,2795.0,188,22.0,60.0,1668,8.0,210.0,624.0,3419.0,37.0,36.0,33.0
358.0,5975.0,89,17.0,52.0,1818,8.0,172.0,510.0,6485.0,71.0,29.0,70.0
359.0,3695.0,69,20.0,50.0,1270,8.0,183.0,545.0,4240.0,46.0,31.0,43.0
360.0,3195.0,256,18.0,47.0,1800,8.0,168.0,501.0,3696.0,40.0,29.0,38.0
361.0,2990.0,190,20.0,69.0,2244,8.0,215.0,639.0,3629.0,40.0,36.0,35.0
362.0,5300.0,88,18.0,51.0,1690,8.0,175.0,520.0,5820.0,63.0,30.0,62.0
363.0,2450.0,47,16.0,51.0,855,8.0,165.0,491.0,2941.0,32.0,28.0,29.0
364.0,5e3,18,13.0,36.0,585,8.0,125.0,372.0,5372.0,59.0,21.0,59.0
365.0,2795.0,320,15.0,37.0,1413,8.0,137.0,406.0,3201.0,35.0,23.0,33.0
366.0,2475.0,224,18.0,48.0,1944,8.0,170.0,505.0,2980.0,33.0,29.0,29.0
367.0,2755.0,146,20.0,45.0,2067,8.0,175.0,520.0,3275.0,36.0,30.0,32.0
368.0,4850.0,67,23.0,84.0,1208,8.0,255.0,758.0,5608.0,61.0,43.0,57.0
369.0,4950.0,37,20.0,49.0,1328,8.0,182.0,540.0,5490.0,60.0,31.0,58.0
370.0,4485.0,43,19.0,56.0,1253,8.0,188.0,560.0,5045.0,55.0,32.0,53.0
371.0,4495.0,19,19.0,53.0,978,8.0,183.0,545.0,5040.0,55.0,31.0,53.0
372.0,2489.0,333,19.0,45.0,2414,8.0,170.0,505.0,2994.0,33.0,29.0,29.0
373.0,2352.0,107,15.0,42.0,1019,8.0,145.0,431.0,2783.0,30.0,25.0,28.0
374.0,3640.0,110,13.0,47.0,1047,8.0,143.0,426.0,4066.0,44.0,24.0,43.0
375.0,2342.0,131,15.0,45.0,1274,8.0,150.0,446.0,2788.0,30.0,25.0,28.0
376.0,2795.0,222,19.0,52.0,1639,8.0,182.0,540.0,3335.0,36.0,31.0,33.0
377.0,2400.0,266,20.0,60.0,1768,8.0,200.0,595.0,2995.0,33.0,34.0,28.0
378.0,3007.0,337,19.0,40.0,1050,8.0,162.0,481.0,3488.0,38.0,27.0,35.0
379.0,2300.0,202,17.0,47.0,2302,8.0,163.0,486.0,2786.0,30.0,28.0,27.0
380.0,2241.0,259,17.0,45.0,1944,8.0,160.0,476.0,2717.0,30.0,27.0,26.0
381.0,2395.0,377,19.0,47.0,1937,8.0,173.0,515.0,2910.0,32.0,29.0,28.0
382.0,4e3,75,19.0,63.0,973,8.0,200.0,595.0,4595.0,50.0,34.0,47.0
383.0,4e3,5,19.0,60.0,550,8.0,195.0,580.0,4580.0,50.0,33.0,47.0
384.0,5650.0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.0
385.0,7500.0,10,21.0,91.0,926,8.0,257.0,763.0,8263.0,90.0,44.0,88.0
386.0,5525.0,6,24.0,85.0,933,8.0,262.0,778.0,6303.0,69.0,44.0,65.0
387.0,3243.5,24,21.0,82.0,1431,8.0,242.0,719.0,3962.5,43.0,41.0,38.0
388.0,3395.0,85,21.0,86.0,1768,8.0,248.0,738.0,4133.0,45.0,42.0,40.0
389.0,2330.0,43,21.0,67.0,1488,8.0,217.0,644.0,2974.0,32.0,37.0,27.0
390.0,1515.0,108,19.0,54.0,1215,8.0,185.0,550.0,2065.0,23.0,31.0,18.0
391.0,2550.0,367,20.0,64.0,2261,9.0,207.0,614.0,3164.0,35.0,35.0,30.0
392.0,2295.0,198,20.0,77.0,2091,9.0,228.0,679.0,2974.0,32.0,39.0,27.0
393.0,2299.5,60,18.0,66.0,1643,9.0,200.0,595.0,2894.5,32.0,34.0,27.0
394.0,2650.0,49,17.0,53.0,1294,9.0,173.0,515.0,3165.0,35.0,29.0,31.0
395.0,2415.0,490,19.0,61.0,1877,9.0,197.0,585.0,3e3,33.0,33.0,28.0
396.0,3500.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.0
397.0,4500.0,19,16.0,59.0,606,9.0,178.0,530.0,5030.0,55.0,30.0,53.0
398.0,2968.0,92,19.0,71.0,1108,9.0,213.0,634.0,3602.0,39.0,36.0,35.0
400.0,1945.0,141,20.0,66.0,1600,9.0,210.0,624.0,2569.0,28.0,36.0,23.0
401.0,3250.0,5,18.0,75.0,508,9.0,215.0,639.0,3889.0,42.0,36.0,38.0
402.0,2792.0,1,14.0,51.0,79,9.0,155.0,461.0,3253.0,35.0,26.0,33.0
403.0,2805.0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.0
404.0,2800.0,19,24.0,72.0,864,9.0,240.0,714.0,3514.0,38.0,41.0,33.0
405.0,2450.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.0
406.0,2773.5,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.0
407.0,2678.0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.0
410.0,2450.0,515,19.0,69.0,2259,9.0,210.0,624.0,3074.0,34.0,36.0,29.0
412.0,2740.0,1540,19.0,57.0,6398,9.0,190.0,565.0,3305.0,36.0,32.0,32.0
413.0,2595.0,363,16.0,58.0,2245,9.0,177.0,525.0,3120.0,34.0,30.0,31.0
414.0,2400.0,15,19.0,61.0,1304,9.0,197.0,585.0,2985.0,33.0,33.0,28.0
415.0,2710.0,155,19.0,68.0,1061,9.0,208.0,619.0,3329.0,36.0,35.0,32.0
416.0,2612.0,289,19.0,69.0,2751,9.0,210.0,624.0,3236.0,35.0,36.0,31.0
418.0,2995.0,3,17.0,52.0,456,9.0,172.0,510.0,3505.0,38.0,29.0,35.0
419.0,3100.0,43,18.0,43.0,1425,9.0,162.0,481.0,3581.0,39.0,27.0,36.0
420.0,3093.5,174,20.0,52.0,1065,9.0,187.0,555.0,3648.5,40.0,32.0,36.0
421.0,2910.0,333,22.0,58.0,1858,9.0,207.0,614.0,3524.0,38.0,35.0,34.0
422.0,2838.0,127,22.0,62.0,1945,9.0,213.0,634.0,3472.0,38.0,36.0,33.0
423.0,1995.0,46,16.0,48.0,2213,9.0,160.0,476.0,2471.0,27.0,27.0,23.0
424.0,2589.0,215,16.0,52.0,2943,9.0,167.0,496.0,3085.0,34.0,28.0,30.0
425.0,1695.0,96,17.0,47.0,1483,9.0,163.0,486.0,2181.0,24.0,28.0,20.0
426.0,2580.0,433,17.0,47.0,1724,9.0,163.0,486.0,3066.0,33.0,28.0,30.0
427.0,3090.0,133,9.0,23.0,94,9.0,83.0,248.0,3338.0,36.0,14.0,36.0
428.0,2332.5,142,12.0,38.0,434,9.0,123.0,367.0,2699.5,29.0,21.0,27.0
432.0,1150.0,5,15.0,58.0,116,9.0,172.0,510.0,1660.0,18.0,29.0,14.0
433.0,2050.0,330,17.0,57.0,1994,9.0,180.0,535.0,2585.0,28.0,31.0,24.0
434.0,1650.0,1,13.0,82.0,23,9.0,202.0,600.0,2250.0,25.0,34.0,19.0
435.0,2400.0,223,15.0,58.0,1546,9.0,172.0,510.0,2910.0,32.0,29.0,28.0
