,HomeTAZfactor,superD_dest,taz_driving,taz_transit,commuter_count,home_lat,home_lon,dest_lat,dest_lon,line,geometry
2707,326,8.0,32.0,59.0,162,37.48049939855072,-122.22782728985509,37.408824697140716,-122.11019452765235,"LINESTRING (-122.2278272898551 37.48049939855072, -122.1101945276524 37.40882469714072)","LINESTRING (-122.2278272898551 37.48049939855072, -122.1101945276524 37.40882469714072)"
2708,326,9.0,48.0,77.0,58,37.48049939855072,-122.22782728985509,37.378751941477816,-121.99458476686635,"LINESTRING (-122.2278272898551 37.48049939855072, -121.9945847668664 37.37875194147782)","LINESTRING (-122.2278272898551 37.48049939855072, -121.9945847668664 37.37875194147782)"
2709,326,10.0,33.0,142.0,22,37.48049939855072,-122.22782728985509,37.30109315976728,-121.98936905180128,"LINESTRING (-122.2278272898551 37.48049939855072, -121.9893690518013 37.30109315976728)","LINESTRING (-122.2278272898551 37.48049939855072, -121.9893690518013 37.30109315976728)"
2710,327,1.0,55.0,113.0,26,37.4716731875,-122.2116475625,37.78871765471821,-122.4090009205355,"LINESTRING (-122.2116475625 37.4716731875, -122.4090009205355 37.78871765471821)","LINESTRING (-122.2116475625 37.4716731875, -122.4090009205355 37.78871765471821)"
2711,327,5.0,35.0,88.0,53,37.4716731875,-122.2116475625,37.65355542190556,-122.44983365772562,"LINESTRING (-122.2116475625 37.4716731875, -122.4498336577256 37.65355542190556)","LINESTRING (-122.2116475625 37.4716731875, -122.4498336577256 37.65355542190556)"
2712,327,6.0,35.0,55.0,133,37.4716731875,-122.2116475625,37.54880006373962,-122.30305709289709,"LINESTRING (-122.2116475625 37.4716731875, -122.3030570928971 37.54880006373962)","LINESTRING (-122.2116475625 37.4716731875, -122.3030570928971 37.54880006373962)"
2713,327,7.0,3.0,12.0,1182,37.47167319,-122.2116476,37.47214435064935,-122.21810121513269,"LINESTRING (-122.2116476 37.47167319, -122.2181012151327 37.47214435064935)","LINESTRING (-122.2116476 37.47167319, -122.2181012151327 37.47214435064935)"
2714,327,8.0,21.0,39.0,450,37.47167319,-122.2116476,37.408824697140716,-122.11019452765235,"LINESTRING (-122.2116476 37.47167319, -122.1101945276524 37.40882469714072)","LINESTRING (-122.2116476 37.47167319, -122.1101945276524 37.40882469714072)"
2715,327,9.0,43.0,95.0,163,37.4716731875,-122.2116475625,37.378751941477816,-121.99458476686635,"LINESTRING (-122.2116475625 37.4716731875, -121.9945847668664 37.37875194147782)","LINESTRING (-122.2116475625 37.4716731875, -121.9945847668664 37.37875194147782)"
2716,327,10.0,46.0,116.0,37,37.4716731875,-122.2116475625,37.30109315976728,-121.98936905180128,"LINESTRING (-122.2116475625 37.4716731875, -121.9893690518013 37.30109315976728)","LINESTRING (-122.2116475625 37.4716731875, -121.9893690518013 37.30109315976728)"
2717,327,11.0,37.0,90.0,25,37.4716731875,-122.2116475625,37.320701969723494,-121.90455062285614,"LINESTRING (-122.2116475625 37.4716731875, -121.9045506228561 37.32070196972349)","LINESTRING (-122.2116475625 37.4716731875, -121.9045506228561 37.32070196972349)"
2718,327,12.0,38.0,174.0,23,37.4716731875,-122.2116475625,37.386196085899506,-121.8663179293355,"LINESTRING (-122.2116475625 37.4716731875, -121.8663179293355 37.38619608589951)","LINESTRING (-122.2116475625 37.4716731875, -121.8663179293355 37.38619608589951)"
2719,327,16.0,55.0,104.0,58,37.4716731875,-122.2116475625,37.552456947990045,-121.99331172254456,"LINESTRING (-122.2116475625 37.4716731875, -121.9933117225446 37.55245694799004)","LINESTRING (-122.2116475625 37.4716731875, -121.9933117225446 37.55245694799004)"
2720,327,17.0,41.0,191.0,24,37.4716731875,-122.2116475625,37.68087262885739,-122.10114864275783,"LINESTRING (-122.2116475625 37.4716731875, -122.1011486427578 37.68087262885739)","LINESTRING (-122.2116475625 37.4716731875, -122.1011486427578 37.68087262885739)"
2721,328,1.0,67.0,100.0,38,37.474494285714286,-122.19923695238096,37.78871765471821,-122.4090009205355,"LINESTRING (-122.199236952381 37.47449428571429, -122.4090009205355 37.78871765471821)","LINESTRING (-122.199236952381 37.47449428571429, -122.4090009205355 37.78871765471821)"
2722,328,5.0,38.0,93.0,41,37.474494285714286,-122.19923695238096,37.65355542190556,-122.44983365772562,"LINESTRING (-122.199236952381 37.47449428571429, -122.4498336577256 37.65355542190556)","LINESTRING (-122.199236952381 37.47449428571429, -122.4498336577256 37.65355542190556)"
2723,328,6.0,38.0,56.0,86,37.474494285714286,-122.19923695238096,37.54880006373962,-122.30305709289709,"LINESTRING (-122.199236952381 37.47449428571429, -122.3030570928971 37.54880006373962)","LINESTRING (-122.199236952381 37.47449428571429, -122.3030570928971 37.54880006373962)"
2724,328,7.0,7.0,27.0,941,37.47449429,-122.19923700000001,37.47214435064935,-122.21810121513269,"LINESTRING (-122.199237 37.47449429, -122.2181012151327 37.47214435064935)","LINESTRING (-122.199237 37.47449429, -122.2181012151327 37.47214435064935)"
2725,328,8.0,18.0,43.0,261,37.47449429,-122.19923700000001,37.408824697140716,-122.11019452765235,"LINESTRING (-122.199237 37.47449429, -122.1101945276524 37.40882469714072)","LINESTRING (-122.199237 37.47449429, -122.1101945276524 37.40882469714072)"
2726,328,9.0,40.0,84.0,120,37.474494285714286,-122.19923695238096,37.378751941477816,-121.99458476686635,"LINESTRING (-122.199236952381 37.47449428571429, -121.9945847668664 37.37875194147782)","LINESTRING (-122.199236952381 37.47449428571429, -121.9945847668664 37.37875194147782)"
2727,328,10.0,45.0,116.0,35,37.474494285714286,-122.19923695238096,37.30109315976728,-121.98936905180128,"LINESTRING (-122.199236952381 37.47449428571429, -121.9893690518013 37.30109315976728)","LINESTRING (-122.199236952381 37.47449428571429, -121.9893690518013 37.30109315976728)"
2728,328,11.0,36.0,79.0,25,37.474494285714286,-122.19923695238096,37.320701969723494,-121.90455062285614,"LINESTRING (-122.199236952381 37.47449428571429, -121.9045506228561 37.32070196972349)","LINESTRING (-122.199236952381 37.47449428571429, -121.9045506228561 37.32070196972349)"
2729,328,12.0,36.0,187.0,23,37.474494285714286,-122.19923695238096,37.386196085899506,-121.8663179293355,"LINESTRING (-122.199236952381 37.47449428571429, -121.8663179293355 37.38619608589951)","LINESTRING (-122.199236952381 37.47449428571429, -121.8663179293355 37.38619608589951)"
2730,328,16.0,50.0,97.0,48,37.474494285714286,-122.19923695238096,37.552456947990045,-121.99331172254456,"LINESTRING (-122.199236952381 37.47449428571429, -121.9933117225446 37.55245694799004)","LINESTRING (-122.199236952381 37.47449428571429, -121.9933117225446 37.55245694799004)"
2731,328,17.0,40.0,163.0,28,37.474494285714286,-122.19923695238096,37.68087262885739,-122.10114864275783,"LINESTRING (-122.199236952381 37.47449428571429, -122.1011486427578 37.68087262885739)","LINESTRING (-122.199236952381 37.47449428571429, -122.1011486427578 37.68087262885739)"
2732,328,18.0,53.0,152.0,24,37.474494285714286,-122.19923695238096,37.79525905351587,-122.23454234396392,"LINESTRING (-122.199236952381 37.47449428571429, -122.2345423439639 37.79525905351587)","LINESTRING (-122.199236952381 37.47449428571429, -122.2345423439639 37.79525905351587)"
2733,329,1.0,54.0,109.0,32,37.48066951162791,-122.20723853488373,37.78871765471821,-122.4090009205355,"LINESTRING (-122.2072385348837 37.48066951162791, -122.4090009205355 37.78871765471821)","LINESTRING (-122.2072385348837 37.48066951162791, -122.4090009205355 37.78871765471821)"
2734,329,3.0,39.0,115.0,21,37.48066951162791,-122.20723853488373,37.75073743885415,-122.42052814221316,"LINESTRING (-122.2072385348837 37.48066951162791, -122.4205281422132 37.75073743885415)","LINESTRING (-122.2072385348837 37.48066951162791, -122.4205281422132 37.75073743885415)"
2735,329,5.0,39.0,100.0,67,37.48066951162791,-122.20723853488373,37.65355542190556,-122.44983365772562,"LINESTRING (-122.2072385348837 37.48066951162791, -122.4498336577256 37.65355542190556)","LINESTRING (-122.2072385348837 37.48066951162791, -122.4498336577256 37.65355542190556)"
2736,329,6.0,33.0,61.0,157,37.48066951162791,-122.20723853488373,37.54880006373962,-122.30305709289709,"LINESTRING (-122.2072385348837 37.48066951162791, -122.3030570928971 37.54880006373962)","LINESTRING (-122.2072385348837 37.48066951162791, -122.3030570928971 37.54880006373962)"
2737,329,7.0,8.0,32.0,1484,37.48066951,-122.2072385,37.47214435064935,-122.21810121513269,"LINESTRING (-122.2072385 37.48066951, -122.2181012151327 37.47214435064935)","LINESTRING (-122.2072385 37.48066951, -122.2181012151327 37.47214435064935)"
2738,329,8.0,18.0,49.0,356,37.48066951,-122.2072385,37.408824697140716,-122.11019452765235,"LINESTRING (-122.2072385 37.48066951, -122.1101945276524 37.40882469714072)","LINESTRING (-122.2072385 37.48066951, -122.1101945276524 37.40882469714072)"
2739,329,9.0,41.0,91.0,159,37.48066951162791,-122.20723853488373,37.378751941477816,-121.99458476686635,"LINESTRING (-122.2072385348837 37.48066951162791, -121.9945847668664 37.37875194147782)","LINESTRING (-122.2072385348837 37.48066951162791, -121.9945847668664 37.37875194147782)"
2740,329,10.0,47.0,123.0,47,37.48066951162791,-122.20723853488373,37.30109315976728,-121.98936905180128,"LINESTRING (-122.2072385348837 37.48066951162791, -121.9893690518013 37.30109315976728)","LINESTRING (-122.2072385348837 37.48066951162791, -121.9893690518013 37.30109315976728)"
2741,329,11.0,36.0,84.0,29,37.48066951162791,-122.20723853488373,37.320701969723494,-121.90455062285614,"LINESTRING (-122.2072385348837 37.48066951162791, -121.9045506228561 37.32070196972349)","LINESTRING (-122.2072385348837 37.48066951162791, -121.9045506228561 37.32070196972349)"
2742,329,12.0,37.0,172.0,21,37.48066951162791,-122.20723853488373,37.386196085899506,-121.8663179293355,"LINESTRING (-122.2072385348837 37.48066951162791, -121.8663179293355 37.38619608589951)","LINESTRING (-122.2072385348837 37.48066951162791, -121.8663179293355 37.38619608589951)"
2743,329,16.0,52.0,104.0,74,37.48066951162791,-122.20723853488373,37.552456947990045,-121.99331172254456,"LINESTRING (-122.2072385348837 37.48066951162791, -121.9933117225446 37.55245694799004)","LINESTRING (-122.2072385348837 37.48066951162791, -121.9933117225446 37.55245694799004)"
2744,329,17.0,63.0,127.0,38,37.48066951162791,-122.20723853488373,37.68087262885739,-122.10114864275783,"LINESTRING (-122.2072385348837 37.48066951162791, -122.1011486427578 37.68087262885739)","LINESTRING (-122.2072385348837 37.48066951162791, -122.1011486427578 37.68087262885739)"
2745,330,1.0,54.0,116.0,24,37.484468578125,-122.1962988125,37.78871765471821,-122.4090009205355,"LINESTRING (-122.1962988125 37.484468578125, -122.4090009205355 37.78871765471821)","LINESTRING (-122.1962988125 37.484468578125, -122.4090009205355 37.78871765471821)"
2746,330,5.0,40.0,149.0,45,37.484468578125,-122.1962988125,37.65355542190556,-122.44983365772562,"LINESTRING (-122.1962988125 37.484468578125, -122.4498336577256 37.65355542190556)","LINESTRING (-122.1962988125 37.484468578125, -122.4498336577256 37.65355542190556)"
2747,330,6.0,33.0,69.0,164,37.484468578125,-122.1962988125,37.54880006373962,-122.30305709289709,"LINESTRING (-122.1962988125 37.484468578125, -122.3030570928971 37.54880006373962)","LINESTRING (-122.1962988125 37.484468578125, -122.3030570928971 37.54880006373962)"
2748,330,7.0,9.0,43.0,1190,37.48446858,-122.1962988,37.47214435064935,-122.21810121513269,"LINESTRING (-122.1962988 37.48446858, -122.2181012151327 37.47214435064935)","LINESTRING (-122.1962988 37.48446858, -122.2181012151327 37.47214435064935)"
2749,330,8.0,15.0,56.0,365,37.48446858,-122.1962988,37.408824697140716,-122.11019452765235,"LINESTRING (-122.1962988 37.48446858, -122.1101945276524 37.40882469714072)","LINESTRING (-122.1962988 37.48446858, -122.1101945276524 37.40882469714072)"
2750,330,9.0,38.0,97.0,172,37.484468578125,-122.1962988125,37.378751941477816,-121.99458476686635,"LINESTRING (-122.1962988125 37.484468578125, -121.9945847668664 37.37875194147782)","LINESTRING (-122.1962988125 37.484468578125, -121.9945847668664 37.37875194147782)"
2751,330,10.0,48.0,165.0,49,37.484468578125,-122.1962988125,37.30109315976728,-121.98936905180128,"LINESTRING (-122.1962988125 37.484468578125, -121.9893690518013 37.30109315976728)","LINESTRING (-122.1962988125 37.484468578125, -121.9893690518013 37.30109315976728)"
2752,330,11.0,34.0,92.0,32,37.484468578125,-122.1962988125,37.320701969723494,-121.90455062285614,"LINESTRING (-122.1962988125 37.484468578125, -121.9045506228561 37.32070196972349)","LINESTRING (-122.1962988125 37.484468578125, -121.9045506228561 37.32070196972349)"
2753,330,12.0,34.0,180.0,23,37.484468578125,-122.1962988125,37.386196085899506,-121.8663179293355,"LINESTRING (-122.1962988125 37.484468578125, -121.8663179293355 37.38619608589951)","LINESTRING (-122.1962988125 37.484468578125, -121.8663179293355 37.38619608589951)"
2754,330,16.0,47.0,110.0,79,37.484468578125,-122.1962988125,37.552456947990045,-121.99331172254456,"LINESTRING (-122.1962988125 37.484468578125, -121.9933117225446 37.55245694799004)","LINESTRING (-122.1962988125 37.484468578125, -121.9933117225446 37.55245694799004)"
2755,331,1.0,54.0,128.0,23,37.47666376190476,-122.16021095238096,37.78871765471821,-122.4090009205355,"LINESTRING (-122.160210952381 37.47666376190476, -122.4090009205355 37.78871765471821)","LINESTRING (-122.160210952381 37.47666376190476, -122.4090009205355 37.78871765471821)"
2756,331,5.0,44.0,117.0,36,37.47666376190476,-122.16021095238096,37.65355542190556,-122.44983365772562,"LINESTRING (-122.160210952381 37.47666376190476, -122.4498336577256 37.65355542190556)","LINESTRING (-122.160210952381 37.47666376190476, -122.4498336577256 37.65355542190556)"
2757,331,6.0,34.0,70.0,94,37.47666376190476,-122.16021095238096,37.54880006373962,-122.30305709289709,"LINESTRING (-122.160210952381 37.47666376190476, -122.3030570928971 37.54880006373962)","LINESTRING (-122.160210952381 37.47666376190476, -122.3030570928971 37.54880006373962)"
2758,331,7.0,14.0,56.0,1146,37.47666376,-122.160211,37.47214435064935,-122.21810121513269,"LINESTRING (-122.160211 37.47666376, -122.2181012151327 37.47214435064935)","LINESTRING (-122.160211 37.47666376, -122.2181012151327 37.47214435064935)"
2759,331,8.0,13.0,75.0,515,37.47666376,-122.160211,37.408824697140716,-122.11019452765235,"LINESTRING (-122.160211 37.47666376, -122.1101945276524 37.40882469714072)","LINESTRING (-122.160211 37.47666376, -122.1101945276524 37.40882469714072)"
2760,331,9.0,35.0,100.0,188,37.47666376190476,-122.16021095238096,37.378751941477816,-121.99458476686635,"LINESTRING (-122.160210952381 37.47666376190476, -121.9945847668664 37.37875194147782)","LINESTRING (-122.160210952381 37.47666376190476, -121.9945847668664 37.37875194147782)"
2761,331,10.0,45.0,160.0,49,37.47666376190476,-122.16021095238096,37.30109315976728,-121.98936905180128,"LINESTRING (-122.160210952381 37.47666376190476, -121.9893690518013 37.30109315976728)","LINESTRING (-122.160210952381 37.47666376190476, -121.9893690518013 37.30109315976728)"
2762,331,11.0,52.0,96.0,38,37.47666376190476,-122.16021095238096,37.320701969723494,-121.90455062285614,"LINESTRING (-122.160210952381 37.47666376190476, -121.9045506228561 37.32070196972349)","LINESTRING (-122.160210952381 37.47666376190476, -121.9045506228561 37.32070196972349)"
2763,331,12.0,35.0,189.0,32,37.47666376190476,-122.16021095238096,37.386196085899506,-121.8663179293355,"LINESTRING (-122.160210952381 37.47666376190476, -121.8663179293355 37.38619608589951)","LINESTRING (-122.160210952381 37.47666376190476, -121.8663179293355 37.38619608589951)"
2764,331,16.0,34.0,76.0,95,37.47666376190476,-122.16021095238096,37.552456947990045,-121.99331172254456,"LINESTRING (-122.160210952381 37.47666376190476, -121.9933117225446 37.55245694799004)","LINESTRING (-122.160210952381 37.47666376190476, -121.9933117225446 37.55245694799004)"
2765,331,17.0,52.0,97.0,35,37.47666376190476,-122.16021095238096,37.68087262885739,-122.10114864275783,"LINESTRING (-122.160210952381 37.47666376190476, -122.1011486427578 37.68087262885739)","LINESTRING (-122.160210952381 37.47666376190476, -122.1011486427578 37.68087262885739)"
2766,331,18.0,47.0,177.0,25,37.47666376190476,-122.16021095238096,37.79525905351587,-122.23454234396392,"LINESTRING (-122.160210952381 37.47666376190476, -122.2345423439639 37.79525905351587)","LINESTRING (-122.160210952381 37.47666376190476, -122.2345423439639 37.79525905351587)"
2767,332,5.0,35.0,139.0,26,37.477315399999995,-122.1366688,37.65355542190556,-122.44983365772562,"LINESTRING (-122.1366688 37.47731539999999, -122.4498336577256 37.65355542190556)","LINESTRING (-122.1366688 37.47731539999999, -122.4498336577256 37.65355542190556)"
2768,332,6.0,37.0,94.0,58,37.477315399999995,-122.1366688,37.54880006373962,-122.30305709289709,"LINESTRING (-122.1366688 37.47731539999999, -122.3030570928971 37.54880006373962)","LINESTRING (-122.1366688 37.47731539999999, -122.3030570928971 37.54880006373962)"
2769,332,7.0,17.0,65.0,759,37.477315399999995,-122.13666880000001,37.47214435064935,-122.21810121513269,"LINESTRING (-122.1366688 37.47731539999999, -122.2181012151327 37.47214435064935)","LINESTRING (-122.1366688 37.47731539999999, -122.2181012151327 37.47214435064935)"
2770,332,8.0,16.0,78.0,490,37.477315399999995,-122.13666880000001,37.408824697140716,-122.11019452765235,"LINESTRING (-122.1366688 37.47731539999999, -122.1101945276524 37.40882469714072)","LINESTRING (-122.1366688 37.47731539999999, -122.1101945276524 37.40882469714072)"
2771,332,9.0,36.0,99.0,151,37.477315399999995,-122.1366688,37.378751941477816,-121.99458476686635,"LINESTRING (-122.1366688 37.47731539999999, -121.9945847668664 37.37875194147782)","LINESTRING (-122.1366688 37.47731539999999, -121.9945847668664 37.37875194147782)"
2772,332,10.0,45.0,162.0,39,37.477315399999995,-122.1366688,37.30109315976728,-121.98936905180128,"LINESTRING (-122.1366688 37.47731539999999, -121.9893690518013 37.30109315976728)","LINESTRING (-122.1366688 37.47731539999999, -121.9893690518013 37.30109315976728)"
2773,332,11.0,32.0,78.0,30,37.477315399999995,-122.1366688,37.320701969723494,-121.90455062285614,"LINESTRING (-122.1366688 37.47731539999999, -121.9045506228561 37.32070196972349)","LINESTRING (-122.1366688 37.47731539999999, -121.9045506228561 37.32070196972349)"
2774,332,12.0,35.0,193.0,27,37.477315399999995,-122.1366688,37.386196085899506,-121.8663179293355,"LINESTRING (-122.1366688 37.47731539999999, -121.8663179293355 37.38619608589951)","LINESTRING (-122.1366688 37.47731539999999, -121.8663179293355 37.38619608589951)"
2775,332,16.0,38.0,89.0,80,37.477315399999995,-122.1366688,37.552456947990045,-121.99331172254456,"LINESTRING (-122.1366688 37.47731539999999, -121.9933117225446 37.55245694799004)","LINESTRING (-122.1366688 37.47731539999999, -121.9933117225446 37.55245694799004)"
2776,332,17.0,55.0,109.0,44,37.477315399999995,-122.1366688,37.68087262885739,-122.10114864275783,"LINESTRING (-122.1366688 37.47731539999999, -122.1011486427578 37.68087262885739)","LINESTRING (-122.1366688 37.47731539999999, -122.1011486427578 37.68087262885739)"
2777,333,1.0,58.0,117.0,29,37.46672855263158,-122.13717048684212,37.78871765471821,-122.4090009205355,"LINESTRING (-122.1371704868421 37.46672855263158, -122.4090009205355 37.78871765471821)","LINESTRING (-122.1371704868421 37.46672855263158, -122.4090009205355 37.78871765471821)"
2778,333,5.0,46.0,103.0,56,37.46672855263158,-122.13717048684212,37.65355542190556,-122.44983365772562,"LINESTRING (-122.1371704868421 37.46672855263158, -122.4498336577256 37.65355542190556)","LINESTRING (-122.1371704868421 37.46672855263158, -122.4498336577256 37.65355542190556)"
2779,333,6.0,36.0,66.0,121,37.46672855263158,-122.13717048684212,37.54880006373962,-122.30305709289709,"LINESTRING (-122.1371704868421 37.46672855263158, -122.3030570928971 37.54880006373962)","LINESTRING (-122.1371704868421 37.46672855263158, -122.3030570928971 37.54880006373962)"
2780,333,7.0,15.0,60.0,1718,37.46672855,-122.13717050000001,37.47214435064935,-122.21810121513269,"LINESTRING (-122.1371705 37.46672855, -122.2181012151327 37.47214435064935)","LINESTRING (-122.1371705 37.46672855, -122.2181012151327 37.47214435064935)"
2781,333,8.0,14.0,72.0,930,37.46672855,-122.13717050000001,37.408824697140716,-122.11019452765235,"LINESTRING (-122.1371705 37.46672855, -122.1101945276524 37.40882469714072)","LINESTRING (-122.1371705 37.46672855, -122.1101945276524 37.40882469714072)"
2782,333,9.0,20.0,93.0,391,37.46672855,-122.13717050000001,37.378751941477816,-121.99458476686635,"LINESTRING (-122.1371705 37.46672855, -121.9945847668664 37.37875194147782)","LINESTRING (-122.1371705 37.46672855, -121.9945847668664 37.37875194147782)"
2783,333,10.0,45.0,110.0,76,37.46672855263158,-122.13717048684212,37.30109315976728,-121.98936905180128,"LINESTRING (-122.1371704868421 37.46672855263158, -121.9893690518013 37.30109315976728)","LINESTRING (-122.1371704868421 37.46672855263158, -121.9893690518013 37.30109315976728)"
2784,333,11.0,51.0,62.0,66,37.46672855263158,-122.13717048684212,37.320701969723494,-121.90455062285614,"LINESTRING (-122.1371704868421 37.46672855263158, -121.9045506228561 37.32070196972349)","LINESTRING (-122.1371704868421 37.46672855263158, -121.9045506228561 37.32070196972349)"
2785,333,12.0,52.0,133.0,37,37.46672855263158,-122.13717048684212,37.386196085899506,-121.8663179293355,"LINESTRING (-122.1371704868421 37.46672855263158, -121.8663179293355 37.38619608589951)","LINESTRING (-122.1371704868421 37.46672855263158, -121.8663179293355 37.38619608589951)"
2786,333,16.0,38.0,86.0,141,37.46672855263158,-122.13717048684212,37.552456947990045,-121.99331172254456,"LINESTRING (-122.1371704868421 37.46672855263158, -121.9933117225446 37.55245694799004)","LINESTRING (-122.1371704868421 37.46672855263158, -121.9933117225446 37.55245694799004)"
2787,333,17.0,57.0,117.0,58,37.46672855263158,-122.13717048684212,37.68087262885739,-122.10114864275783,"LINESTRING (-122.1371704868421 37.46672855263158, -122.1011486427578 37.68087262885739)","LINESTRING (-122.1371704868421 37.46672855263158, -122.1011486427578 37.68087262885739)"
2788,333,18.0,48.0,166.0,20,37.46672855263158,-122.13717048684212,37.79525905351587,-122.23454234396392,"LINESTRING (-122.1371704868421 37.46672855263158, -122.2345423439639 37.79525905351587)","LINESTRING (-122.1371704868421 37.46672855263158, -122.2345423439639 37.79525905351587)"
2789,334,1.0,54.0,122.0,31,37.46816925,-122.14402625,37.78871765471821,-122.4090009205355,"LINESTRING (-122.14402625 37.46816925, -122.4090009205355 37.78871765471821)","LINESTRING (-122.14402625 37.46816925, -122.4090009205355 37.78871765471821)"
2790,334,3.0,42.0,128.0,20,37.46816925,-122.14402625,37.75073743885415,-122.42052814221316,"LINESTRING (-122.14402625 37.46816925, -122.4205281422132 37.75073743885415)","LINESTRING (-122.14402625 37.46816925, -122.4205281422132 37.75073743885415)"
2791,334,5.0,43.0,115.0,40,37.46816925,-122.14402625,37.65355542190556,-122.44983365772562,"LINESTRING (-122.14402625 37.46816925, -122.4498336577256 37.65355542190556)","LINESTRING (-122.14402625 37.46816925, -122.4498336577256 37.65355542190556)"
2792,334,6.0,36.0,63.0,103,37.46816925,-122.14402625,37.54880006373962,-122.30305709289709,"LINESTRING (-122.14402625 37.46816925, -122.3030570928971 37.54880006373962)","LINESTRING (-122.14402625 37.46816925, -122.3030570928971 37.54880006373962)"
2793,334,7.0,14.0,57.0,1296,37.46816925,-122.14402630000001,37.47214435064935,-122.21810121513269,"LINESTRING (-122.1440263 37.46816925, -122.2181012151327 37.47214435064935)","LINESTRING (-122.1440263 37.46816925, -122.2181012151327 37.47214435064935)"
2794,334,8.0,13.0,48.0,657,37.46816925,-122.14402630000001,37.408824697140716,-122.11019452765235,"LINESTRING (-122.1440263 37.46816925, -122.1101945276524 37.40882469714072)","LINESTRING (-122.1440263 37.46816925, -122.1101945276524 37.40882469714072)"
2795,334,9.0,20.0,135.0,196,37.46816925,-122.14402630000001,37.378751941477816,-121.99458476686635,"LINESTRING (-122.1440263 37.46816925, -121.9945847668664 37.37875194147782)","LINESTRING (-122.1440263 37.46816925, -121.9945847668664 37.37875194147782)"
2796,334,10.0,44.0,108.0,67,37.46816925,-122.14402625,37.30109315976728,-121.98936905180128,"LINESTRING (-122.14402625 37.46816925, -121.9893690518013 37.30109315976728)","LINESTRING (-122.14402625 37.46816925, -121.9893690518013 37.30109315976728)"
2797,334,11.0,48.0,95.0,41,37.46816925,-122.14402625,37.320701969723494,-121.90455062285614,"LINESTRING (-122.14402625 37.46816925, -121.9045506228561 37.32070196972349)","LINESTRING (-122.14402625 37.46816925, -121.9045506228561 37.32070196972349)"
2798,334,12.0,55.0,134.0,35,37.46816925,-122.14402625,37.386196085899506,-121.8663179293355,"LINESTRING (-122.14402625 37.46816925, -121.8663179293355 37.38619608589951)","LINESTRING (-122.14402625 37.46816925, -121.8663179293355 37.38619608589951)"
2799,334,16.0,36.0,82.0,99,37.46816925,-122.14402625,37.552456947990045,-121.99331172254456,"LINESTRING (-122.14402625 37.46816925, -121.9933117225446 37.55245694799004)","LINESTRING (-122.14402625 37.46816925, -121.9933117225446 37.55245694799004)"
2800,334,17.0,57.0,104.0,36,37.46816925,-122.14402625,37.68087262885739,-122.10114864275783,"LINESTRING (-122.14402625 37.46816925, -122.1011486427578 37.68087262885739)","LINESTRING (-122.14402625 37.46816925, -122.1011486427578 37.68087262885739)"
2801,334,18.0,49.0,171.0,32,37.46816925,-122.14402625,37.79525905351587,-122.23454234396392,"LINESTRING (-122.14402625 37.46816925, -122.2345423439639 37.79525905351587)","LINESTRING (-122.14402625 37.46816925, -122.2345423439639 37.79525905351587)"
2802,335,5.0,32.0,111.0,28,37.45882880952381,-122.14357559523808,37.65355542190556,-122.44983365772562,"LINESTRING (-122.1435755952381 37.45882880952381, -122.4498336577256 37.65355542190556)","LINESTRING (-122.1435755952381 37.45882880952381, -122.4498336577256 37.65355542190556)"
2803,335,6.0,36.0,58.0,78,37.45882880952381,-122.14357559523808,37.54880006373962,-122.30305709289709,"LINESTRING (-122.1435755952381 37.45882880952381, -122.3030570928971 37.54880006373962)","LINESTRING (-122.1435755952381 37.45882880952381, -122.3030570928971 37.54880006373962)"
2804,335,7.0,14.0,52.0,1237,37.45882881,-122.1435756,37.47214435064935,-122.21810121513269,"LINESTRING (-122.1435756 37.45882881, -122.2181012151327 37.47214435064935)","LINESTRING (-122.1435756 37.45882881, -122.2181012151327 37.47214435064935)"
2805,335,8.0,11.0,43.0,1011,37.45882881,-122.1435756,37.408824697140716,-122.11019452765235,"LINESTRING (-122.1435756 37.45882881, -122.1101945276524 37.40882469714072)","LINESTRING (-122.1435756 37.45882881, -122.1101945276524 37.40882469714072)"
2806,335,9.0,18.0,86.0,300,37.45882881,-122.1435756,37.378751941477816,-121.99458476686635,"LINESTRING (-122.1435756 37.45882881, -121.9945847668664 37.37875194147782)","LINESTRING (-122.1435756 37.45882881, -121.9945847668664 37.37875194147782)"
2807,335,10.0,42.0,103.0,61,37.45882880952381,-122.14357559523808,37.30109315976728,-121.98936905180128,"LINESTRING (-122.1435755952381 37.45882880952381, -121.9893690518013 37.30109315976728)","LINESTRING (-122.1435755952381 37.45882880952381, -121.9893690518013 37.30109315976728)"
2808,335,11.0,52.0,54.0,57,37.45882880952381,-122.14357559523808,37.320701969723494,-121.90455062285614,"LINESTRING (-122.1435755952381 37.45882880952381, -121.9045506228561 37.32070196972349)","LINESTRING (-122.1435755952381 37.45882880952381, -121.9045506228561 37.32070196972349)"
2809,335,12.0,58.0,126.0,42,37.45882880952381,-122.14357559523808,37.386196085899506,-121.8663179293355,"LINESTRING (-122.1435755952381 37.45882880952381, -121.8663179293355 37.38619608589951)","LINESTRING (-122.1435755952381 37.45882880952381, -121.8663179293355 37.38619608589951)"
2810,335,16.0,46.0,87.0,71,37.45882880952381,-122.14357559523808,37.552456947990045,-121.99331172254456,"LINESTRING (-122.1435755952381 37.45882880952381, -121.9933117225446 37.55245694799004)","LINESTRING (-122.1435755952381 37.45882880952381, -121.9933117225446 37.55245694799004)"
